date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2010/2/9,put,7225.71,7381.82,7361.04,7225.71,7090.38,-135.33,-0.0187289553553
2010/5/26,call,7161.4,7174.38,7167.35,7161.4,7167.35,-129.38,-0.0177312302908
2011/2/15,put,8679.12,8753.05,8721.93,8679.12,8636.31,-172.19,-0.0195481637055
2011/2/16,put,8740.32,8767.09,8712.96,8740.32,8767.68,-144.83,-0.0162501921456
2011/2/17,put,8738.71,8745.65,8683.88,8738.71,8793.54,-90.0,-0.0100981653878
2011/2/18,put,8763.69,8874.5,8843.84,8763.69,8683.54,-170.15,-0.0190911426747
2011/2/24,put,8561.16,8633.24,8541.64,8561.16,8580.68,-150.63,-0.016900962804
2011/2/25,put,8597.87,8635.04,8599.65,8597.87,8596.09,-152.41,-0.017100682075
2011/3/1,put,8611.79,8734.24,8727.56,8611.79,8496.02,-268.18,-0.0300902888187
2011/3/3,put,8661.63,8758.89,8738.37,8661.63,8584.89,-344.92,-0.0386256818454
2011/3/15,put,8493.83,8519.9,8234.78,8493.83,8752.88,-85.87,-0.00961610605377
2011/3/16,put,8317.38,8372.02,8324.58,8317.38,8310.18,-93.07,-0.0104223942055
2011/3/17,put,8190.5,8282.69,8282.69,8190.5,8098.31,-185.26,-0.0207462420813
2011/3/18,put,8343.79,8399.17,8394.75,8343.79,8292.83,-236.22,-0.0264529704439
2011/3/21,put,8421.66,8508.2,8467.71,8421.66,8375.61,-282.27,-0.0316098550809
2011/5/26,put,8797.29,8807.08,8788.4,8797.29,8806.18,-273.38,-0.0301093885607
2011/6/21,put,8571.93,8617.96,8597.62,8571.93,8546.24,-299.07,-0.0329388208239
2011/6/22,put,8663.86,8679.37,8621.04,8663.86,8706.68,-256.25,-0.0282227332602
2011/6/23,put,8601.15,8619.39,8567.28,8601.15,8635.02,-222.38,-0.0244923762826
2011/6/24,put,8567.46,8569.59,8532.83,8567.46,8602.09,-187.75,-0.0206783148082
2011/6/27,put,8456.36,8519.21,8500.16,8456.36,8412.56,-231.55,-0.0255023371177
2011/6/28,put,8536.13,8572.62,8478.86,8536.13,8593.4,-174.28,-0.0191947627418
2011/6/29,put,8540.35,8598.22,8573.38,8540.35,8507.32,-207.31,-0.0228326042231
2011/6/30,put,8582.08,8652.59,8652.59,8582.08,8511.57,-277.82,-0.0305983990414
2011/8/8,put,7769.6,7799.49,7552.8,7769.6,7986.4,-61.02,-0.00672058998454
2011/8/9,put,7261.54,7599.14,7493.12,7261.54,7029.96,-292.6,-0.0322262312271
2011/8/10,put,7717.58,7751.59,7736.32,7717.58,7698.84,-311.34,-0.0342902078955
2011/8/11,call,7566.39,7761.4,7719.09,7566.39,7719.09,-158.64,-0.0174722123098
2011/8/12,put,7825.8,7853.53,7637.02,7825.8,8014.58,30.14,0.00331954411888
2011/8/15,put,7769.17,7819.39,7819.39,7769.17,7718.95,-20.08,-0.00221156091264
2011/8/16,put,7886.93,7896.19,7798.59,7886.93,7975.27,68.26,0.00751798545304
2011/8/17,put,7807.67,7821.99,7741.76,7807.67,7873.58,134.17,0.0147771477913
2011/8/18,put,7721.19,7721.19,7614.97,7721.19,7827.41,240.39,0.0264759525792
2011/8/19,put,7414.36,7429.96,7342.96,7414.36,7485.76,311.79,0.0343397697686
2011/8/22,call,7348.71,7468.74,7312.59,7348.71,7312.59,275.67,0.0303616034257
2011/8/23,put,7369.43,7564.64,7550.23,7369.43,7188.63,94.87,0.0104487442123
2011/8/24,put,7592.51,7594.81,7502.93,7592.51,7682.09,184.45,0.0203148610726
2011/8/25,call,7559.47,7564.87,7410.87,7559.47,7410.87,35.85,0.00394842921904
2011/8/26,call,7438.52,7503.38,7445.1,7438.52,7445.1,42.43,0.00467313394041
2011/8/29,put,7482.92,7608.77,7578.01,7482.92,7387.83,-52.66,-0.00579984052091
2011/8/30,put,7654.37,7675.17,7646.19,7654.37,7662.55,-44.48,-0.00489891580649
2013/6/26,put,7789.34,7821.14,7784.8,7789.34,7793.88,-39.94,-0.00439889157624
2014/8/6,put,9148.36,9163.81,9143.97,9148.36,9152.75,-35.55,-0.00386905085816
2014/8/7,put,9162.65,9172.88,9131.44,9162.65,9193.86,-4.34,-0.000471831445283
2014/8/8,put,9120.2,9120.2,9085.96,9120.2,9154.44,29.9,0.003250635994
2014/8/11,put,9109.83,9184.96,9172.91,9109.83,9046.75,-33.18,-0.00360722750103
2014/8/12,put,9188.85,9198.1,9163.12,9188.85,9214.58,-7.45,-0.000807848163582
2014/8/13,put,9155.02,9231.66,9231.31,9155.02,9078.73,-83.74,-0.00908043023065
2014/8/14,put,9276.41,9282.01,9230.61,9276.41,9322.21,-37.94,-0.00405335384582
2014/8/18,put,9222.73,9222.73,9141.31,9222.73,9304.15,43.48,0.0046452247026
2014/8/19,put,9188.63,9255.09,9243.78,9188.63,9133.48,-11.67,-0.00124677489143
2014/8/20,put,9278.15,9294.49,9288.05,9278.15,9268.25,-21.57,-0.00230445024919
2014/9/16,put,9218.85,9219.42,9133.4,9218.85,9304.3,63.88,0.00682467695496
2014/9/17,put,9171.04,9252.38,9195.17,9171.04,9146.91,39.75,0.00424672681528
2014/9/18,put,9211.8,9237.88,9237.03,9211.8,9186.57,14.52,0.00155125719139
2014/9/19,put,9268.44,9289.22,9240.45,9268.44,9296.43,42.51,0.00454159388471
2014/9/22,put,9220.54,9220.54,9134.65,9220.54,9306.43,128.4,0.0137177288826
2014/9/23,put,9134.29,9147.21,9084.9,9134.29,9183.68,177.79,0.018994353723
2014/9/24,put,9071.8,9123.11,9098.49,9071.8,9045.11,151.1,0.0161429036928
2014/9/25,put,9126.76,9149.41,9011.59,9126.76,9241.93,266.27,0.0284471936881
2014/9/26,put,8957.56,9001.98,8989.82,8957.56,8925.3,234.01,0.0250006677243
2014/9/29,put,9018.46,9018.46,8960.76,9018.46,9076.16,291.71,0.0311650988499
2014/9/30,put,8954.58,8998.83,8966.92,8954.58,8942.24,279.37,0.029846743909
2014/10/1,put,8958.87,9014.26,8990.26,8958.87,8927.48,247.98,0.0264931651736
2014/10/2,put,8959.37,9010.27,8975.19,8959.37,8943.55,232.16,0.0248030213191
2014/10/3,put,9010.3,9113.8,9106.28,9010.3,8914.32,136.18,0.0145489121435
2014/10/6,put,9118.28,9122.54,9095.14,9118.28,9141.42,159.32,0.0170210947474
2014/10/9,put,9021.31,9054.67,8966.44,9021.31,9076.18,214.19,0.0228831802909
2014/10/13,put,8767.42,8795.77,8711.39,8767.42,8823.45,270.22,0.0288691954723
2014/10/14,put,8691.83,8768.39,8768.39,8691.83,8615.27,193.66,0.0206898393722
2014/10/15,put,8769.39,8776.91,8655.51,8769.39,8883.27,307.54,0.0328563110634
2014/10/16,put,8602.65,8676.46,8633.69,8602.65,8571.61,276.5,0.0295401248912
2014/10/17,put,8688.71,8699.77,8512.88,8688.71,8864.54,452.33,0.0483250802605
