date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2010/2/9,put,201003,7200,225.0,7225.71,189.0,7361.04,7381.82,7197.13,-36.0,-225.0,-0.16
2010/5/26,call,201006,7200,163.0,7161.4,149.0,7167.35,7174.38,7079.85,-50.0,-225.0,-0.222222222222
2011/2/15,put,201103,8700,183.0,8679.12,165.0,8721.93,8753.05,8565.05,-68.0,-233.0,-0.291845493562
2011/2/16,put,201103,8700,157.0,8740.32,184.0,8712.96,8767.09,8702.81,-41.0,-233.0,-0.175965665236
2011/2/17,put,201103,8700,154.0,8738.71,183.0,8683.88,8745.65,8669.77,-12.0,-233.0,-0.0515021459227
2011/2/18,put,201103,8800,217.0,8763.69,128.0,8843.84,8874.5,8763.69,-101.0,-233.0,-0.43347639485
2011/2/24,put,201103,8600,188.0,8561.16,171.0,8541.64,8633.24,8541.64,-118.0,-289.0,-0.40830449827
2011/2/25,put,201103,8600,163.0,8597.87,119.0,8599.65,8635.04,8470.09,-162.0,-289.0,-0.560553633218
2011/3/1,put,201104,8600,188.0,8611.79,175.0,8727.56,8734.24,8611.79,-175.0,-350.0,-0.5
2011/3/3,put,201104,8700,260.0,8661.63,195.0,8738.37,8758.89,8661.63,-240.0,-435.0,-0.551724137931
2011/3/15,put,201104,8500,200.0,8493.83,599.0,8234.78,8519.9,8070.52,159.0,-440.0,0.361363636364
2011/3/16,put,201104,8300,215.0,8317.38,221.0,8324.58,8372.02,8257.08,171.0,-440.0,0.388636363636
2011/3/17,put,201104,8200,226.0,8190.5,197.0,8282.69,8282.69,8150.73,113.0,-440.0,0.256818181818
2011/3/18,put,201104,8300,189.0,8343.79,190.0,8394.75,8399.17,8312.88,115.0,-440.0,0.261363636364
2011/3/21,put,201104,8400,209.0,8421.66,176.0,8467.71,8508.2,8394.22,49.0,-440.0,0.111363636364
2011/5/26,put,201106,8800,155.0,8797.29,123.0,8788.4,8807.08,8751.52,-47.0,-440.0,-0.106818181818
2011/6/21,put,201107,8600,235.0,8571.93,231.0,8597.62,8617.96,8523.04,-51.0,-440.0,-0.115909090909
2011/6/22,put,201107,8700,277.0,8663.86,317.0,8621.04,8679.37,8598.08,-11.0,-440.0,-0.025
2011/6/23,put,201107,8600,247.0,8601.15,277.0,8567.28,8619.39,8559.33,19.0,-440.0,0.0431818181818
