Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,openposition,change_openposition
2008/1/23,7728,7750,7321,7338,7857,8022,8104.3,8435.67,94655,74129,73459,-140.74,-95.78,-44.95,0.22,0.36,0.23,0.32,49711,610
2008/1/24,7600,7647,7388,7538,7748.4,7968.6,8071.95,8398.35,86298,72824,75612,-165.35,-109.7,-55.66,0.2,0.31,0.35,0.38,45715,-3996
2008/1/25,7650,7777,7630,7766,7659,7948.5,8043.9,8366.83,61263,69501,74663,-166.24,-121.01,-45.24,0.25,0.29,0.46,0.44,42358,-3357
2008/1/28,7686,7710,7405,7447,7526.4,7868.9,7996.55,8337.12,63463,70362,71650,-183.59,-133.52,-50.07,0.2,0.26,0.36,0.39,43294,936
2008/1/29,7595,7598,7418,7526,7523,7771.4,7948.7,8307.97,70605,75257,69684,-193.91,-145.6,-48.31,0.21,0.24,0.4,0.41,44206,912
2008/1/30,7500,7655,7451,7517,7558.8,7707.9,7910.4,8278.18,77026,71731,72930,-198.36,-156.15,-42.2,0.21,0.23,0.39,0.4,45089,883
2008/1/31,7465,7565,7336,7463,7543.8,7646.1,7876.4,8248.07,81093,70690,71757,-205.82,-166.09,-39.73,0.19,0.22,0.37,0.39,44831,-258
2008/2/1,7553,7678,7541,7667,7524,7591.5,7849.25,8227.23,57730,69983,69742,-194.84,-171.84,-23.01,0.38,0.27,0.5,0.45,42745,-2086
2008/2/12,7550,7588,7463,7505,7535.6,7531,7832.85,8202.88,50393,67369,68866,-193.83,-176.24,-17.6,0.39,0.31,0.42,0.42,42963,218
2008/2/13,7589,7607,7483,7491,7528.6,7525.8,7811.5,8183.08,43050,61858,68558,-190.61,-179.11,-11.5,0.38,0.33,0.41,0.41,43222,259
2008/2/14,7700,7910,7682,7897,7604.6,7581.7,7801.85,8168.92,53700,57193,64462,-159.71,-175.23,15.52,0.58,0.41,0.63,0.53,40015,-3207
2008/2/15,7796,7895,7760,7890,7690,7616.9,7792.75,8151.38,55651,52105,61397,-132.71,-166.73,34.02,0.71,0.51,0.62,0.52,37135,-2880
2008/2/18,7999,7999,7839,7917,7740,7632,7790.25,8135.55,54019,51363,60673,-105.31,-154.44,49.13,0.76,0.6,0.64,0.53,33328,-3807
2008/2/19,7960,8033,7938,8022,7843.4,7689.5,7779.2,8123.28,45103,50305,58837,-75.8,-138.72,62.91,0.84,0.68,0.69,0.56,20766,-12562
2008/2/20,7950,8005,7824,7877,7920.6,7724.6,7748,8110.88,28243,47343,54601,-60.44,-123.06,62.62,0.82,0.72,0.56,0.51,10704,-10062
2008/2/21,7918,8056,7916,8027,7946.6,7775.6,7741.75,8099.38,59055,48414,52804,-38.88,-106.22,67.35,0.86,0.77,0.64,0.55,43025,32321
2008/2/22,7950,8054,7927,8038,7976.2,7833.1,7739.6,8092.75,52384,47761,49933,-20.92,-89.16,68.24,0.9,0.81,0.65,0.56,44728,1703
2008/2/25,8163,8273,8160,8226,8038,7889,7740.25,8088.72,45763,46110,48736,9.9,-69.35,79.25,0.91,0.85,0.74,0.61,45669,941
2008/2/26,8289,8316,8203,8280,8089.6,7966.5,7748.75,8088.02,47550,46599,48452,37.8,-47.92,85.72,0.92,0.87,0.76,0.62,45979,310
2008/2/27,8367,8415,8310,8373,8188.8,8054.7,7790.25,8085.4,49945,50939,49141,67.04,-24.93,91.97,0.93,0.89,0.79,0.64,47260,1281
2008/2/29,8322,8450,8293,8341,8251.6,8099.1,7840.4,8084.5,50020,49132,48773,88.28,-2.29,90.56,0.89,0.89,0.75,0.63,46301,-959
2008/3/3,8160,8255,8105,8249,8293.8,8135,7875.95,8084.55,57406,50137,48949,92.6,16.69,75.91,0.82,0.87,0.63,0.59,47533,1232
2008/3/4,8270,8492,8233,8488,8346.2,8192.1,7912.05,8085.55,73763,55737,50923,111.74,35.7,76.04,0.88,0.87,0.75,0.65,50678,3145
2008/3/5,8512,8558,8416,8510,8392.2,8240.9,7965.2,8083.9,68398,59906,53253,131.31,54.82,76.49,0.89,0.88,0.76,0.66,52874,2196
2008/3/6,8520,8689,8516,8683,8454.2,8321.5,8023.05,8085.35,69440,63805,57372,156.65,75.19,81.46,0.93,0.9,0.82,0.7,54389,1515
2008/3/7,8550,8646,8515,8526,8491.2,8371.4,8073.5,8083.82,70833,67968,58550,167.58,93.67,73.91,0.86,0.88,0.64,0.63,53881,-508
2008/3/10,8490,8547,8253,8305,8502.4,8398.1,8115.6,8077.17,73335,71154,60645,158.22,106.58,51.64,0.69,0.82,0.47,0.54,54644,763
2008/3/11,8243,8390,8183,8371,8479,8412.6,8150.8,8071.05,67116,69824,62781,147.19,114.7,32.49,0.61,0.75,0.52,0.56,55299,655
2008/3/12,8597,8610,8405,8467,8470.4,8431.3,8198.9,8067.03,68584,69862,64884,149.51,121.66,27.85,0.61,0.7,0.58,0.59,53502,-1797
2008/3/13,8426,8450,8161,8190,8371.8,8413,8233.85,8060.9,70062,69986,66896,130.52,123.43,7.09,0.46,0.62,0.4,0.49,53678,176
2008/3/14,8260,8297,8083,8109,8288.4,8389.8,8244.45,8052.05,75995,71018,69493,106.32,120.01,-13.69,0.32,0.52,0.36,0.47,49212,-4466
2008/3/17,7962,8055,7852,7979,8223.2,8362.8,8248.9,8043.38,83180,72987,72071,71.53,110.32,-38.79,0.26,0.43,0.3,0.43,39552,-9660
2008/3/18,8028,8068,7914,8053,8159.6,8319.3,8255.7,8042.5,63454,72255,71040,47.9,97.83,-49.93,0.26,0.38,0.37,0.46,24473,-15079
2008/3/19,8250,8280,8122,8172,8100.6,8285.5,8263.2,8044.4,33573,65253,67557,41.97,86.66,-44.69,0.3,0.35,0.47,0.5,14423,-10050
2008/3/20,8063,8360,8050,8336,8129.8,8250.8,8286.15,8054.18,83183,67877,68932,43.54,78.04,-34.49,0.42,0.37,0.58,0.55,41490,27067
2008/3/21,8398,8632,8375,8612,8230.4,8259.4,8315.4,8067.52,77308,68140,69579,67.19,75.87,-8.67,0.6,0.45,0.71,0.62,44431,2941
2008/3/24,8998,9113,8802,8889,8412.4,8317.8,8357.95,8082.1,108242,73152,73070,114.11,83.52,30.6,0.68,0.52,0.78,0.68,54806,10375
2008/3/25,8951,8971,8715,8759,8553.6,8356.6,8384.6,8097.35,87555,77972,75114,139.82,94.78,45.04,0.69,0.58,0.68,0.63,58723,3917
2008/3/26,8771,8837,8685,8723,8663.8,8382.2,8406.75,8109.9,71776,85613,75433,153.67,106.56,47.11,0.69,0.62,0.65,0.62,58898,175
2008/3/27,8685,8710,8520,8558,8708.2,8419,8416,8117,81611,85298,76588,150.35,115.32,35.04,0.65,0.63,0.53,0.56,61686,2788
2008/3/28,8513,8674,8511,8619,8709.6,8470,8429.9,8124.87,67492,83335,75737,147.58,121.77,25.81,0.63,0.63,0.57,0.57,61443,-243
2008/3/31,8579,8605,8451,8520,8635.8,8524.1,8443.45,8130.45,60141,73715,73434,137.21,124.86,12.35,0.57,0.61,0.5,0.54,60949,-494
2008/4/1,8560,8595,8320,8331,8550.2,8551.9,8435.6,8130.52,61686,68541,73257,117.17,123.32,-6.15,0.47,0.56,0.38,0.48,59380,-1569
2008/4/2,8530,8618,8464,8573,8520.2,8592,8438.75,8133.5,65511,67288,76451,113.11,121.28,-8.17,0.42,0.51,0.54,0.55,57466,-1914
2008/4/3,8603,8615,8527,8572,8523,8615.6,8433.2,8134.98,52347,61435,73367,109.8,118.98,-9.18,0.38,0.47,0.54,0.55,56725,-741
2008/4/7,8600,8743,8595,8706,8540.4,8625,8442.2,8142.03,45697,57076,70206,115.21,118.23,-3.02,0.45,0.46,0.62,0.59,56451,-274
2008/4/8,8645,8705,8630,8637,8563.8,8599.8,8458.8,8150.27,43622,53773,63744,115.32,117.65,-2.32,0.51,0.48,0.56,0.56,54741,-1710
2008/4/9,8662,8780,8588,8676,8632.8,8591.5,8474.05,8158.03,72867,56009,62275,116.31,117.38,-1.07,0.6,0.52,0.59,0.57,53791,-950
2008/4/10,8647,8827,8643,8814,8681,8600.6,8491.4,8174.38,69420,56791,62039,123.3,118.56,4.74,0.72,0.59,0.67,0.61,52369,-1422
2008/4/11,8830,8934,8802,8911,8748.8,8635.9,8527.45,8190.93,65578,59437,60436,136.54,122.16,14.38,0.8,0.66,0.72,0.64,49458,-2911
2008/4/14,8828,8910,8802,8871,8781.8,8661.1,8565.55,8203.95,57074,61712,59394,143.29,126.39,16.9,0.83,0.72,0.67,0.62,43868,-5590
2008/4/15,8874,8945,8852,8915,8837.4,8700.6,8612.35,8218,50619,63112,58442,150.39,131.19,19.2,0.87,0.77,0.7,0.63,28317,-15551
2008/4/16,9000,9086,8971,9084,8919,8775.9,8663.9,8236.62,30628,54664,55336,166.17,138.18,27.98,0.91,0.82,0.78,0.68,19701,-8616
2008/4/17,9134,9144,9038,9064,8969,8825,8708.5,8250.3,65275,53835,55313,178.33,146.21,32.12,0.89,0.84,0.75,0.67,50588,30887
2008/4/18,9083,9099,8999,9081,9003,8875.9,8745.75,8259.97,50482,50816,55126,184.83,153.93,30.89,0.89,0.86,0.76,0.67,51518,930
2008/4/21,9168,9174,9044,9084,9045.6,8913.7,8769.35,8275.5,49851,49371,55542,190.33,161.21,29.11,0.88,0.86,0.76,0.67,55329,3811
2008/4/22,9056,9076,8977,9029,9068.4,8952.9,8776.35,8291.3,49134,49074,56093,186.98,166.37,20.61,0.83,0.85,0.65,0.64,56204,875
2008/4/23,9055,9093,8945,8984,9048.4,8983.7,8787.6,8304.15,68333,56615,55639,180.13,169.12,11.01,0.71,0.81,0.57,0.61,58383,2179
2008/4/24,8966,9045,8955,8979,9031.4,9000.2,8800.4,8318.63,50961,53752,53794,171.76,169.65,2.11,0.63,0.75,0.56,0.61,57878,-505
2008/4/25,9052,9068,8950,8986,9012.4,9007.7,8821.8,8342.68,54703,54596,52706,163.88,168.49,-4.61,0.56,0.69,0.57,0.61,59163,1285
2008/4/28,8998,9092,8973,9090,9013.6,9029.6,8845.35,8371.88,54693,55565,52468,160.93,166.98,-6.06,0.59,0.65,0.71,0.65,59695,532
2008/4/29,9090,9100,8872,8925,8992.8,9030.6,8865.6,8395,62798,58298,53686,148.34,163.25,-14.91,0.45,0.58,0.44,0.54,61648,1953
2008/4/30,8910,8986,8895,8933,8982.6,9015.5,8895.7,8414.45,48256,54282,55449,135.29,157.66,-22.37,0.37,0.51,0.45,0.55,60944,-704
2008/5/2,9021,9040,8936,9003,8987.4,9009.4,8917.2,8440.38,45415,53173,53463,128.22,151.77,-23.56,0.39,0.47,0.55,0.58,60086,-858
2008/5/5,9020,9025,8822,8849,8960,8986.2,8931.05,8462.43,56685,53569,54083,112.5,143.92,-31.42,0.29,0.41,0.37,0.49,62553,2467
2008/5/6,8860,8888,8780,8869,8915.8,8964.7,8939.2,8484.97,53807,53392,54479,96.12,134.36,-38.23,0.29,0.37,0.4,0.5,62632,79
2008/5/7,8903,8976,8881,8918,8914.4,8953.6,8953.25,8509.22,54027,51638,54968,87.93,125.07,-37.15,0.34,0.36,0.48,0.53,60483,-2149
2008/5/8,8855,8903,8800,8893,8906.4,8944.5,8964.1,8529.65,52604,52508,53395,76.43,115.34,-38.91,0.34,0.35,0.44,0.51,57882,-2601
2008/5/9,8850,8877,8766,8773,8860.4,8923.9,8962.05,8550.78,57768,54978,54076,60.57,104.39,-43.82,0.23,0.31,0.31,0.45,58193,311
2008/5/12,8776,8868,8756,8860,8862.6,8911.3,8959.5,8573.6,46950,53031,53300,50.55,93.62,-43.07,0.26,0.29,0.45,0.5,56416,-1777
2008/5/13,8862,9044,8851,9030,8894.8,8905.3,8967.45,8592.48,62502,54770,54081,54.31,85.76,-31.45,0.49,0.36,0.63,0.58,54586,-1830
2008/5/14,9030,9088,9002,9059,8923,8918.7,8974.65,8611.97,53185,54602,53120,61.67,80.94,-19.27,0.63,0.45,0.65,0.6,54137,-449
2008/5/15,9088,9209,9088,9182,8980.8,8943.6,8979.55,8633.05,53467,54774,53641,75.78,79.91,-4.13,0.73,0.54,0.73,0.65,54492,355
2008/5/16,9220,9286,9191,9246,9075.4,8967.9,8988.65,8653.45,54949,54211,54594,92.11,82.35,9.76,0.8,0.63,0.77,0.67,51706,-2786
2008/5/19,9269,9379,9243,9373,9178,9020.3,9003.25,8678.38,44485,53718,53374,111.81,88.24,23.57,0.86,0.71,0.82,0.71,44130,-7576
2008/5/20,9356,9388,9059,9073,9186.6,9040.7,9002.7,8695.82,77082,56634,55702,110.52,92.7,17.82,0.74,0.72,0.49,0.54,27149,-16981
2008/5/21,9035,9089,8959,8999,9174.6,9048.8,9001.2,8711.83,30284,52053,53328,97.33,93.62,3.71,0.62,0.69,0.44,0.51,18362,-8787
2008/5/22,8875,9019,8865,9015,9141.2,9061,9002.75,8724.98,56768,52714,53744,83.26,91.55,-8.29,0.55,0.64,0.46,0.51,56187,37825
2008/5/23,9000,9027,8778,8784,9048.8,9062.1,8993,8733.38,70595,55843,55027,60.5,85.34,-24.84,0.37,0.55,0.31,0.42,58310,2123
2008/5/26,8736,8790,8689,8696,8913.4,9045.7,8978.5,8738.77,55917,58129,55923,31.97,74.67,-42.7,0.25,0.45,0.27,0.39,58159,-151
2008/5/27,8701,8785,8700,8772,8853.2,9019.9,8962.6,8745.95,44009,51515,54074,12.4,62.21,-49.81,0.21,0.37,0.36,0.43,58641,482
2008/5/28,8790,8795,8625,8644,8782.2,8978.4,8948.55,8752.53,65689,58596,55325,-9.47,47.88,-57.35,0.15,0.3,0.29,0.38,59245,604
2008/5/29,8729,8771,8650,8717,8722.6,8931.9,8937.75,8756.35,56717,58585,55650,-23.57,33.59,-57.16,0.14,0.24,0.37,0.42,57913,-1332
2008/5/30,8765,8780,8536,8649,8695.6,8872.2,8920.05,8758.67,75934,59653,57748,-39.16,19.04,-58.19,0.14,0.21,0.33,0.4,60931,3018
2008/6/2,8635,8709,8603,8701,8696.6,8805,8912.65,8758.97,49485,58367,58248,-48.93,5.44,-54.37,0.19,0.2,0.39,0.42,61013,82
2008/6/3,8644,8657,8510,8538,8649.8,8751.5,8896.1,8759.17,55795,60724,56119,-65.42,-8.73,-56.69,0.14,0.18,0.29,0.37,62063,1050
2008/6/4,8540,8619,8526,8592,8639.4,8710.8,8879.8,8763.95,44302,56447,57521,-75.87,-22.16,-53.72,0.15,0.17,0.36,0.4,62687,624
2008/6/5,8571,8765,8472,8723,8640.6,8681.6,8871.3,8769.82,78503,60804,59695,-76.14,-32.95,-43.19,0.36,0.23,0.5,0.46,58294,-4393
2008/6/6,8788,8798,8712,8753,8661.4,8678.5,8870.3,8774.58,49130,55443,57548,-68.85,-40.13,-28.71,0.53,0.33,0.52,0.48,58410,116
2008/6/9,8520,8555,8492,8528,8626.8,8661.7,8853.7,8780.22,44676,54481,56424,-80.55,-48.22,-32.34,0.41,0.36,0.35,0.39,57243,-1167
2008/6/10,8529,8565,8321,8339,8587,8618.4,8819.15,8784.05,75201,58362,59543,-99.55,-58.48,-41.07,0.28,0.33,0.26,0.34,55800,-1443
2008/6/11,8365,8404,8291,8317,8532,8585.7,8782.05,8789.68,58739,61250,58848,-117.99,-70.39,-47.61,0.21,0.29,0.25,0.33,55159,-641
2008/6/12,8199,8204,7999,8038,8395,8517.8,8724.85,8789.43,75451,60639,60722,-152.04,-86.72,-65.32,0.15,0.25,0.17,0.27,52351,-2808
2008/6/13,8068,8140,8002,8042,8252.8,8457.1,8664.65,8787.27,62762,63366,59404,-178.03,-104.98,-73.05,0.12,0.2,0.17,0.27,49121,-3230
2008/6/16,8121,8191,8100,8133,8173.8,8400.3,8602.65,8783.88,50645,64560,59520,-189.77,-121.94,-67.83,0.14,0.18,0.28,0.32,43041,-6080
2008/6/17,8133,8177,8017,8146,8135.2,8361.1,8556.3,8776.12,62708,62061,60212,-198.22,-137.19,-61.03,0.15,0.17,0.3,0.33,32861,-10180
2008/6/18,8140,8259,8122,8216,8115,8323.5,8517.15,8764.9,33913,57096,59173,-196.06,-148.97,-47.09,0.19,0.18,0.39,0.37,24477,-8384
2008/6/19,7980,7980,7886,7889,8085.2,8240.1,8460.85,8750.4,53288,52663,56651,-215.45,-162.26,-53.18,0.13,0.16,0.23,0.28,47253,22776
2008/6/20,7910,7937,7723,7777,8032.2,8142.5,8410.5,8734.63,70541,54219,58792,-236.75,-177.16,-59.59,0.11,0.14,0.19,0.26,48914,1661
2008/6/23,7660,7805,7630,7753,7956.2,8065,8363.35,8721.22,63149,56720,60640,-256.2,-192.97,-63.23,0.12,0.14,0.19,0.25,49492,578
2008/6/24,7715,7782,7645,7688,7864.6,7999.9,8309.15,8705.7,64046,56987,59524,-271.26,-208.63,-62.63,0.11,0.13,0.17,0.24,51536,2044
2008/6/25,7671,7759,7605,7749,7771.2,7943.1,8264.4,8692.85,69317,64068,60582,-278.8,-222.66,-56.13,0.15,0.14,0.26,0.28,53881,2345
2008/6/26,7753,7798,7690,7695,7732.4,7908.8,8213.3,8682.25,60885,65588,59125,-281.2,-234.37,-46.83,0.15,0.14,0.23,0.27,52474,-1407
2008/6/27,7381,7460,7341,7416,7660.2,7846.2,8151.65,8662.97,67430,64965,59592,-304.71,-248.44,-56.28,0.12,0.13,0.14,0.21,51244,-1230
2008/6/30,7470,7490,7382,7417,7593,7774.6,8087.45,8643.72,51350,62606,59663,-318.2,-262.39,-55.81,0.11,0.13,0.14,0.21,51870,626
2008/7/1,7410,7477,7291,7296,7514.6,7689.6,8025.35,8620.22,62859,62368,59678,-332.05,-276.32,-55.73,0.08,0.11,0.11,0.19,56057,4187
2008/7/2,7308,7394,7245,7247,7414.2,7592.7,7958.1,8597.05,74191,63343,63706,-343.64,-289.79,-53.85,0.05,0.09,0.1,0.18,54562,-1495
2008/7/3,7140,7377,7055,7296,7334.4,7533.4,7886.75,8574.05,88259,68818,67203,-350.98,-302.02,-48.95,0.14,0.11,0.19,0.22,53427,-1135
2008/7/4,7282,7323,7099,7103,7271.8,7466,7804.25,8545.53,68335,68999,66982,-360.62,-313.74,-46.88,0.12,0.11,0.13,0.18,51918,-1509
2008/7/7,7096,7279,7075,7258,7240,7416.5,7740.75,8517.98,62177,71164,66885,-359.24,-322.84,-36.4,0.17,0.13,0.33,0.28,51860,-58
2008/7/8,7199,7200,6892,6985,7177.8,7346.2,7673.05,8486.55,86073,75807,69088,-370.19,-332.31,-37.87,0.15,0.14,0.22,0.23,51471,-389
2008/7/9,7095,7185,6950,7016,7131.6,7272.9,7608,8454.9,95503,80069,71706,-372.44,-340.34,-32.11,0.17,0.15,0.26,0.25,50860,-611
2008/7/10,6958,7116,6893,7007,7073.8,7204.1,7556.45,8420.28,94064,81230,75024,-372.84,-346.84,-26,0.18,0.16,0.25,0.24,49626,-1234
2008/7/11,6973,7206,6963,7177,7088.6,7180.2,7513.2,8388.83,97903,87144,78071,-358.93,-349.26,-9.67,0.28,0.2,0.44,0.34,47291,-2335
2008/7/14,7200,7238,7088,7149,7066.8,7153.4,7464,8356.63,74123,89533,80349,-341.93,-347.79,5.86,0.36,0.25,0.42,0.33,41285,-6006
2008/7/15,7050,7065,6744,6790,7027.8,7102.8,7396.2,8318.4,89664,90251,83029,-349.34,-348.1,-1.24,0.26,0.25,0.24,0.25,35233,-6052
2008/7/16,6820,6866,6677,6679,6960.4,7046,7319.35,8279.23,59005,82952,81511,-360.9,-350.66,-10.24,0.18,0.23,0.21,0.24,31479,-3754
2008/7/17,6700,6848,6689,6798,6918.6,6996.2,7264.8,8242.8,74675,79074,80152,-361.22,-352.77,-8.44,0.18,0.21,0.33,0.3,49500,18021
2008/7/18,6860,6888,6599,6685,6820.2,6954.4,7210.2,8204.57,87374,76968,82056,-362.85,-354.79,-8.06,0.17,0.2,0.28,0.27,49866,366
2008/7/21,6845,7020,6840,7001,6790.6,6928.7,7172.6,8171.48,71688,76481,83007,-339.96,-351.82,11.87,0.32,0.24,0.51,0.41,50578,712
2008/7/22,6943,7010,6886,6964,6825.4,6926.6,7136.4,8136.05,75340,73616,81934,-318.9,-345.24,26.34,0.4,0.29,0.49,0.4,50143,-435
2008/7/23,7100,7250,7075,7184,6926.4,6943.4,7108.15,8107.03,80107,77837,80394,-281.44,-332.48,51.04,0.57,0.39,0.61,0.48,49729,-414
2008/7/24,7262,7306,7208,7301,7027,6972.8,7088.45,8079.83,64280,75758,77416,-240.45,-314.07,73.63,0.71,0.49,0.66,0.52,48458,-1271
2008/7/25,7188,7190,7082,7167,7123.4,6971.8,7076,8049.23,62125,70708,73838,-215.76,-294.41,78.65,0.74,0.58,0.56,0.48,48362,-96
2008/7/29,6950,6980,6866,6916,7106.4,6948.5,7050.95,8017.02,57587,67888,72185,-212.47,-278.02,65.55,0.64,0.6,0.42,0.41,48016,-346
2008/7/30,7070,7085,6966,7026,7118.8,6972.1,7037.45,7986.3,66830,66186,69901,-198.99,-262.22,63.22,0.63,0.61,0.49,0.45,46952,-1064
2008/7/31,7098,7147,6890,7002,7082.4,7004.4,7025.2,7954.37,84650,67094,72466,-187.4,-247.25,59.85,0.61,0.61,0.47,0.44,49391,2439
2008/8/1,6901,6969,6851,6915,7005.2,7016.1,7006.15,7921.4,66371,67513,71635,-183.98,-234.6,50.62,0.46,0.56,0.42,0.41,49486,95
2008/8/4,6852,6964,6850,6934,6958.6,7041,6997.7,7890.75,53142,65716,68212,-178.57,-223.39,44.82,0.37,0.5,0.43,0.42,49283,-203
2008/8/5,6973,6993,6756,6778,6931,7018.7,6973.7,7856.05,81580,70515,69201,-179.81,-214.68,34.86,0.26,0.42,0.34,0.38,52984,3701
2008/8/6,6970,7030,6910,7016,6929,7023.9,6975.25,7822.48,63636,69876,68031,-165.44,-204.83,39.39,0.33,0.39,0.53,0.47,50751,-2233
2008/8/7,7002,7055,6960,7005,6929.6,7006,6974.7,7788.25,64790,65904,66499,-151.23,-194.11,42.88,0.41,0.4,0.52,0.47,50619,-132
2008/8/8,6941,7234,6936,7188,6984.2,6994.7,6983.75,7755.02,87490,70128,68820,-127.98,-180.88,52.9,0.58,0.46,0.64,0.53,47659,-2960
2008/8/11,7268,7339,7250,7290,7055.4,7007,6989.4,7722.42,59555,71410,68563,-95.89,-163.88,68,0.69,0.53,0.69,0.56,45189,-2470
2008/8/12,7288,7333,7255,7269,7153.6,7042.3,6995.4,7687.35,56263,66347,68431,-70.51,-145.21,74.7,0.75,0.61,0.66,0.55,44502,-687
2008/8/13,7258,7308,7190,7296,7209.6,7069.3,7020.7,7657.73,73840,68388,69132,-50.54,-126.28,75.74,0.81,0.67,0.68,0.56,45571,1069
2008/8/14,7280,7364,7230,7356,7279.8,7104.7,7054.55,7630.35,64327,68295,67099,-30.01,-107.02,77.01,0.87,0.74,0.72,0.58,45503,-68
2008/8/15,7362,7382,7155,7218,7285.8,7135,7075.55,7600.4,73450,65487,67807,-20.22,-89.66,69.44,0.83,0.77,0.54,0.52,41895,-3608
2008/8/18,7180,7222,6956,6980,7223.8,7139.6,7090.3,7570.33,76947,68965,70188,-28.98,-77.53,48.55,0.6,0.71,0.36,0.43,33000,-8895
2008/8/19,6856,6978,6813,6940,7158,7155.8,7087.25,7541.07,70745,71862,69104,-44.82,-70.98,26.16,0.47,0.63,0.34,0.42,22100,-10900
2008/8/20,6904,7052,6873,7037,7106.2,7157.9,7090.9,7512.15,44015,65897,67142,-50.18,-66.82,16.64,0.45,0.57,0.44,0.46,12760,-9340
2008/8/21,6938,6958,6855,6875,7010,7144.9,7075.45,7482.67,62072,65446,66870,-62.5,-65.96,3.46,0.33,0.49,0.34,0.41,46600,33840
2008/8/22,6845,6975,6766,6860,6938.4,7112.1,7053.4,7451.72,85586,67873,66680,-73.48,-67.46,-6.02,0.27,0.42,0.33,0.4,48003,1403
2008/8/25,6956,7037,6896,6989,6940.2,7082,7044.5,7424.05,58897,64263,66614,-72.27,-68.42,-3.84,0.3,0.38,0.47,0.46,47408,-595
2008/8/26,6909,6962,6885,6944,6941,7049.5,7045.9,7394.77,47757,59665,65764,-74,-69.54,-4.46,0.3,0.35,0.43,0.45,47346,-62
2008/8/27,6929,7120,6897,7080,6949.6,7027.9,7048.6,7370.47,65941,64051,64974,-65.71,-68.77,3.07,0.37,0.36,0.56,0.51,46171,-1175
2008/8/28,7080,7138,7034,7042,6983,6996.5,7050.6,7344.63,55649,62766,64106,-56.88,-66.4,9.51,0.45,0.39,0.52,0.49,47003,832
2008/8/29,7100,7138,7011,7053,7021.6,6980,7057.5,7316.8,59224,57494,62683,-49.34,-62.98,13.64,0.56,0.44,0.53,0.5,47166,163
2008/9/1,6980,6986,6740,6759,6975.6,6957.9,7048.75,7283.57,70388,59792,62027,-63.03,-62.99,-0.04,0.39,0.42,0.3,0.38,51921,4755
2008/9/2,6790,6797,6652,6695,6925.8,6933.4,7044.6,7253.02,74737,65188,62427,-81.12,-66.62,-14.5,0.29,0.38,0.27,0.37,54885,2964
2008/9/3,6714,6756,6560,6586,6827,6888.3,7023.1,7223.8,80450,68090,66070,-101.36,-73.57,-27.79,0.21,0.32,0.22,0.33,54944,59
2008/9/4,6561,6630,6345,6398,6698.2,6840.6,6992.75,7191.82,85011,73962,68364,-130.37,-84.93,-45.44,0.16,0.27,0.17,0.29,54883,-61
2008/9/5,6235,6330,6203,6241,6535.8,6778.7,6945.4,7161.87,69239,75965,66729,-166.68,-101.28,-65.4,0.12,0.22,0.13,0.26,56074,1191
2008/9/8,6487,6677,6481,6677,6519.4,6747.5,6914.75,7139.12,59242,73736,66764,-163.38,-113.7,-49.68,0.25,0.23,0.49,0.44,55532,-542
2008/9/9,6594,6618,6390,6455,6471.4,6698.6,6874.05,7111.15,74030,73594,69391,-170.78,-125.11,-45.66,0.26,0.24,0.39,0.39,53460,-2072
2008/9/10,6351,6516,6345,6452,6444.6,6635.8,6831.85,7082.92,85572,74619,71354,-177.68,-135.63,-42.05,0.26,0.24,0.39,0.39,55153,1693
2008/9/11,6437,6438,6203,6234,6411.8,6555,6775.75,7049.88,82808,74178,74070,-194.14,-147.33,-46.81,0.19,0.23,0.3,0.34,53993,-1160
2008/9/12,6354,6369,6153,6290,6421.6,6478.7,6729.35,7023.23,86372,77605,76785,-204.97,-158.86,-46.11,0.2,0.22,0.35,0.36,50099,-3894
2008/9/15,6130,6190,5863,5969,6280,6399.7,6678.8,6993.1,79849,81726,77731,-233.27,-173.74,-59.53,0.17,0.2,0.24,0.3,42033,-8066
2008/9/16,5849,5858,5679,5687,6126.4,6298.9,6616.15,6958.67,87342,84389,78992,-274.33,-193.86,-80.47,0.12,0.17,0.18,0.26,37028,-5005
2008/9/17,5916,5999,5719,5766,5989.2,6216.9,6552.6,6926.63,65906,80455,77537,-296.61,-214.41,-82.2,0.11,0.15,0.24,0.29,25766,-11262
2008/9/18,5551,5590,5416,5522,5846.8,6129.3,6484.95,6889.52,104742,84842,79510,-334.61,-238.45,-96.16,0.1,0.13,0.19,0.25,49015,23249
2008/9/19,5806,5908,5785,5908,5770.4,6096,6437.35,6859.73,42325,76033,76819,-331.48,-257.06,-74.42,0.2,0.16,0.43,0.38,50685,1670
2008/9/22,6120,6122,5956,6086,5793.8,6036.9,6392.2,6837.57,79567,75976,78851,-310.47,-267.74,-42.73,0.34,0.22,0.51,0.43,51499,814
2008/9/23,6030,6150,5995,6135,5883.4,6004.9,6351.75,6816.2,72428,72994,78691,-287.18,-271.63,-15.55,0.46,0.3,0.53,0.45,50358,-1141
2008/9/24,6117,6195,6075,6154,5961,5975.1,6305.45,6797.17,78510,75514,77985,-262.41,-269.78,7.37,0.56,0.39,0.54,0.45,51071,713
2008/9/25,6000,6159,5961,6057,6068,5957.4,6256.2,6777.33,77756,70117,77480,-246.87,-265.2,18.33,0.65,0.47,0.48,0.43,49077,-1994
