Date,Open,High,Low,Close,EMA5,EMA10,RSV9,DIF7-12,MACD5,OSC,K,D,RSI6,RSI12,Openposition,ChangeOpenposition
2007/8/21,8420,8515,8312,8365,8373.51,8532.68,0.4,-147.23,-138.05,-9.17,0.33,0.32,0.42,0.41,39152,466
2007/8/22,8366,8450,8347,8437,8394.68,8515.28,0.5,-127.6,-134.57,6.97,0.38,0.34,0.45,0.43,38521,-631
2007/8/23,8700,8730,8635,8687,8492.12,8546.5,0.69,-84.56,-117.9,33.34,0.49,0.39,0.55,0.49,36610,-1911
2007/8/24,8660,8661,8582,8600,8528.08,8556.23,0.62,-61.11,-98.97,37.86,0.53,0.44,0.51,0.47,35901,-709
2007/8/27,8750,8778,8620,8637,8564.39,8570.91,0.85,-38.37,-78.77,40.4,0.64,0.5,0.53,0.48,36975,1074
2007/8/28,8643,8710,8595,8680,8602.92,8590.75,0.9,-22.63,-60.06,37.42,0.73,0.58,0.55,0.49,38407,1432
2007/8/29,8470,8568,8437,8549,8584.95,8583.16,0.76,-25.29,-48.47,23.18,0.74,0.63,0.47,0.46,39865,1458
2007/8/30,8697,8762,8668,8700,8623.3,8604.4,0.86,-8.52,-35.15,26.63,0.78,0.68,0.56,0.5,38617,-1248
2007/8/31,8760,8982,8728,8976,8740.87,8671.96,0.99,22.45,-15.95,38.4,0.85,0.74,0.68,0.57,39799,1182
2007/9/3,8976,8998,8921,8956,8812.58,8723.61,0.94,45.3,4.46,40.83,0.88,0.78,0.66,0.56,41270,1471
2007/9/4,8962,9008,8866,8890,8838.39,8753.86,0.79,53.8,20.91,32.89,0.85,0.81,0.61,0.54,39772,-1498
2007/9/5,9000,9005,8808,8821,8832.59,8766.07,0.67,52.35,31.39,20.96,0.79,0.8,0.55,0.52,41387,1615
2007/9/6,8792,9017,8752,9017,8894.06,8811.69,1,57.77,40.18,17.59,0.86,0.82,0.66,0.57,42450,1063
2007/9/7,9000,9055,8943,8982,8923.37,8842.66,0.88,62.82,47.73,15.09,0.87,0.84,0.63,0.56,42813,363
2007/9/10,8750,8935,8731,8890,8912.25,8851.26,0.73,51.2,48.89,2.31,0.82,0.83,0.54,0.53,41780,-1033
2007/9/11,8869,9005,8860,9002,8942.17,8878.67,0.86,52.03,49.93,2.09,0.84,0.83,0.62,0.56,43359,1579
2007/9/12,9012,9062,8936,8936,8940.11,8889.09,0.62,50.57,50.15,0.43,0.77,0.81,0.55,0.54,42485,-874
2007/9/13,8998,9013,8880,8921,8933.74,8894.9,0.57,44.46,48.25,-3.79,0.7,0.77,0.54,0.53,42236,-249
2007/9/14,8991,9064,8950,9030,8965.83,8919.46,0.9,47.02,47.84,-0.82,0.77,0.77,0.63,0.57,40784,-1452
2007/9/17,9043,9053,8824,8888,8939.88,8913.74,0.47,36.72,44.13,-7.42,0.67,0.74,0.48,0.51,37018,-3766
2007/9/19,9110,9147,8893,8923,8934.26,8915.42,0.46,34.37,40.88,-6.51,0.6,0.69,0.52,0.52,22509,-14509
2007/9/20,9022,9139,8965,9016,8961.5,8933.71,0.69,37.56,39.77,-2.21,0.63,0.67,0.6,0.56,28854,6345
2007/9/21,9021,9137,9010,9132,9018.34,8969.76,0.96,44.76,41.43,3.32,0.74,0.69,0.68,0.59,30127,1273
2007/9/26,9181,9300,9171,9275,9103.89,9025.26,0.95,62.26,48.38,13.89,0.81,0.73,0.75,0.64,31963,1836
2007/9/27,9338,9427,9301,9410,9205.93,9095.21,0.97,83.65,60.13,23.51,0.86,0.78,0.81,0.67,32665,702
2007/9/28,9420,9472,9372,9380,9263.95,9146.99,0.86,95.35,71.87,23.48,0.86,0.8,0.76,0.66,34014,1349
2007/9/29,9420,9492,9401,9492,9339.97,9209.72,1,105.67,83.14,22.53,0.91,0.84,0.81,0.69,33603,-411
2007/10/1,9527,9551,9473,9501,9393.65,9262.68,0.93,111.74,92.67,19.06,0.92,0.86,0.81,0.69,33656,53
2007/10/2,9621,9684,9580,9669,9485.43,9336.56,0.98,125.13,103.49,21.64,0.94,0.89,0.87,0.73,32742,-914
2007/10/3,9661,9835,9647,9771,9580.62,9415.55,0.93,138.97,115.32,23.65,0.93,0.9,0.89,0.75,32780,38
2007/10/4,9712,9717,9634,9678,9613.08,9463.27,0.81,134.78,121.81,12.98,0.89,0.9,0.75,0.7,36000,3220
2007/10/5,9651,9708,9588,9617,9614.39,9491.22,0.67,122.69,122.1,0.59,0.82,0.87,0.66,0.66,36858,858
2007/10/8,9702,9775,9701,9740,9656.26,9536.45,0.82,120.53,121.58,-1.04,0.82,0.86,0.74,0.69,35782,-1076
2007/10/9,9755,9768,9591,9653,9655.17,9557.64,0.61,107.54,116.9,-9.36,0.75,0.82,0.62,0.65,35028,-754
2007/10/11,9682,9750,9663,9747,9685.78,9592.07,0.8,100.97,111.59,-10.62,0.77,0.8,0.69,0.67,33392,-1636
2007/10/12,9688,9728,9447,9452,9607.85,9566.6,0.01,73.01,98.73,-25.72,0.51,0.71,0.42,0.53,30225,-3167
2007/10/15,9548,9550,9408,9503,9572.9,9555.04,0.22,49.7,82.39,-32.69,0.42,0.61,0.47,0.55,27400,-2825
2007/10/16,9436,9631,9420,9562,9569.27,9556.3,0.36,38.07,67.61,-29.55,0.4,0.54,0.51,0.57,20505,-6895
2007/10/17,9505,9625,9471,9555,9564.51,9556.07,0.4,29.96,55.06,-25.1,0.4,0.49,0.51,0.57,14448,-6057
2007/10/18,9600,9696,9600,9677,9602.01,9578.06,0.73,34.34,48.16,-13.81,0.51,0.5,0.61,0.61,33498,19050
2007/10/19,9620,9675,9605,9608,9604.01,9583.5,0.55,32.1,42.8,-10.71,0.52,0.51,0.54,0.57,33240,-258
2007/10/22,9358,9368,9234,9324,9510.67,9536.32,0.17,-0.51,28.36,-28.88,0.4,0.47,0.33,0.46,33989,749
2007/10/23,9389,9542,9371,9511,9510.78,9531.71,0.54,-4.72,17.34,-22.06,0.45,0.46,0.49,0.53,33920,-69
2007/10/24,9580,9654,9412,9457,9492.85,9518.13,0.45,-6.13,9.51,-15.64,0.45,0.46,0.45,0.51,35158,1238
2007/10/25,9568,9600,9496,9594,9526.57,9531.92,0.78,0.52,6.52,-6,0.56,0.49,0.55,0.55,34011,-1147
2007/10/26,9644,9685,9602,9675,9576.05,9557.94,0.95,13.21,8.75,4.46,0.69,0.56,0.6,0.58,33211,-800
2007/10/29,9780,9864,9755,9862,9671.36,9613.22,1,37.72,18.4,19.32,0.79,0.64,0.7,0.64,34101,890
2007/10/30,9835,9853,9766,9787,9709.91,9644.82,0.88,48.22,28.34,19.88,0.82,0.7,0.63,0.6,35350,1249
2007/10/31,9789,9814,9714,9777,9732.27,9668.85,0.86,50.36,35.68,14.68,0.83,0.74,0.62,0.6,36614,1264
2007/11/1,9815,9835,9562,9657,9707.18,9666.7,0.67,40.86,37.41,3.45,0.78,0.76,0.5,0.54,38018,1404
2007/11/2,9457,9490,9203,9230,9548.12,9587.3,0.04,-4.19,23.54,-27.73,0.53,0.68,0.27,0.4,39775,1757
2007/11/5,9210,9320,9090,9275,9457.08,9530.52,0.24,-37.25,3.28,-40.53,0.44,0.6,0.31,0.42,40300,525
2007/11/6,9320,9353,9256,9304,9406.05,9489.33,0.28,-50.63,-14.69,-35.94,0.38,0.53,0.34,0.43,41232,932
2007/11/7,9363,9403,9265,9270,9360.7,9449.45,0.23,-57.39,-28.92,-28.46,0.33,0.46,0.32,0.42,41447,215
2007/11/8,9063,9090,8820,8917,9212.8,9352.64,0.09,-94.66,-50.83,-43.82,0.25,0.39,0.19,0.32,42521,1074
2007/11/9,8971,9024,8856,8966,9130.53,9282.34,0.14,-113.04,-71.57,-41.47,0.22,0.33,0.24,0.35,41929,-592
2007/11/12,8715,8740,8573,8679,8980.02,9172.65,0.08,-147.78,-96.97,-50.81,0.17,0.28,0.17,0.29,43221,1292
2007/11/13,8675,8764,8560,8747,8902.35,9095.26,0.15,-160.61,-118.19,-42.43,0.16,0.24,0.24,0.32,42949,-272
2007/11/14,8960,8980,8910,8942,8915.57,9067.39,0.41,-139.6,-125.32,-14.27,0.25,0.24,0.4,0.4,39338,-3611
2007/11/15,8922,8937,8863,8867,8899.38,9030.96,0.36,-126.66,-125.77,-0.89,0.29,0.26,0.36,0.38,39307,-31
2007/11/16,8663,8779,8623,8758,8852.25,8981.33,0.23,-128.39,-126.64,-1.75,0.27,0.26,0.31,0.35,37184,-2123
2007/11/19,8780,8825,8616,8621,8775.17,8915.81,0.07,-130.19,-127.83,-2.37,0.2,0.24,0.26,0.32,36001,-1183
2007/11/20,8420,8721,8342,8717,8755.78,8879.67,0.5,-130.8,-128.82,-1.99,0.3,0.26,0.35,0.36,28247,-7754
2007/11/21,8647,8692,8424,8436,8649.19,8799,0.14,-138.4,-132.01,-6.38,0.25,0.26,0.25,0.3,27829,-418
2007/11/22,8488,8592,8321,8468,8588.79,8738.82,0.22,-141.23,-135.09,-6.15,0.24,0.25,0.28,0.32,36264,8435
2007/11/23,8498,8517,8315,8322,8499.86,8663.03,0.01,-146.57,-138.91,-7.65,0.16,0.22,0.23,0.29,38009,1745
2007/11/26,8430,8560,8410,8530,8509.91,8638.84,0.32,-131,-136.27,5.28,0.22,0.22,0.41,0.38,36927,-1082
2007/11/27,8303,8492,8188,8395,8471.6,8594.51,0.28,-129.54,-134.03,4.49,0.24,0.23,0.35,0.35,39113,2186
2007/11/28,8442,8445,8240,8246,8396.4,8531.14,0.09,-130.68,-132.91,2.24,0.19,0.21,0.29,0.32,39144,31
2007/11/29,8476,8485,8385,8428,8406.94,8512.39,0.38,-113.17,-126.33,13.16,0.25,0.23,0.43,0.39,37143,-2001
2007/11/30,8499,8623,8493,8609,8474.29,8529.96,0.79,-83.1,-111.92,28.82,0.43,0.29,0.54,0.45,37705,562
2007/12/3,8608,8637,8553,8596,8514.86,8541.96,0.81,-59.66,-94.5,34.84,0.56,0.38,0.53,0.45,37625,-80
2007/12/4,8580,8649,8531,8618,8549.24,8555.79,0.93,-41.68,-76.89,35.22,0.68,0.48,0.55,0.46,38746,1121
2007/12/5,8600,8713,8558,8704,8600.83,8582.74,0.98,-22.34,-58.71,36.37,0.78,0.58,0.6,0.49,38825,79
2007/12/6,8789,8808,8670,8738,8646.55,8610.97,0.89,-2.6,-40,37.41,0.82,0.66,0.63,0.5,37762,-1063
2007/12/7,8778,8820,8697,8708,8667.03,8628.61,0.82,9.53,-23.49,33.02,0.82,0.71,0.59,0.49,37445,-317
2007/12/10,8695,8727,8548,8558,8630.69,8615.77,0.55,3.83,-14.39,18.21,0.73,0.72,0.44,0.43,38028,583
2007/12/11,8609,8660,8568,8640,8633.79,8620.18,0.59,2.87,-8.63,11.51,0.68,0.71,0.52,0.47,37286,-742
2007/12/12,8480,8550,8432,8499,8588.86,8598.14,0.17,-10.53,-9.27,-1.27,0.51,0.64,0.4,0.42,38136,850
2007/12/13,8450,8505,8103,8106,8427.91,8508.66,0,-46.52,-21.69,-24.84,0.34,0.54,0.23,0.32,38806,670
2007/12/14,8150,8172,7860,8058,8304.61,8426.72,0.21,-83.73,-42.37,-41.36,0.3,0.46,0.21,0.31,36408,-2398
2007/12/17,8017,8079,7746,7749,8119.4,8303.5,0,-123.95,-69.56,-54.39,0.2,0.37,0.15,0.25,31242,-5166
2007/12/18,7680,7935,7677,7812,8016.94,8214.14,0.12,-146.8,-95.3,-51.49,0.17,0.31,0.21,0.28,23934,-7308
2007/12/19,7848,8027,7809,8014,8015.96,8177.75,0.29,-140.55,-110.39,-30.17,0.21,0.28,0.38,0.37,16324,-7610
2007/12/20,7997,8024,7790,7844,7958.64,8117.07,0.16,-139.89,-120.22,-19.67,0.2,0.25,0.31,0.33,37002,20678
2007/12/21,7813,8030,7806,7970,7962.43,8090.33,0.3,-127.5,-122.65,-4.85,0.23,0.24,0.41,0.38,36940,-62
2007/12/24,8105,8137,8065,8132,8018.95,8097.9,0.52,-98.15,-114.48,16.33,0.33,0.27,0.51,0.44,35924,-1016
2007/12/25,8159,8168,8105,8147,8061.63,8106.83,0.57,-73.32,-100.76,27.44,0.41,0.32,0.52,0.44,36053,129
2007/12/26,8120,8194,8050,8185,8102.76,8121.04,0.98,-53.61,-85.04,31.43,0.6,0.41,0.55,0.46,36783,730
2007/12/27,8160,8355,8147,8327,8177.5,8158.49,0.96,-26.01,-65.37,39.35,0.72,0.51,0.64,0.51,36522,-261
2007/12/28,8279,8437,8235,8394,8249.67,8201.31,0.94,-0.19,-43.64,43.45,0.79,0.61,0.67,0.53,36303,-219
2007/12/31,8400,8503,8382,8483,8327.45,8252.53,0.97,25.6,-20.56,46.16,0.85,0.69,0.72,0.56,36732,429
2008/1/2,8450,8506,8271,8283,8312.63,8258.07,0.69,28.78,-4.11,32.89,0.8,0.73,0.52,0.49,38463,1731
2008/1/3,8200,8229,8083,8143,8256.09,8237.15,0.48,11.77,1.18,10.59,0.69,0.71,0.43,0.44,40837,2374
2008/1/4,8100,8245,8030,8210,8240.72,8232.21,0.38,2.86,1.74,1.12,0.59,0.67,0.48,0.47,41964,1127
2008/1/7,7951,7999,7800,7833,8104.82,8159.63,0.05,-32.47,-9.66,-22.81,0.41,0.58,0.29,0.36,48970,7006
2008/1/8,7840,7964,7815,7918,8042.54,8115.69,0.17,-50.04,-23.12,-26.92,0.33,0.5,0.36,0.4,50074,1104
2008/1/9,7751,8104,7735,8090,8058.36,8111.02,0.46,-49.55,-31.93,-17.62,0.37,0.46,0.48,0.46,46263,-3811
2008/1/10,8090,8155,8051,8072,8062.91,8103.93,0.44,-39.38,-34.41,-4.97,0.39,0.44,0.47,0.45,41899,-4364
2008/1/11,8121,8158,7964,7967,8030.94,8079.03,0.3,-38.48,-35.77,-2.71,0.36,0.41,0.4,0.42,39165,-2734
2008/1/14,8104,8257,8044,8243,8101.63,8108.84,0.66,-18.85,-30.13,11.28,0.46,0.43,0.59,0.52,0,-39165
2008/1/15,8263,8636,8263,8501,8234.75,8180.15,0.85,21.11,-13.05,34.16,0.59,0.48,0.69,0.59,23955,23955
2008/1/16,8250,8409,8125,8152,8207.17,8175.03,0.46,20.1,-2,22.1,0.55,0.5,0.49,0.48,14175,-9780
2008/1/17,8250,8283,7952,8081,8165.11,8157.93,0.38,8.09,1.36,6.72,0.49,0.5,0.46,0.47,47911,33736
2008/1/18,7901,8237,7854,8213,8181.07,8167.94,0.53,3.04,1.92,1.12,0.51,0.5,0.53,0.5,46543,-1368
2008/1/21,8113,8204,8070,8110,8157.38,8157.41,0.42,-0.84,1,-1.84,0.48,0.49,0.47,0.47,46698,155
2008/1/22,7693,7700,7543,7543,7952.59,8045.7,0,-55.31,-17.77,-37.54,0.32,0.43,0.27,0.35,49101,2403
2008/1/23,7728,7750,7321,7338,7747.73,7917.03,0.01,-101.74,-45.76,-55.98,0.22,0.36,0.23,0.32,49711,610
2008/1/24,7600,7647,7388,7538,7677.82,7848.11,0.17,-118.54,-70.02,-48.52,0.2,0.31,0.35,0.38,45715,-3996
2008/1/25,7650,7777,7630,7766,7707.21,7833.18,0.34,-104.74,-81.59,-23.15,0.25,0.29,0.46,0.44,42358,-3357
2008/1/28,7686,7710,7405,7447,7620.47,7762.97,0.12,-114.31,-92.5,-21.81,0.2,0.26,0.36,0.39,43294,936
2008/1/29,7595,7598,7418,7526,7588.98,7719.88,0.21,-114.57,-99.86,-14.71,0.21,0.24,0.4,0.41,44206,912
2008/1/30,7500,7655,7451,7517,7564.99,7682.99,0.21,-108.6,-102.77,-5.83,0.21,0.23,0.39,0.4,45089,883
2008/1/31,7465,7565,7336,7463,7530.99,7643,0.16,-108.15,-104.56,-3.59,0.19,0.22,0.37,0.39,44831,-258
2008/2/1,7553,7678,7541,7667,7576.33,7647.36,0.76,-86.26,-98.46,12.2,0.38,0.27,0.5,0.45,42745,-2086
2008/2/12,7550,7588,7463,7505,7552.55,7621.48,0.4,-80.87,-92.6,11.72,0.39,0.31,0.42,0.42,42963,218
2008/2/13,7589,7607,7483,7491,7532.03,7597.75,0.35,-74.08,-86.43,12.34,0.38,0.33,0.41,0.41,43222,259
2008/2/14,7700,7910,7682,7897,7653.69,7652.16,0.98,-35.34,-69.4,34.06,0.58,0.41,0.63,0.53,40015,-3207
2008/2/15,7796,7895,7760,7890,7732.46,7695.41,0.97,-8.21,-49,40.79,0.71,0.51,0.62,0.52,37135,-2880
2008/2/18,7999,7999,7839,7917,7793.97,7735.7,0.88,15.02,-27.66,42.68,0.76,0.6,0.64,0.53,33328,-3807
2008/2/19,7960,8033,7938,8022,7869.98,7787.75,0.98,37.43,-5.97,43.39,0.84,0.68,0.69,0.56,20766,-12562
2008/2/20,7950,8005,7824,7877,7872.32,7803.98,0.78,39.82,9.3,30.53,0.82,0.72,0.56,0.51,10704,-10062
2008/2/21,7918,8056,7916,8027,7923.88,7844.53,0.95,50.46,23.02,27.44,0.86,0.77,0.64,0.55,43025,32321
2008/2/22,7950,8054,7927,8038,7961.92,7879.7,0.97,56.02,34.02,22,0.9,0.81,0.65,0.56,44728,1703
2008/2/25,8163,8273,8160,8226,8049.95,7942.67,0.94,77.29,48.44,28.85,0.91,0.85,0.74,0.61,45669,941
2008/2/26,8289,8316,8203,8280,8126.63,8004,0.94,92.48,63.12,29.36,0.92,0.87,0.76,0.62,45979,310
2008/2/27,8367,8415,8310,8373,8208.75,8071.09,0.94,107.99,78.08,29.91,0.93,0.89,0.79,0.64,47260,1281
2008/2/29,8322,8450,8293,8341,8252.84,8120.17,0.83,112.57,89.58,23,0.89,0.89,0.75,0.63,46301,-959
2008/3/3,8160,8255,8105,8249,8251.56,8143.59,0.68,97.52,92.22,5.3,0.82,0.87,0.63,0.59,47533,1232
2008/3/4,8270,8492,8233,8488,8330.37,8206.21,0.99,104.48,96.31,8.17,0.88,0.87,0.75,0.65,50678,3145
2008/3/5,8512,8558,8416,8510,8390.25,8261.44,0.93,111.92,101.51,10.41,0.89,0.88,0.76,0.66,52874,2196
2008/3/6,8520,8689,8516,8683,8487.83,8338.09,0.99,126.21,109.75,16.47,0.93,0.9,0.82,0.7,54389,1515
2008/3/7,8550,8646,8515,8526,8500.55,8372.26,0.72,121.82,113.77,8.05,0.86,0.88,0.64,0.63,53881,-508
2008/3/10,8490,8547,8253,8305,8435.37,8360.03,0.34,95.05,107.53,-12.48,0.69,0.82,0.47,0.54,54644,763
2008/3/11,8243,8390,8183,8371,8413.91,8362.02,0.46,72.11,95.72,-23.61,0.61,0.75,0.52,0.56,55299,655
2008/3/12,8597,8610,8405,8467,8431.61,8381.11,0.62,70.03,87.16,-17.13,0.61,0.7,0.58,0.59,53502,-1797
2008/3/13,8426,8450,8161,8190,8351.07,8346.36,0.15,42.98,72.43,-29.45,0.46,0.62,0.4,0.49,53678,176
2008/3/14,8260,8297,8083,8109,8270.38,8303.21,0.04,14.72,53.19,-38.48,0.32,0.52,0.36,0.47,49212,-4466
2008/3/17,7962,8055,7852,7979,8173.25,8244.26,0.15,-21.41,28.33,-49.73,0.26,0.43,0.3,0.43,39552,-9660
2008/3/18,8028,8068,7914,8053,8133.17,8209.48,0.24,-38.15,6.17,-44.32,0.26,0.38,0.37,0.46,24473,-15079
2008/3/19,8250,8280,8122,8172,8146.11,8202.67,0.4,-31.49,-6.38,-25.1,0.3,0.35,0.47,0.5,14423,-10050
2008/3/20,8063,8360,8050,8336,8209.41,8226.91,0.64,-17.97,-10.24,-7.73,0.42,0.37,0.58,0.55,41490,27067
2008/3/21,8398,8632,8375,8612,8343.61,8296.93,0.97,18.92,-0.52,19.44,0.6,0.45,0.71,0.62,44431,2941
2008/3/24,8998,9113,8802,8889,8525.4,8404.58,0.82,76.74,25.23,51.51,0.68,0.52,0.78,0.68,54806,10375
2008/3/25,8951,8971,8715,8759,8603.27,8469.02,0.72,98.74,49.73,49,0.69,0.58,0.68,0.63,58723,3917
2008/3/26,8771,8837,8685,8723,8643.18,8515.2,0.69,103.22,67.56,35.66,0.69,0.62,0.65,0.62,58898,175
2008/3/27,8685,8710,8520,8558,8614.79,8522.98,0.56,87.15,74.09,13.06,0.65,0.63,0.53,0.56,61686,2788
2008/3/28,8513,8674,8511,8619,8616.19,8540.44,0.59,75.44,74.54,0.9,0.63,0.63,0.57,0.57,61443,-243
2008/3/31,8579,8605,8451,8520,8584.13,8536.72,0.44,57.25,68.78,-11.52,0.57,0.61,0.5,0.54,60949,-494
2008/4/1,8560,8595,8320,8331,8499.75,8499.32,0.26,31.03,56.2,-25.16,0.47,0.56,0.38,0.48,59380,-1569
2008/4/2,8530,8618,8464,8573,8524.17,8512.71,0.32,28.85,47.08,-18.23,0.42,0.51,0.54,0.55,57466,-1914
2008/4/3,8603,8615,8527,8572,8540.11,8523.49,0.32,27.75,40.64,-12.89,0.38,0.47,0.54,0.55,56725,-741
2008/4/7,8600,8743,8595,8706,8595.41,8556.68,0.59,37.13,39.47,-2.33,0.45,0.46,0.62,0.59,56451,-274
2008/4/8,8645,8705,8630,8637,8609.27,8571.28,0.61,38.27,39.07,-0.8,0.51,0.48,0.56,0.56,54741,-1710
2008/4/9,8662,8780,8588,8676,8631.51,8590.32,0.77,40.19,39.44,0.75,0.6,0.52,0.59,0.57,53791,-950
2008/4/10,8647,8827,8643,8814,8692.34,8630.99,0.97,48.95,42.61,6.34,0.72,0.59,0.67,0.61,52369,-1422
2008/4/11,8830,8934,8802,8911,8765.23,8681.9,0.96,63.69,49.64,14.05,0.8,0.66,0.72,0.64,49458,-2911
2008/4/14,8828,8910,8802,8871,8800.49,8716.28,0.9,68.09,55.79,12.3,0.83,0.72,0.67,0.62,43868,-5590
2008/4/15,8874,8945,8852,8915,8838.66,8752.41,0.94,72.42,61.33,11.09,0.87,0.77,0.7,0.63,28317,-15551
2008/4/16,9000,9086,8971,9084,8920.44,8812.7,1,86.76,69.81,16.95,0.91,0.82,0.78,0.68,19701,-8616
2008/4/17,9134,9144,9038,9064,8968.29,8858.39,0.86,94.56,78.06,16.51,0.89,0.84,0.75,0.67,50588,30887
2008/4/18,9083,9099,8999,9081,9005.86,8898.87,0.89,94.68,83.6,11.08,0.89,0.86,0.76,0.67,51518,930
2008/4/21,9168,9174,9044,9084,9031.91,8932.53,0.85,94.14,87.11,7.03,0.88,0.86,0.76,0.67,55329,3811
2008/4/22,9056,9076,8977,9029,9030.94,8950.07,0.73,83.57,85.93,-2.36,0.83,0.85,0.65,0.64,56204,875
2008/4/23,9055,9093,8945,8984,9015.29,8956.24,0.49,71.12,80.99,-9.88,0.71,0.81,0.57,0.61,58383,2179
2008/4/24,8966,9045,8955,8979,9003.19,8960.38,0.48,59.33,73.77,-14.44,0.63,0.75,0.56,0.61,57878,-505
2008/4/25,9052,9068,8950,8986,8997.46,8965.03,0.42,50.33,65.96,-15.62,0.56,0.69,0.57,0.61,59163,1285
2008/4/28,8998,9092,8973,9090,9028.31,8987.76,0.63,48.82,60.25,-11.43,0.59,0.65,0.71,0.65,59695,532
2008/4/29,9090,9100,8872,8925,8993.87,8976.35,0.18,35.81,52.1,-16.29,0.45,0.58,0.44,0.54,61648,1953
2008/4/30,8910,8986,8895,8933,8973.58,8968.46,0.2,24.38,42.86,-18.48,0.37,0.51,0.45,0.55,60944,-704
2008/5/2,9021,9040,8936,9003,8983.39,8974.74,0.43,21.83,35.85,-14.02,0.39,0.47,0.55,0.58,60086,-858
2008/5/5,9020,9025,8822,8849,8938.59,8951.88,0.1,8.87,26.86,-17.99,0.29,0.41,0.37,0.49,62553,2467
2008/5/6,8860,8888,8780,8869,8915.39,8936.81,0.28,-3.03,16.89,-19.93,0.29,0.37,0.4,0.5,62632,79
2008/5/7,8903,8976,8881,8918,8916.26,8933.39,0.43,-3.57,10.07,-13.65,0.34,0.36,0.48,0.53,60483,-2149
2008/5/8,8855,8903,8800,8893,8908.51,8926.05,0.35,-8.68,3.82,-12.5,0.34,0.35,0.44,0.51,57882,-2601
2008/5/9,8850,8877,8766,8773,8863.34,8898.22,0.02,-18.8,-3.72,-15.08,0.23,0.31,0.31,0.45,58193,311
2008/5/12,8776,8868,8756,8860,8862.23,8891.27,0.3,-20.78,-9.41,-11.37,0.26,0.29,0.45,0.5,56416,-1777
2008/5/13,8862,9044,8851,9030,8918.15,8916.49,0.95,-6.54,-8.45,1.91,0.49,0.36,0.63,0.58,54586,-1830
2008/5/14,9030,9088,9002,9059,8965.1,8942.4,0.91,8.82,-2.69,11.52,0.63,0.45,0.65,0.6,54137,-449
2008/5/15,9088,9209,9088,9182,9037.4,8985.97,0.94,29.13,7.91,21.21,0.73,0.54,0.73,0.65,54492,355
2008/5/16,9220,9286,9191,9246,9106.93,9033.25,0.92,48.29,21.37,26.92,0.8,0.63,0.77,0.67,51706,-2786
2008/5/19,9269,9379,9243,9373,9195.62,9095.02,0.99,68.19,36.98,31.21,0.86,0.71,0.82,0.71,44130,-7576
2008/5/20,9356,9388,9059,9073,9154.75,9091.02,0.5,59.57,44.51,15.06,0.74,0.72,0.49,0.54,27149,-16981
2008/5/21,9035,9089,8959,8999,9102.83,9074.29,0.38,38.65,42.56,-3.9,0.62,0.69,0.44,0.51,18362,-8787
2008/5/22,8875,9019,8865,9015,9073.55,9063.51,0.41,20.72,35.28,-14.56,0.55,0.64,0.46,0.51,56187,37825
2008/5/23,9000,9027,8778,8784,8977.04,9012.69,0.01,-4.46,22.03,-26.49,0.37,0.55,0.31,0.42,58310,2123
2008/5/26,8736,8790,8689,8696,8883.36,8955.11,0.01,-32.34,3.91,-36.25,0.25,0.45,0.27,0.39,58159,-151
2008/5/27,8701,8785,8700,8772,8846.24,8921.82,0.12,-44.99,-12.39,-32.6,0.21,0.37,0.36,0.43,58641,482
2008/5/28,8790,8795,8625,8644,8778.83,8871.3,0.02,-59,-27.93,-31.07,0.15,0.3,0.29,0.38,59245,604
2008/5/29,8729,8771,8650,8717,8758.22,8843.25,0.12,-62.09,-39.31,-22.78,0.14,0.24,0.37,0.42,57913,-1332
2008/5/30,8765,8780,8536,8649,8721.81,8807.93,0.13,-67.46,-48.69,-18.76,0.14,0.21,0.33,0.4,60931,3018
2008/6/2,8635,8709,8603,8701,8714.87,8788.49,0.3,-65.86,-54.42,-11.45,0.19,0.2,0.39,0.42,61013,82
2008/6/3,8644,8657,8510,8538,8655.92,8742.95,0.05,-73.64,-60.83,-12.82,0.14,0.18,0.29,0.37,62063,1050
2008/6/4,8540,8619,8526,8592,8634.61,8715.5,0.16,-73.68,-65.11,-8.57,0.15,0.17,0.36,0.4,62687,624
2008/6/5,8571,8765,8472,8723,8664.07,8716.86,0.78,-62.36,-64.19,1.83,0.36,0.23,0.5,0.46,58294,-4393
2008/6/6,8788,8798,8712,8753,8693.72,8723.43,0.86,-44.77,-57.72,12.95,0.53,0.33,0.52,0.48,58410,116
2008/6/9,8520,8555,8492,8528,8638.48,8687.9,0.17,-53.83,-56.42,2.59,0.41,0.36,0.35,0.39,57243,-1167
2008/6/10,8529,8565,8321,8339,8538.65,8624.46,0.04,-70.47,-61.11,-9.37,0.28,0.33,0.26,0.34,55800,-1443
2008/6/11,8365,8404,8291,8317,8464.77,8568.56,0.05,-83.97,-68.73,-15.24,0.21,0.29,0.25,0.33,55159,-641
2008/6/12,8199,8204,7999,8038,8322.51,8472.1,0.05,-114.55,-84,-30.55,0.15,0.25,0.17,0.27,52351,-2808
2008/6/13,8068,8140,8002,8042,8229.01,8393.9,0.05,-130.82,-99.61,-31.21,0.12,0.2,0.17,0.27,49121,-3230
2008/6/16,8121,8191,8100,8133,8197.01,8346.46,0.17,-128.16,-109.12,-19.03,0.14,0.18,0.28,0.32,43041,-6080
2008/6/17,8133,8177,8017,8146,8180,8310.01,0.18,-123.25,-113.83,-9.42,0.15,0.17,0.3,0.33,32861,-10180
