date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2011/2/14,put,8666.61,8715.97,8685.47,8666.61,8647.75,-18.86,-0.00217616807494
2011/2/15,put,8679.12,8753.05,8721.93,8679.12,8636.31,-61.67,-0.00709015196632
2011/2/16,put,8740.32,8767.09,8712.96,8740.32,8767.68,-34.31,-0.00389798216085
2011/2/18,put,8763.69,8874.5,8843.84,8763.69,8683.54,-114.46,-0.0130038775322
2011/2/24,put,8561.16,8633.24,8541.64,8561.16,8580.68,-94.94,-0.0107861972122
2011/2/25,put,8597.87,8635.04,8599.65,8597.87,8596.09,-96.72,-0.0109884242086
2011/3/1,put,8611.79,8734.24,8727.56,8611.79,8496.02,-212.49,-0.0241411317213
2011/3/2,put,8675.37,8709.57,8619.9,8675.37,8730.84,-157.02,-0.0176667949315
2011/3/3,put,8661.63,8758.89,8738.37,8661.63,8584.89,-233.76,-0.0263010443459
2011/3/4,put,8815.52,8829.23,8784.4,8815.52,8846.64,-202.64,-0.0223929417589
2011/3/15,put,8493.83,8519.9,8234.78,8493.83,8752.88,56.41,0.00623364510768
2011/3/16,put,8317.38,8372.02,8324.58,8317.38,8310.18,49.21,0.00543800169737
2011/3/17,put,8190.5,8282.69,8282.69,8190.5,8098.31,-42.98,-0.0047495491354
2011/3/18,put,8343.79,8399.17,8394.75,8343.79,8292.83,-93.94,-0.0103809363839
2011/3/21,put,8421.66,8508.2,8467.71,8421.66,8375.61,-139.99,-0.015469739029
2011/6/21,put,8571.93,8617.96,8597.62,8571.93,8546.24,-165.68,-0.0183086389193
2011/6/22,put,8663.86,8679.37,8621.04,8663.86,8706.68,-122.86,-0.0135767707486
2011/6/27,put,8456.36,8519.21,8500.16,8456.36,8412.56,-166.66,-0.018416934828
2011/6/28,put,8536.13,8572.62,8478.86,8536.13,8593.4,-109.39,-0.0120882545352
2011/6/29,put,8540.35,8598.22,8573.38,8540.35,8507.32,-142.42,-0.0157382686799
2011/7/14,put,8495.51,8531.96,8481.35,8495.51,8509.67,-128.26,-0.0141735033063
2011/7/15,put,8494.7,8579.8,8574.91,8494.7,8414.49,-208.47,-0.0230371919092
2011/8/5,put,7962.87,7975.82,7853.13,7962.87,8072.61,-98.73,-0.0109102602638
2011/8/8,put,7769.6,7799.49,7552.8,7769.6,7986.4,118.07,0.0130474468687
2011/8/9,put,7261.54,7599.14,7493.12,7261.54,7029.96,-113.51,-0.0125435393755
2011/8/10,put,7717.58,7751.59,7736.32,7717.58,7698.84,-132.25,-0.0146144223629
2011/8/11,put,7566.39,7761.4,7719.09,7566.39,7413.69,-284.95,-0.0314886930231
2011/8/12,put,7825.8,7853.53,7637.02,7825.8,8014.58,-96.17,-0.010627364829
2011/8/15,put,7769.17,7819.39,7819.39,7769.17,7718.95,-146.39,-0.0161769776159
2011/8/16,put,7886.93,7896.19,7798.59,7886.93,7975.27,-58.05,-0.00641487499558
2011/8/17,put,7807.67,7821.99,7741.76,7807.67,7873.58,7.86000000001,0.000868577389583
2011/8/18,put,7721.19,7721.19,7614.97,7721.19,7827.41,114.08,0.0126065278122
2011/8/19,put,7414.36,7429.96,7342.96,7414.36,7485.76,185.48,0.0204966582977
2011/8/22,put,7348.71,7468.74,7312.59,7348.71,7384.83,221.6,0.0244881360727
2011/8/23,put,7369.43,7564.64,7550.23,7369.43,7188.63,40.8,0.00450864599173
2011/8/24,put,7592.51,7594.81,7502.93,7592.51,7682.09,130.38,0.0144077760883
2011/8/25,call,7559.47,7564.87,7410.87,7559.47,7410.87,-18.22,-0.00201341985219
2011/8/26,put,7438.52,7503.38,7445.1,7438.52,7431.94,-24.8,-0.00274054952438
2011/8/29,put,7482.92,7608.77,7578.01,7482.92,7387.83,-119.89,-0.0132485678419
2011/8/30,put,7654.37,7675.17,7646.19,7654.37,7662.55,-111.71,-0.0123446285229
2011/9/7,put,7468.29,7529.01,7529.01,7468.29,7407.57,-172.43,-0.0190545546165
2014/7/30,put,9409.62,9456.03,9447.02,9409.62,9372.22,-209.83,-0.0218982368074
2014/8/1,put,9223.75,9274.64,9266.51,9223.75,9180.99,-252.59,-0.0263607474392
2014/8/4,put,9280.29,9330.19,9330.19,9280.29,9230.39,-302.49,-0.0315684013337
2014/8/5,put,9316.82,9316.82,9141.44,9316.82,9492.2,-127.11,-0.0132140454981
2014/8/6,put,9148.36,9163.81,9143.97,9148.36,9152.75,-122.72,-0.0127576718081
2014/8/7,put,9162.65,9172.88,9131.44,9162.65,9193.86,-91.51,-0.00951315634905
2014/8/8,put,9120.2,9120.2,9085.96,9120.2,9154.44,-57.27,-0.00595364948213
2014/8/11,put,9109.83,9184.96,9172.91,9109.83,9046.75,-120.35,-0.01251129239
2014/8/12,put,9188.85,9198.1,9163.12,9188.85,9214.58,-94.62,-0.00983646436179
2014/8/13,put,9155.02,9231.66,9231.31,9155.02,9078.73,-170.91,-0.0177673866421
2014/8/14,put,9276.41,9282.01,9230.61,9276.41,9322.21,-125.11,-0.0130061303773
2014/8/18,put,9222.73,9222.73,9141.31,9222.73,9304.15,-43.69,-0.00454190581237
2014/8/19,put,9188.63,9255.09,9243.78,9188.63,9133.48,-98.84,-0.0102751652665
2014/8/20,put,9278.15,9294.49,9288.05,9278.15,9268.25,-108.74,-0.0113043451142
2014/9/15,put,9206.41,9242.23,9217.46,9206.41,9195.36,-119.79,-0.0124530761562
2014/9/16,put,9218.85,9219.42,9133.4,9218.85,9304.3,-34.34,-0.00356990262295
2014/9/17,put,9171.04,9252.38,9195.17,9171.04,9146.91,-58.47,-0.00607839855457
2014/9/18,put,9211.8,9237.88,9237.03,9211.8,9186.57,-83.7,-0.0087012478026
2014/9/23,put,9134.29,9147.21,9084.9,9134.29,9183.68,-34.31,-0.00356678389614
2014/9/24,put,9071.8,9123.11,9098.49,9071.8,9045.11,-61.0,-0.0063414111823
2014/9/25,put,9126.76,9149.41,9011.59,9126.76,9241.93,54.17,0.005631381045
2014/9/26,put,8957.56,9001.98,8989.82,8957.56,8925.3,21.91,0.00227771014761
