date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2011/2/14,put,201103,8700,258,8666.61,192,8685.47,8715.97,8626.66,-198,-1000,-0.198
2011/2/15,put,201103,8700,183,8679.12,165,8721.93,8753.05,8565.05,-270,-1000,-0.27
2011/2/16,put,201103,8700,157,8740.32,184,8712.96,8767.09,8702.81,-162,-1000,-0.162
2011/2/18,put,201103,8800,217,8763.69,128,8843.84,8874.5,8763.69,-429,-1000,-0.429
2011/2/24,put,201103,8600,188,8561.16,171,8541.64,8633.24,8541.64,-480,-1000,-0.48
2011/2/25,put,201103,8600,163,8597.87,119,8599.65,8635.04,8470.09,-612,-1000,-0.612
2011/3/1,put,201104,8600,188,8611.79,175,8727.56,8734.24,8611.79,-638,-1000,-0.638
2011/3/2,put,201104,8700,262,8675.37,282,8619.9,8709.57,8619.9,-618,-1000,-0.618
2011/3/3,put,201104,8700,260,8661.63,195,8738.37,8758.89,8661.63,-683,-1000,-0.683
2011/3/4,put,201104,8800,228,8815.52,233,8784.4,8829.23,8771.89,-678,-1000,-0.678
2011/3/15,put,201104,8500,200,8493.83,599,8234.78,8519.9,8070.52,-279,-1000,-0.279
2011/3/16,put,201104,8300,215,8317.38,221,8324.58,8372.02,8257.08,-261,-1000,-0.261
2011/3/17,put,201104,8200,226,8190.5,197,8282.69,8282.69,8150.73,-348,-1000,-0.348
2011/3/18,put,201104,8300,189,8343.79,190,8394.75,8399.17,8312.88,-345,-1000,-0.345
2011/3/21,put,201104,8400,209,8421.66,176,8467.71,8508.2,8394.22,-444,-1000,-0.444
2011/6/21,put,201107,8600,235,8571.93,231,8597.62,8617.96,8523.04,-452,-1000,-0.452
2011/6/22,put,201107,8700,277,8663.86,317,8621.04,8679.37,8598.08,-412,-1000,-0.412
2011/6/27,put,201107,8500,236,8456.36,239,8500.16,8519.21,8433.46,-406,-1000,-0.406
2011/6/28,put,201107,8500,208,8536.13,252,8478.86,8572.62,8478.69,-318,-1000,-0.318
2011/6/29,put,201107,8500,222,8540.35,155,8573.38,8598.22,8499.24,-519,-1000,-0.519
2011/7/14,put,201108,8500,270,8495.51,249,8481.35,8531.96,8410.44,-540,-1000,-0.54
2011/7/15,put,201108,8500,266,8494.7,201,8574.91,8579.8,8462.05,-605,-1000,-0.605
2011/8/5,put,201109,8000,250,7962.87,449,7853.13,7975.82,7844.77,-406,-1000,-0.406
2011/8/8,put,201109,7800,400,7769.6,519,7552.8,7799.49,7451.29,-287,-1000,-0.287
2011/8/9,put,201109,7300,545,7261.54,292,7493.12,7599.14,7148.76,-540,-1000,-0.54
2011/8/10,put,201109,7700,399,7717.58,369,7736.32,7751.59,7632.34,-570,-1000,-0.57
2011/8/11,put,201109,7600,413,7566.39,310,7719.09,7761.4,7499.54,-673,-1000,-0.673
2011/8/12,put,201109,7800,353,7825.8,434,7637.02,7853.53,7637.02,-592,-1026,-0.5769980507
2011/8/15,put,201109,7800,340,7769.17,271,7819.39,7819.39,7748.46,-661,-1026,-0.6442495127
2011/8/16,put,201109,7900,291,7886.93,359,7798.59,7896.19,7778.65,-593,-1026,-0.5779727096
2011/8/17,put,201109,7800,297,7807.67,321,7741.76,7821.99,7732.32,-569,-1026,-0.5545808967
2011/8/18,put,201109,7700,278,7721.19,347,7614.97,7721.19,7561.02,-500,-1026,-0.4873294347
2011/8/19,put,201109,7400,330,7414.36,429,7342.96,7429.96,7316.83,-401,-1026,-0.3908382066
2011/8/22,put,201109,7300,385,7348.71,330,7312.59,7468.74,7248.69,-456,-1026,-0.4444444444
2011/8/23,put,201109,7400,334,7369.43,222,7550.23,7564.64,7349.57,-568,-1026,-0.5536062378
2011/8/24,put,201109,7600,262,7592.51,354,7502.93,7594.81,7432.52,-476,-1026,-0.4639376218
2011/8/25,call,201109,7600,210,7559.47,169,7410.87,7564.87,7409.02,-558,-1026,-0.5438596491
2011/8/26,put,201109,7400,305,7438.52,263,7445.1,7503.38,7389.57,-600,-1026,-0.5847953216
2011/8/29,put,201109,7500,309,7482.92,219,7578.01,7608.77,7474.31,-690,-1026,-0.6725146199
2011/8/30,put,201109,7700,257,7654.37,244,7646.19,7675.17,7599.27,-703,-1026,-0.6851851852
2011/9/7,put,201110,7500,315,7468.29,281,7529.01,7529.01,7428.7,-737,-1026,-0.7183235867
2014/7/30,put,201408,9400,105,9409.62,76,9447.02,9456.03,9398.82,-795,-1026,-0.7748538012
2014/8/1,put,201409,9200,141,9223.75,133,9266.51,9274.64,9201.83,-803,-1026,-0.7826510721
2014/8/4,put,201409,9300,170,9280.29,156,9330.19,9330.19,9258.18,-817,-1026,-0.7962962963
2014/8/5,put,201409,9300,175,9316.82,292,9141.44,9316.82,9141.44,-700,-1026,-0.6822612086
2014/8/6,put,201409,9100,180,9148.36,161,9143.97,9163.81,9070.09,-719,-1026,-0.7007797271
2014/8/7,put,201409,9200,216,9162.65,214,9131.44,9172.88,9108.85,-721,-1026,-0.7027290448
2014/8/8,put,201409,9100,175,9120.2,158,9085.96,9120.2,9014.89,-738,-1026,-0.7192982456
2014/8/11,put,201409,9100,147,9109.83,126,9172.91,9184.96,9107.21,-759,-1026,-0.7397660819
2014/8/12,put,201409,9200,185,9188.85,190,9163.12,9198.1,9146.98,-754,-1026,-0.7348927875
2014/8/13,put,201409,9200,179,9155.02,142,9231.31,9231.66,9147.14,-791,-1026,-0.7709551657
2014/8/14,put,201409,9300,180,9276.41,189,9230.61,9282.01,9218.55,-782,-1026,-0.7621832359
2014/8/18,put,201409,9200,130,9222.73,163,9141.31,9222.73,9128.66,-749,-1026,-0.7300194932
2014/8/19,put,201409,9200,147,9188.63,103,9243.78,9255.09,9188.63,-793,-1026,-0.7729044834
2014/8/20,put,201409,9300,140,9278.15,128,9288.05,9294.49,9249.31,-805,-1026,-0.7846003899
2014/9/15,put,201410,9200,125,9206.41,113,9217.46,9242.23,9175.61,-817,-1026,-0.7962962963
2014/9/16,put,201410,9200,113,9218.85,147,9133.4,9219.42,9133.4,-783,-1026,-0.7631578947
2014/9/17,put,201410,9200,130,9171.04,105,9195.17,9252.38,9159.85,-808,-1026,-0.7875243665
2014/9/18,put,201410,9200,105,9211.8,96,9237.03,9237.88,9201.91,-826,-1026,-0.8050682261
2014/9/23,put,201410,9100,106,9134.29,98,9084.9,9147.21,9084.9,-834,-1026,-0.8128654971
2014/9/24,put,201410,9100,105,9071.8,88,9098.49,9123.11,9071.8,-851,-1026,-0.8294346979
2014/9/25,put,201410,9100,72,9126.76,140,9011.59,9149.41,8982.51,-715,-1026,-0.6968810916
2014/9/26,put,201410,9000,135,8957.56,100,8989.82,9001.98,8913.51,-785,-1026,-0.7651072125
2014/9/29,put,201410,9000,94,9018.46,98,8960.76,9018.46,8948.09,-777,-1026,-0.7573099415
2014/9/30,put,201410,9000,108,8954.58,88,8966.92,8998.83,8860.17,-817,-1026,-0.7962962963
2014/10/1,put,201411,9000,198,8958.87,176,8990.26,9014.26,8918.96,-839,-1026,-0.8177387914
2014/10/2,put,201411,9000,209,8959.37,167,8975.19,9010.27,8913.01,-881,-1048,-0.840648855
2014/10/3,put,201411,9000,160,9010.3,115,9106.28,9113.8,8998.27,-926,-1048,-0.8835877863
2014/10/6,put,201411,9100,150,9118.28,159,9095.14,9122.54,9065.34,-917,-1076,-0.8522304833
2014/10/8,put,201411,9000,164,8989.99,199,8955.18,9038.61,8955.18,-882,-1081,-0.8159111933
2014/10/9,put,201411,9000,164,9021.31,159,8966.44,9054.67,8946.16,-887,-1081,-0.8205365402
2014/10/13,put,201411,8800,145,8767.42,221,8711.39,8795.77,8711.39,-811,-1081,-0.7502312673
2014/10/14,put,201411,8700,177,8691.83,142,8768.39,8768.39,8684.19,-846,-1081,-0.7826086957
2014/10/15,put,201411,8800,193,8769.39,240,8655.51,8776.91,8635.41,-799,-1081,-0.7391304348
2014/10/16,put,201411,8600,180,8602.65,152,8633.69,8676.46,8501.29,-827,-1081,-0.7650323774
2014/10/17,put,201411,8700,181,8688.71,285,8512.88,8699.77,8512.88,-723,-1081,-0.6688251619
2014/10/20,put,201411,8600,155,8617.08,117,8663.14,8679.85,8611.17,-799,-1081,-0.7391304348
2014/10/21,put,201411,8700,169,8676.32,166,8654.64,8676.32,8636.67,-802,-1081,-0.7419056429
2014/10/22,put,201411,8700,107,8744.91,98,8748.83,8775.35,8729.77,-820,-1081,-0.7585568918
2014/10/23,put,201411,8700,104,8735.38,105,8731.07,8751.67,8714.88,-818,-1081,-0.756706753
2014/10/27,put,201411,8700,136,8671.51,140,8627.78,8689.67,8607.23,-814,-1081,-0.7530064755
2014/10/28,put,201411,8700,132,8692.52,66,8773.55,8788.28,8692.52,-946,-1081,-0.8751156337
2014/10/29,put,201411,8800,87,8821.85,69,8903.68,8903.68,8821.85,-964,-1081,-0.8917668825
2015/3/31,put,201504,9600,74,9568.38,84,9586.44,9594.75,9527.87,-954,-1081,-0.8825161887
2015/4/2,put,201505,9500,146,9535.98,91,9600.32,9628.95,9535.98,-1009,-1100,-0.9172727273
