date,roi
2015/11/3,0.82095
2015/11/4,0.8882
2015/11/5,0.8882
2015/11/6,0.8882
2015/11/9,0.8812
2015/11/10,0.8812
2015/11/11,0.8654
2015/11/12,0.8654
2015/11/13,0.8579
2015/11/16,0.8579
2015/11/17,0.85765
2015/11/18,0.85135
2015/11/19,0.85135
2015/11/20,0.8449
2015/11/23,0.8449
2015/11/24,0.8449
2015/11/25,0.83995
2015/11/26,0.8397
2015/11/27,0.83845
2015/11/30,0.83845
2015/12/1,0.8382
2015/12/2,0.8547
2015/12/3,0.84385
2015/12/4,0.8342
2015/12/7,0.8492
2015/12/8,0.84095
2015/12/9,0.83175
2015/12/10,0.83175
2015/12/11,0.82235
2015/12/14,0.82235
2015/12/15,0.8221
2015/12/16,0.82535
2015/12/17,0.82535
2015/12/18,0.8251
2015/12/21,0.8169
2015/12/22,0.83275
2015/12/23,0.82605
2015/12/24,0.8191
2015/12/25,0.8191
2015/12/28,0.8191
2015/12/29,0.8191
2015/12/30,0.81275
2015/12/31,0.8125
