Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12
1996/9/30,6536.22,6536.22,6503.95,6504.68,6476.64,6488.59,6452,6288.83,322.97,384.31,425.54,53.34,58.61,-5.27,0.4519 ,0.4678 ,0.5888 ,0.5949 
1996/10/1,6537.16,6537.16,6507.22,6513.73,6488.59,6492.11,6462.44,6295.36,329.11,369.68,410.73,52.66,57.42,-4.76,0.5106 ,0.4821 ,0.6104 ,0.6041 
1996/10/2,6541.47,6569.34,6531.57,6538.24,6500.67,6496.04,6474.84,6301.12,502.83,403.78,415.81,53.63,56.66,-3.03,0.5945 ,0.5196 ,0.6671 ,0.6290 
1996/10/3,6570.48,6611.81,6569.68,6611.58,6535.28,6503.64,6486.82,6307.81,540.74,431.5,418.41,58.31,56.99,1.32,0.7292 ,0.5894 ,0.7813 ,0.6921 
1996/10/4,6642.73,6642.73,6600.64,6616.21,6556.89,6515.31,6495.86,6315.43,515.08,442.15,418.62,62.73,58.14,4.59,0.7762 ,0.6517 ,0.7869 ,0.6957 
1996/10/5,6662.69,6670.64,6644.66,6644.66,6584.88,6530.76,6507.3,6324.73,485.75,474.7,429.5,68.05,60.12,7.93,0.8135 ,0.7056 ,0.8204 ,0.7177 
1996/10/7,6680.66,6680.66,6618,6620.42,6606.22,6547.41,6515.55,6333.48,485,505.88,437.78,70.14,62.13,8.02,0.7927 ,0.7347 ,0.7067 ,0.6726 
1996/10/8,6638.85,6638.85,6578.52,6584.91,6615.56,6558.11,6523.51,6342.66,379.74,481.26,442.52,67.95,63.29,4.66,0.7065 ,0.7253 ,0.5682 ,0.6112 
1996/10/9,6573.18,6597.06,6569.76,6587.86,6610.81,6573.05,6529.32,6351.56,383.45,449.81,440.65,64.56,63.55,1.02,0.6293 ,0.6933 ,0.5765 ,0.6144 
1996/10/11,6604.26,6604.26,6558.93,6578.36,6603.24,6580.06,6535.01,6358.3,474.16,441.62,441.88,60.72,62.98,-2.26,0.5563 ,0.6476 ,0.5367 ,0.5972 
1996/10/12,6599.51,6641.63,6599.51,6625.44,6599.4,6592.14,6540.36,6366.68,490.51,442.57,458.64,60.45,62.48,-2.02,0.5807 ,0.6253 ,0.6714 ,0.6502 
1996/10/14,6658.06,6674.91,6605.02,6626.41,6600.6,6603.41,6547.76,6375.33,716.59,488.89,497.39,60.37,62.05,-1.69,0.5719 ,0.6075 ,0.6738 ,0.6512 
1996/10/15,6646.29,6646.29,6612.83,6616.38,6606.89,6611.22,6553.63,6382.92,428.91,498.72,489.99,58.8,61.4,-2.61,0.5386 ,0.5845 ,0.6190 ,0.6302 
1996/10/16,6650.09,6650.09,6544.3,6551.26,6599.57,6605.19,6554.41,6390.33,587.96,539.62,494.72,53.01,59.72,-6.72,0.3761 ,0.5151 ,0.3788 ,0.5133 
1996/10/17,6526.44,6537.55,6494.34,6494.34,6582.77,6593,6554.15,6397.17,396.73,524.14,482.88,42.36,56.25,-13.89,0.2507 ,0.4269 ,0.2693 ,0.4361 
1996/10/18,6484.98,6518.63,6475.42,6475.42,6552.76,6576.08,6553.42,6400.65,389.57,503.95,473.26,32.02,51.4,-19.38,0.1671 ,0.3403 ,0.2414 ,0.4136 
1996/10/19,6496.77,6496.77,6412.18,6431.95,6513.87,6557.23,6552.32,6403.49,443.33,449.3,469.09,20.13,45.15,-25.02,0.1365 ,0.2724 ,0.1878 ,0.3661 
1996/10/21,6452.74,6470.91,6439.55,6441.15,6478.82,6542.86,6550.48,6405.14,407.33,444.98,471.85,10.97,38.31,-27.34,0.1278 ,0.2242 ,0.2312 ,0.3825 
1996/10/22,6460.01,6466.47,6419.25,6426.3,6453.83,6526.7,6549.87,6406.99,381.55,403.7,471.66,2.59,31.17,-28.58,0.1031 ,0.1838 ,0.2095 ,0.3659 
1996/10/23,6429.89,6438.6,6405.47,6437.06,6442.38,6512.57,6546.32,6409.02,336.9,391.74,457.94,-4.4,24.05,-28.46,0.1078 ,0.1585 ,0.2690 ,0.3869 
1996/10/24,6452.32,6470.44,6451.26,6458.91,6439.07,6495.92,6544.03,6411.38,328.7,379.56,441.76,-7.42,17.76,-25.18,0.1447 ,0.1539 ,0.3824 ,0.4289 
1996/10/28,6488.51,6488.51,6422.97,6424.72,6437.63,6475.75,6539.58,6413.04,303.53,351.6,400.45,-11.26,11.96,-23.22,0.1227 ,0.1435 ,0.2962 ,0.3840 
1996/10/29,6415.03,6415.03,6357.38,6359.67,6421.33,6450.08,6530.65,6412.8,360.49,342.23,393.61,-19.51,5.66,-25.17,0.0860 ,0.1243 ,0.1955 ,0.3155 
1996/10/30,6392.21,6426.09,6361.09,6426.09,6421.29,6437.56,6521.38,6415.15,400.17,345.96,374.83,-22.81,-0.03,-22.78,0.1994 ,0.1494 ,0.4320 ,0.4290 
1996/11/1,6450.68,6476.91,6441.65,6455.11,6424.9,6433.64,6513.32,6418.58,411.34,360.84,376.29,-21.35,-4.29,-17.06,0.3666 ,0.2218 ,0.5079 ,0.4709 
1996/11/2,6548.33,6585.54,6529.14,6562.94,6445.71,6442.39,6509.23,6424.15,489.27,392.96,386.26,-11.76,-5.79,-5.97,0.5447 ,0.3294 ,0.6916 ,0.5920 
1996/11/4,6599.87,6622.61,6575.2,6622.61,6485.28,6461.46,6509.34,6433.73,534.69,439.19,395.4,-0.07,-4.64,4.57,0.6965 ,0.4518 ,0.7528 ,0.6416 
1996/11/5,6655.93,6660.93,6602.14,6604.14,6534.18,6477.76,6510.31,6442.85,627.14,492.52,417.38,9.65,-1.78,11.44,0.7353 ,0.5463 ,0.7011 ,0.6163 
1996/11/6,6644.22,6671.08,6628.64,6653.65,6579.69,6500.49,6513.6,6450.78,671.73,546.83,446.39,19.87,2.55,17.32,0.8050 ,0.6325 ,0.7552 ,0.6559 
1996/11/7,6679.47,6679.47,6629.14,6629.68,6614.6,6519.75,6516.16,6458.59,651.2,594.81,477.83,26.86,7.41,19.45,0.8185 ,0.6945 ,0.6833 ,0.6220 
1996/11/8,6644.58,6644.58,6581.96,6581.96,6618.41,6532.06,6513.99,6464.95,436.11,584.18,488.57,28.5,11.63,16.87,0.7781 ,0.7224 ,0.5568 ,0.5592 
1996/11/9,6576.17,6593.38,6556.49,6583.08,6610.5,6547.89,6511.82,6471.5,353.41,547.92,493.56,27.97,14.9,13.08,0.7511 ,0.7320 ,0.5591 ,0.5603 
1996/11/11,6601.57,6601.57,6569.13,6571.12,6603.9,6569.04,6509.56,6477.67,360.26,494.54,493.53,27.18,17.35,9.83,0.6822 ,0.7154 ,0.5242 ,0.5440 
1996/11/13,6577.15,6586.53,6543.32,6577.29,6588.63,6584.16,6510.86,6483.42,520.32,464.26,505.55,25.68,19.02,6.66,0.5616 ,0.6641 ,0.5419 ,0.5513 
1996/11/14,6608.26,6635.55,6598.36,6601.63,6583.02,6598.81,6516.22,6489.17,599.7,453.96,524.38,27.26,20.67,6.59,0.5171 ,0.6151 ,0.6104 ,0.5805 
1996/11/15,6635.73,6635.73,6582.47,6587.44,6584.11,6601.26,6521.82,6493.75,480.26,462.79,523.48,27.3,21.99,5.31,0.4528 ,0.5610 ,0.5526 ,0.5575 
1996/11/16,6611.2,6611.87,6579.59,6596.1,6586.72,6598.61,6530.03,6498.52,361.66,464.44,506.18,26.84,22.96,3.88,0.4311 ,0.5177 ,0.5816 ,0.5688 
1996/11/18,6633.84,6692.89,6622.56,6659.72,6604.44,6604.17,6540.96,6504.11,596.8,511.75,503.15,31.18,24.61,6.58,0.5468 ,0.5274 ,0.7339 ,0.6426 
1996/11/19,6710.11,6728.64,6671.11,6687.88,6626.55,6607.59,6554.04,6509.87,699.44,547.57,505.92,37.03,27.09,9.94,0.6245 ,0.5598 ,0.7770 ,0.6699 
1996/11/20,6743.01,6764.65,6722.75,6729.36,6652.1,6617.56,6568.65,6517.73,814.46,590.53,522.24,44.6,30.59,14,0.6966 ,0.6054 ,0.8266 ,0.7059 
1996/11/21,6771.39,6771.39,6690.41,6692.49,6673.11,6628.61,6580.33,6525.45,840.03,662.48,562.64,48.04,34.08,13.95,0.6824 ,0.6310 ,0.6680 ,0.6383 
1996/11/22,6737.88,6793.37,6719.04,6761.39,6706.17,6646.44,6597.17,6533.06,1052.25,800.6,632.52,53.94,38.05,15.89,0.7456 ,0.6692 ,0.7679 ,0.6974 
1996/11/23,6824.85,6856.39,6782.52,6842.16,6742.66,6673.55,6621.29,6542.26,1032.79,887.79,699.77,63.69,43.18,20.51,0.8133 ,0.7173 ,0.8369 ,0.7497 
1996/11/25,6927.48,6949.63,6888.11,6938.87,6792.85,6709.7,6646.93,6551.71,1152.89,978.48,763.03,78.43,50.23,28.2,0.8658 ,0.7668 ,0.8857 ,0.7958 
1996/11/26,6966.89,6972.62,6915.41,6927.77,6832.54,6742.32,6670.56,6559.91,1046.41,1024.87,807.7,89.65,58.11,31.53,0.8725 ,0.8020 ,0.8507 ,0.7778 
1996/11/27,7002.62,7002.62,6932.18,6932.96,6880.63,6776.87,6689.06,6568.53,900.74,1037.01,849.75,98.55,66.2,32.35,0.8539 ,0.8193 ,0.8539 ,0.7804 
1996/11/28,6849.14,6943.26,6849.14,6876.41,6903.63,6804.9,6701.76,6575.55,824.73,991.51,896.05,99.31,72.82,26.49,0.7757 ,0.8048 ,0.6649 ,0.6875 
1996/11/29,6908,6908,6760.36,6765.93,6888.39,6815.52,6709.84,6581.22,698.06,924.57,906.18,91.89,76.64,15.25,0.5978 ,0.7358 ,0.4378 ,0.5484 
1996/11/30,6816.04,6826.06,6782.16,6826.06,6865.83,6829.34,6718.47,6587.13,439.85,781.96,880.22,86.23,78.55,7.67,0.5433 ,0.6716 ,0.5404 ,0.5968 
1996/12/2,6863.76,6982.81,6850.71,6982.81,6876.83,6854.69,6736.12,6595.77,777.84,728.24,876.56,91.56,81.16,10.4,0.6723 ,0.6718 ,0.7073 ,0.6911 
1996/12/3,7071.54,7084.25,6936.39,6936.39,6877.52,6879.07,6753.84,6602.73,1268.87,801.87,919.44,96.57,84.24,12.33,0.6293 ,0.6577 ,0.6265 ,0.6425 
1996/12/4,6966.26,6967.61,6891.68,6943.64,6890.97,6897.3,6771.87,6610.48,752.35,787.39,889.45,96.47,86.68,9.78,0.6082 ,0.6412 ,0.6343 ,0.6468 
1996/12/5,6990.23,7012.11,6910.22,6919.49,6921.68,6905.03,6789.29,6617.49,793.26,806.43,865.5,95.58,88.46,7.12,0.5692 ,0.6172 ,0.5852 ,0.6201 
1996/12/6,6883.13,6895.67,6799.18,6806.81,6917.83,6891.83,6800.77,6622.01,673.56,853.18,817.57,84.76,87.72,-2.96,0.4273 ,0.5539 ,0.4083 ,0.5127 
1996/12/7,6790.9,6817.53,6769.91,6779.61,6877.19,6877.01,6809.66,6626.68,373.62,772.33,750.29,72.1,84.6,-12.5,0.3047 ,0.4708 ,0.3755 ,0.4903 
1996/12/9,6835.03,6835.03,6790.67,6808.83,6851.68,6864.6,6820.73,6631.99,371.63,592.88,697.38,63.28,80.34,-17.05,0.2530 ,0.3982 ,0.4342 ,0.5151 
1996/12/10,6858.64,6863.68,6833.83,6841.03,6831.15,6861.06,6832.98,6638.44,429.44,528.3,657.85,58.37,75.94,-17.57,0.2441 ,0.3468 ,0.4968 ,0.5419 
1996/12/11,6884.6,6884.6,6802.74,6802.74,6807.8,6864.74,6840.13,6643.86,443.58,458.37,632.4,52.13,71.18,-19.05,0.1975 ,0.2971 ,0.4290 ,0.5056 
1996/12/12,6786.16,6825.62,6769.08,6825.62,6811.57,6864.7,6847.02,6650.31,432.26,410.11,631.64,45.71,66.08,-20.38,0.1915 ,0.2619 ,0.4799 ,0.5263 
1996/12/13,6812.29,6861.48,6809.08,6825.1,6820.66,6848.93,6851.81,6655.59,432.07,421.79,597.06,41.65,61.2,-19.55,0.2045 ,0.2427 ,0.4787 ,0.5258 
1996/12/14,6871.52,6889.19,6868.14,6889.19,6836.74,6844.21,6861.64,6662,485.99,444.67,518.78,42.28,57.41,-15.14,0.3011 ,0.2622 ,0.6162 ,0.5837 
1996/12/16,6925.8,6930.54,6891.42,6891.42,6846.81,6838.98,6868.14,6668.3,546.76,468.13,498.22,43.67,54.66,-11,0.4533 ,0.3259 ,0.6204 ,0.5856 
1996/12/17,6908.9,6908.9,6847.85,6855.57,6857.38,6832.59,6868.81,6673.59,425.39,464.49,461.43,41.53,52.04,-10.51,0.4807 ,0.3775 ,0.5127 ,0.5418 
1996/12/18,6882.06,6896.52,6865.42,6896.52,6871.56,6841.56,6866.69,6678.33,440.03,466.05,438.08,41.12,49.85,-8.73,0.5836 ,0.4462 ,0.6064 ,0.5809 
1996/12/19,6921.7,6921.7,6853.64,6859.4,6878.42,6849.54,6863.28,6682.39,517.73,483.18,452.49,39.11,47.71,-8.59,0.5755 ,0.4893 ,0.5015 ,0.5357 
1996/12/20,6891.59,6922.39,6875.1,6890.66,6878.71,6857.73,6861.16,6686.49,443.07,474.6,459.63,38.79,45.92,-7.14,0.6347 ,0.5378 ,0.5757 ,0.5666 
1996/12/21,6922.21,6922.21,6878.83,6900.49,6880.53,6863.67,6862.37,6691.15,369.41,439.13,453.63,38.55,44.45,-5.9,0.6944 ,0.5900 ,0.5982 ,0.5763 
1996/12/23,6934.99,6954.73,6925.91,6932,6895.81,6876.6,6870.67,6696.94,594.67,472.98,468.74,40.77,43.71,-2.94,0.7443 ,0.6414 ,0.6664 ,0.6071 
1996/12/24,6962.65,6964.24,6932.94,6935.72,6903.65,6887.61,6876.15,6702.74,461.67,477.31,471.68,42.52,43.48,-0.95,0.7478 ,0.6769 ,0.6743 ,0.6107 
1996/12/26,6952.62,6952.62,6886.57,6889.03,6909.58,6894,6871.46,6707.92,388.96,451.56,467.37,40.39,42.86,-2.46,0.6165 ,0.6568 ,0.4981 ,0.5420 
1996/12/27,6870.11,6873.5,6848.55,6863.02,6904.05,6891.38,6867.79,6711.88,321.14,427.17,450.88,34.89,41.27,-6.37,0.4544 ,0.5893 ,0.4240 ,0.5073 
1996/12/28,6891.72,6908.9,6889.88,6903.9,6904.73,6892.63,6865.81,6716.5,363.23,425.94,432.53,33.34,39.68,-6.34,0.4624 ,0.5470 ,0.5502 ,0.5560 
1996/12/30,6945.9,6945.9,6907.59,6926.27,6903.59,6899.7,6866.15,6721.66,444.17,395.84,434.41,33.73,38.49,-4.76,0.5322 ,0.5421 ,0.6067 ,0.5808 
1996/12/31,6947.8,6947.8,6913.6,6933.94,6903.23,6903.44,6872.5,6728.04,449.36,393.37,435.34,34.12,37.62,-3.5,0.6008 ,0.5617 ,0.6261 ,0.5893 
