date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2015/1/12,put,9198.02,9229.65,9178.3,9198.02,9217.74,19.72,0.00214393967397
2015/1/13,put,9162.77,9253.82,9231.8,9162.77,9093.74,-49.31,-0.00536093637544
2015/1/14,put,9235.9,9242.2,9180.23,9235.9,9291.57,6.36,0.000684960275535
2015/1/15,put,9197.32,9219.43,9165.09,9197.32,9229.55,38.59,0.00415607186052
2015/1/16,put,9245.77,9256.86,9138.29,9245.77,9353.25,146.07,0.0157314697244
2015/1/19,put,9183.76,9247.09,9174.06,9183.76,9193.46,155.77,0.0167761418428
2015/1/20,put,9188.76,9259.31,9251.69,9188.76,9125.83,92.84,0.00999869685231
2015/1/21,put,9283.79,9319.71,9319.71,9283.79,9247.87,56.92,0.00613017906973
2015/1/22,put,9336.81,9386.56,9369.51,9336.81,9304.11,24.22,0.00260844935117
2015/1/23,put,9422.0,9471.8,9470.94,9422.0,9373.06,-24.72,-0.00263040845817
2015/1/26,put,9474.56,9478.53,9477.67,9474.56,9471.45,-27.83,-0.00292969572431
2015/1/27,put,9505.56,9523.73,9521.59,9505.56,9489.53,-43.86,-0.00460067195405
2015/1/28,put,9503.2,9515.29,9510.92,9503.2,9495.48,-51.58,-0.00540271036319
2015/1/29,put,9479.36,9482.13,9426.9,9479.36,9531.82,0.880000000003,9.21749732381e-05
2015/1/30,put,9452.85,9466.65,9361.91,9452.85,9543.79,91.82,0.00961762050307
2015/2/2,put,9368.83,9410.43,9386.99,9368.83,9350.67,73.66,0.00771546423716
2015/2/3,put,9394.47,9460.17,9448.73,9394.47,9340.21,19.4,0.00203203918274
2015/2/4,put,9477.52,9533.88,9513.92,9477.52,9441.12,-17.0,-0.00178065289209
2015/2/5,put,9511.06,9517.42,9512.05,9511.06,9510.07,-17.99,-0.00188434973699
2015/2/6,put,9521.88,9521.88,9456.18,9521.88,9587.58,47.71,0.00499734996952
2015/2/9,put,9465.12,9465.12,9421.5,9465.12,9508.74,91.33,0.00956629580206
2015/2/10,put,9405.59,9435.07,9393.7,9405.59,9417.48,103.22,0.0108117053836
