date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2015/1/12,put,201502,9200,165.0,9198.02,170.0,9178.3,9229.65,9178.3,5.0,-165.0,0.030303030303
2015/1/13,put,201502,9200,162.0,9162.77,135.0,9231.8,9253.82,9161.71,-22.0,-165.0,-0.133333333333
2015/1/14,put,201502,9200,144.0,9235.9,178.0,9180.23,9242.2,9161.71,12.0,-168.5,0.0712166172107
2015/1/15,put,201502,9200,162.0,9197.32,160.0,9165.09,9219.43,9149.1,10.0,-169.5,0.0589970501475
2015/1/16,put,201502,9200,165.0,9245.77,207.0,9138.29,9256.86,9109.46,52.0,-174.5,0.297994269341
2015/1/19,put,201502,9200,156.0,9183.76,162.0,9174.06,9247.09,9151.82,58.0,-174.5,0.332378223496
2015/1/20,put,201502,9200,143.0,9188.76,112.0,9251.69,9259.31,9177.48,27.0,-174.5,0.154727793696
2015/1/21,put,201502,9300,166.0,9283.79,133.0,9319.71,9319.71,9275.68,-6.0,-182.5,-0.0328767123288
2015/1/22,put,201502,9300,120.0,9336.81,96.0,9369.51,9386.56,9336.81,-30.0,-182.5,-0.164383561644
2015/1/23,put,201502,9400,104.0,9422.0,95.0,9470.94,9471.8,9422.0,-39.0,-182.5,-0.213698630137
2015/1/26,put,201502,9500,147.0,9474.56,136.0,9477.67,9478.53,9436.47,-50.0,-229.5,-0.217864923747
2015/1/27,put,201502,9500,109.0,9505.56,102.0,9521.59,9523.73,9471.19,-57.0,-229.5,-0.248366013072
2015/1/28,put,201502,9500,130.0,9503.2,99.0,9510.92,9515.29,9471.31,-88.0,-230.5,-0.381778741866
2015/1/29,put,201502,9500,110.0,9479.36,149.0,9426.9,9482.13,9403.75,-49.0,-241.5,-0.202898550725
2015/1/30,put,201502,9500,133.0,9452.85,159.0,9361.91,9466.65,9361.91,-23.0,-245.0,-0.0938775510204
2015/2/2,put,201503,9400,169.0,9368.83,155.0,9386.99,9410.43,9352.19,-37.0,-268.0,-0.138059701493
2015/2/3,put,201503,9400,148.0,9394.47,131.0,9448.73,9460.17,9394.47,-54.0,-268.0,-0.201492537313
2015/2/4,put,201503,9500,149.0,9477.52,139.0,9513.92,9533.88,9477.52,-64.0,-279.0,-0.229390681004
2015/2/5,put,201503,9500,149.0,9511.06,140.0,9512.05,9517.42,9472.42,-73.0,-289.0,-0.252595155709
2015/2/6,put,201503,9500,130.0,9521.88,155.0,9456.18,9521.88,9448.65,-48.0,-289.0,-0.166089965398
2015/2/9,put,201503,9500,173.0,9465.12,164.0,9421.5,9465.12,9413.18,-57.0,-309.5,-0.184168012924
2015/2/10,put,201503,9400,116.0,9405.59,128.0,9393.7,9435.07,9390.13,-45.0,-309.5,-0.145395799677
2015/2/11,put,201503,9400,116.0,9430.17,109.0,9462.22,9488.72,9430.17,-52.0,-309.5,-0.168012924071
2015/2/12,put,201503,9500,141.0,9496.39,142.0,9496.31,9500.35,9447.19,-51.0,-309.5,-0.1647819063
2015/2/13,put,201503,9500,121.0,9500.04,120.0,9529.51,9542.09,9499.97,-52.0,-309.5,-0.168012924071
2015/2/24,put,201503,9600,129.0,9582.39,84.0,9629.37,9638.48,9582.39,-97.0,-309.5,-0.313408723748
2015/2/25,put,201503,9700,110.0,9655.72,104.0,9699.54,9699.54,9653.77,-103.0,-309.5,-0.332794830372
2015/2/26,put,201503,9700,105.0,9687.48,116.0,9622.1,9688.07,9610.59,-92.0,-309.5,-0.297253634895
2015/3/2,put,201504,9700,182.0,9665.11,181.0,9601.36,9690.43,9588.36,-93.0,-374.5,-0.248331108144
2015/3/3,put,201504,9600,120.0,9628.06,128.0,9605.77,9642.95,9571.64,-85.0,-374.5,-0.22696929239
2015/3/4,put,201504,9600,143.0,9596.24,121.0,9621.73,9635.18,9580.78,-107.0,-374.5,-0.285714285714
2015/3/5,put,201504,9600,122.0,9627.04,132.0,9595.09,9631.04,9564.44,-97.0,-374.5,-0.259012016021
2015/3/6,put,201504,9600,125.0,9587.59,101.0,9645.77,9645.77,9574.55,-121.0,-374.5,-0.323097463284
2015/3/9,put,201504,9600,121.0,9617.04,131.0,9562.98,9617.04,9549.76,-111.0,-374.5,-0.296395193591
2015/3/10,put,201504,9600,130.0,9566.25,148.0,9536.53,9583.78,9520.33,-93.0,-374.5,-0.248331108144
2015/3/11,put,201504,9500,133.0,9503.28,105.0,9523.18,9561.81,9472.54,-121.0,-374.5,-0.323097463284
2015/3/12,put,201504,9500,100.0,9537.23,65.0,9596.0,9608.02,9530.74,-156.0,-374.5,-0.41655540721
2015/3/13,put,201504,9600,92.0,9608.44,99.0,9579.35,9633.51,9579.35,-149.0,-374.5,-0.397863818425
2015/3/16,put,201504,9600,110.0,9583.45,123.0,9512.91,9590.76,9512.91,-136.0,-386.0,-0.352331606218
2015/3/17,put,201504,9600,102.0,9555.1,121.0,9539.44,9629.8,9539.44,-117.0,-386.0,-0.30310880829
2015/3/18,put,201504,9600,122.0,9563.74,77.0,9653.43,9653.43,9561.5,-162.0,-386.0,-0.419689119171
2015/3/19,put,201504,9700,98.0,9668.01,73.0,9736.73,9745.59,9668.01,-187.0,-403.0,-0.464019851117
2015/3/20,put,201504,9700,81.0,9706.35,72.0,9749.69,9749.69,9705.32,-196.0,-411.0,-0.476885644769
2015/3/23,put,201504,9800,115.0,9759.88,117.0,9758.09,9775.63,9729.81,-194.0,-454.0,-0.42731277533
