Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12
2000/1/4,8688,8939,8650,8843,8480.4,8190.9,8032,7847.03,2800,2190,1864,181.75,91.15,90.61,0.93,0.86,0.94,0.82
2000/1/5,8718,8870,8671,8810,8621.2,8290.3,8071.4,7862.2,2854,2417,1996,212.43,115.4,97.03,0.91,0.88,0.89,0.8
2000/1/6,8840,9005,8820,8850,8725.4,8389.3,8117.45,7879.53,2501,2476,2096,241.31,140.58,100.72,0.9,0.88,0.9,0.81
2000/1/7,8781,8870,8711,8829,8779.2,8488.1,8165.4,7896.48,2409,2511,2236,255.48,163.56,91.92,0.87,0.88,0.86,0.79
2000/1/10,8949,9200,8880,9200,8906.4,8611.1,8233.4,7920.9,2638,2640,2312,288.42,188.53,99.88,0.92,0.89,0.93,0.85
2000/1/11,9340,9340,8930,8951,8928,8704.2,8292.45,7941.92,3367,2754,2472,304.8,211.79,93.01,0.83,0.87,0.68,0.71
2000/1/12,8951,9190,8951,9190,9004,8812.6,8361.95,7967.12,2028,2589,2503,321.11,233.65,87.46,0.84,0.86,0.75,0.75
2000/1/13,9190,9195,9066,9115,9057,8891.2,8420.2,7990.98,1796,2448,2462,329.64,252.85,76.79,0.81,0.84,0.69,0.71
2000/1/14,9161,9190,8976,9073,9105.8,8942.5,8480.25,8015.58,2198,2405,2458,329,268.08,60.92,0.74,0.81,0.65,0.69
2000/1/15,9175,9230,9095,9230,9111.8,9009.1,8547.6,8041.28,1556,2189,2415,334.17,281.3,52.88,0.77,0.8,0.72,0.73
2000/1/17,9230,9390,9201,9300,9181.6,9054.8,8622.85,8067.35,1264,1768,2261,342.52,293.54,48.98,0.81,0.8,0.75,0.74
2000/1/18,9290,9298,9206,9278,9199.2,9101.6,8695.95,8093.03,607,1484,2036,342.54,303.34,39.2,0.82,0.81,0.72,0.73
2000/1/19,9240,9299,9176,9185,9213.2,9135.1,8762.2,8117.33,993,1324,1886,334.37,309.55,24.82,0.74,0.78,0.62,0.68
2000/1/20,9217,9269,9173,9269,9252.4,9179.1,8833.6,8142.22,2124,1309,1857,326.85,313.01,13.84,0.74,0.77,0.67,0.7
2000/1/21,9250,9399,9245,9350,9276.4,9194.1,8902.6,8165.58,2278,1453,1821,324.49,315.3,9.18,0.79,0.78,0.71,0.72
2000/1/24,9409,9498,9370,9498,9316,9248.8,8976.5,8192.03,2128,1626,1697,329.31,318.11,11.21,0.86,0.8,0.78,0.75
2000/1/25,9431,9452,9370,9452,9350.8,9275,9043.8,8219.23,1735,1852,1668,326.59,319.8,6.79,0.88,0.83,0.72,0.72
2000/1/26,9520,9760,9520,9722,9458.2,9335.7,9113.45,8253.3,2952,2243,1784,340.63,323.97,16.67,0.9,0.85,0.82,0.77
2000/1/27,9750,9810,9690,9730,9550.4,9401.4,9171.95,8289.38,2234,2265,1787,352.46,329.67,22.8,0.89,0.87,0.82,0.78
2000/1/28,9660,9800,9657,9800,9640.4,9458.4,9233.75,8325.73,1935,2197,1825,359.65,335.66,23.99,0.92,0.88,0.84,0.79
2000/1/29,9700,9759,9685,9759,9692.6,9504.3,9279.55,8361.4,1907,2153,1889,359.29,340.39,18.9,0.92,0.9,0.78,0.76
2000/1/31,9736,9870,9710,9867,9775.6,9563.2,9332.4,8401.83,1525,2111,1981,361.93,344.7,17.23,0.95,0.91,0.82,0.78
2000/2/1,9949,10030,9930,10030,9837.2,9647.7,9391.4,8445.97,2075,1935,2089,373.95,350.55,23.4,0.96,0.93,0.87,0.81
2000/2/9,10173,10199,10081,10149,9921,9735.7,9457.4,8491.07,1838,1856,2061,390.24,358.49,31.75,0.96,0.94,0.89,0.83
2000/2/10,10140,10195,10099,10145,9990,9815.2,9504.65,8533.9,1336,1736,1967,398.67,366.52,32.15,0.95,0.94,0.89,0.83
2000/2/11,10185,10287,10160,10167,10071.6,9882.1,9565.45,8576.98,1463,1647,1900,404.67,374.15,30.51,0.91,0.93,0.89,0.83
2000/2/14,10100,10158,9962,9980,10094.2,9934.9,9604.95,8616.17,1107,1564,1837,390.77,377.48,13.29,0.78,0.88,0.6,0.7
2000/2/15,9901,10005,9881,9988,10085.8,9961.5,9648.6,8654.82,979,1345,1640,371.08,376.2,-5.12,0.7,0.82,0.61,0.7
2000/2/16,9999,10090,9999,10090,10074,9997.5,9699.45,8693.97,636,1104,1480,359.54,372.87,-13.32,0.69,0.78,0.69,0.73
2000/2/17,10140,10328,10122,10293,10103.6,10046.8,9752.6,8735.52,2132,1263,1500,361.7,370.63,-8.93,0.77,0.77,0.79,0.77
2000/2/18,10373,10438,10131,10160,10102.2,10086.9,9795.6,8771.85,2899,1551,1599,356.34,367.77,-11.43,0.68,0.74,0.63,0.69
2000/2/19,10103,10309,10093,10286,10163.4,10128.8,9846,8807.63,2357,1801,1682,349.78,364.18,-14.4,0.7,0.73,0.7,0.72
2000/2/21,10219,10270,10000,10020,10169.8,10127.8,9887.75,8839.13,2472,2099,1722,327.4,356.82,-29.42,0.55,0.67,0.47,0.59
2000/2/22,9961,10020,9771,9875,10126.8,10100.4,9918.05,8870.97,4247,2821,1963,290.81,343.62,-52.81,0.42,0.58,0.39,0.53
2000/2/23,9820,9890,9701,9701,10008.4,10056,9935.6,8899.05,2429,2881,2072,247.89,324.47,-76.58,0.28,0.48,0.31,0.47
2000/2/24,9780,9845,9670,9740,9924.4,10013.3,9947.7,8933.05,2448,2791,2171,211.48,301.88,-90.39,0.22,0.39,0.35,0.48
2000/2/25,9750,9753,9550,9602,9787.6,9975.5,9955.2,8962.17,2380,2795,2298,170.82,275.66,-104.85,0.16,0.32,0.29,0.44
2000/2/29,9652,9720,9580,9630,9709.6,9939.7,9950.6,8993.27,1910,2683,2391,138.07,248.14,-110.08,0.14,0.26,0.32,0.45
2000/3/1,9701,9845,9701,9845,9703.6,9915.2,9956.35,9027.02,2459,2325,2573,124.31,223.38,-99.06,0.2,0.24,0.51,0.53
2000/3/2,9839,9845,9665,9693,9702,9855.2,9951,9057.77,2159,2271,2576,105.34,199.77,-94.43,0.2,0.23,0.41,0.48
2000/3/3,9700,9765,9671,9760,9706,9815.2,9951.05,9087.53,1589,2099,2445,90.48,177.91,-87.44,0.23,0.23,0.46,0.5
2000/3/4,9840,9844,9670,9675,9720.6,9754.1,9941.45,9115.08,1682,1960,2378,75.96,157.52,-81.56,0.24,0.23,0.41,0.47
2000/3/6,9630,9645,9522,9525,9699.6,9704.6,9916.2,9141.68,1956,1969,2326,50.82,136.18,-85.36,0.16,0.21,0.32,0.42
2000/3/7,9480,9585,9426,9565,9643.6,9673.6,9887,9169.93,2067,1891,2108,29.03,114.75,-85.72,0.22,0.21,0.36,0.44
2000/3/8,9530,9625,9500,9520,9609,9655.5,9855.75,9197.93,1853,1829,2050,12.1,94.22,-82.12,0.22,0.22,0.34,0.42
2000/3/9,9575,9694,9575,9687,9594.4,9650.2,9831.75,9229.88,1936,1899,1999,8.24,77.03,-68.79,0.36,0.26,0.51,0.49
2000/3/10,9710,9740,9515,9520,9563.4,9642,9808.75,9258.55,1837,1930,1945,-1.82,61.26,-63.08,0.31,0.28,0.39,0.44
2000/3/13,9430,9430,8854,8854,9429.2,9564.4,9752.05,9273.62,1938,1926,1948,-55.62,37.88,-93.5,0.21,0.26,0.18,0.29
2000/3/14,8550,8891,8529,8848,9285.8,9464.7,9689.95,9289.88,1870,1887,1889,-114.6,7.39,-121.98,0.22,0.24,0.18,0.29
2000/3/15,8735,8898,8590,8590,9099.8,9354.4,9604.8,9301.67,1152,1747,1788,-168.44,-27.78,-140.66,0.16,0.22,0.14,0.25
2000/3/16,8650,8730,8380,8664,8895.2,9244.8,9530,9316.15,3350,2029,1964,-213.28,-64.88,-148.4,0.18,0.2,0.2,0.28
2000/3/17,8701,8726,8552,8564,8704,9133.7,9443.9,9328.62,3625,2387,2158,-246.63,-101.23,-145.4,0.16,0.19,0.18,0.26
2000/3/20,8265,8265,8265,8265,8586.2,9007.7,9356.15,9335.37,274,2054,1990,-296.79,-140.34,-156.45,0.11,0.16,0.13,0.22
2000/3/21,8259,8843,8259,8843,8585.2,8935.5,9304.55,9352.07,2840,2248,2068,-298.24,-171.92,-126.32,0.2,0.18,0.47,0.41
2000/3/22,8999,9198,8840,9075,8682.2,8891,9273.25,9370.48,4516,2921,2334,-268.06,-191.15,-76.91,0.32,0.22,0.55,0.47
2000/3/23,9208,9694,9186,9636,8876.6,8885.9,9268.05,9397.42,4070,3065,2547,-202.19,-193.36,-8.84,0.53,0.33,0.69,0.58
2000/3/24,9610,9610,9420,9545,9072.8,8888.4,9265.2,9421.4,3047,2949,2668,-148.92,-184.47,35.55,0.65,0.44,0.65,0.56
2000/3/27,9520,9897,9520,9835,9386.8,8986.5,9275.45,9446.5,2883,3471,2763,-86.2,-164.82,78.62,0.76,0.54,0.72,0.61
2000/3/28,9801,9945,9751,9866,9591.4,9088.3,9276.5,9468.27,2887,3481,2864,-29.28,-137.71,108.43,0.82,0.64,0.72,0.61
2000/3/29,9780,9910,9760,9848,9746,9214.1,9284.25,9489.67,1948,2967,2944,14.41,-107.29,121.7,0.86,0.71,0.71,0.61
2000/3/30,9830,10130,9810,9983,9815.4,9346,9295.4,9508.67,2724,2698,2881,59.25,-73.98,133.23,0.88,0.77,0.75,0.63
2000/3/31,9880,9983,9836,9915,9889.4,9481.1,9307.4,9527.08,2047,2498,2724,88.58,-41.47,130.05,0.88,0.81,0.69,0.61
2000/4/1,9900,10149,9845,10149,9952.2,9669.5,9338.6,9548.73,2487,2419,2945,123.37,-8.5,131.87,0.92,0.85,0.76,0.65
2000/4/5,10209,10390,10050,10352,10049.4,9820.4,9377.95,9574.12,2820,2405,2943,166.22,26.45,139.77,0.94,0.88,0.81,0.68
2000/4/6,10380,10387,9966,10010,10081.8,9913.9,9402.45,9587.62,3023,2620,2794,182.52,57.66,124.86,0.83,0.86,0.59,0.59
2000/4/7,10070,10130,9950,10079,10101,9958.2,9422.05,9606.42,2387,2553,2625,190.51,84.23,106.28,0.77,0.83,0.61,0.6
2000/4/8,10079,10126,9975,10044,10126.8,10008.1,9448.25,9620.65,1689,2481,2490,193.63,106.11,87.52,0.66,0.77,0.59,0.59
2000/4/10,10030,10270,9930,10262,10149.4,10050.8,9518.65,9639.77,2374,2459,2439,204.53,125.79,78.74,0.71,0.75,0.68,0.63
2000/4/11,10201,10260,10122,10181,10115.2,10082.3,9585.3,9658.23,1692,2233,2319,211.15,142.86,68.28,0.69,0.73,0.62,0.61
2000/4/12,10130,10175,9942,9950,10103.2,10092.5,9653.3,9670.23,2169,2062,2341,199.42,154.18,45.24,0.53,0.66,0.48,0.54
2000/4/13,9750,9798,9552,9720,10031.4,10066.2,9706.1,9677.23,2516,2088,2320,163.49,156.04,7.45,0.42,0.58,0.37,0.48
2000/4/14,9535,9690,9311,9318,9886.2,10006.5,9743.8,9677.9,1467,2044,2262,110.49,146.93,-36.44,0.28,0.48,0.26,0.4
2000/4/15,8766,8980,8666,8700,9573.8,9861.6,9765.55,9669.82,2118,1992,2226,16.02,120.75,-104.72,0.19,0.38,0.16,0.31
2000/4/17,8710,9003,8701,9003,9338.2,9726.7,9773.55,9665.38,1287,1911,2072,-44.92,87.61,-132.54,0.2,0.32,0.31,0.38
2000/4/18,9250,9410,9172,9302,9208.6,9655.9,9784.9,9664.58,612,1600,1831,-62.73,57.55,-120.27,0.26,0.3,0.43,0.45
2000/4/19,9499,9499,9090,9090,9082.6,9557,9757.6,9657.78,502,1197,1643,-84.28,29.18,-113.46,0.26,0.29,0.38,0.41
2000/4/20,9052,9209,8852,9209,9060.8,9473.5,9740.8,9653.73,4011,1706,1875,-105.98,2.15,-108.13,0.29,0.29,0.42,0.44
2000/4/21,9175,9275,9060,9132,9147.2,9360.5,9705.65,9643.9,3008,1884,1938,-119.39,-22.16,-97.23,0.3,0.29,0.4,0.43
2000/4/24,9129,9129,8816,8816,9109.8,9224,9653.15,9628.67,2759,2178,2045,-148.92,-47.51,-101.4,0.24,0.28,0.31,0.38
2000/4/25,8784,9030,8727,9000,9049.4,9129,9610.75,9615.33,4218,2900,2250,-166.76,-71.36,-95.4,0.27,0.27,0.4,0.42
2000/4/26,9050,9050,8468,8480,8927.4,9005,9535.6,9594.02,4792,3758,2477,-204.35,-97.96,-106.39,0.18,0.24,0.28,0.35
2000/4/27,8578,8698,8510,8629,8811.4,8936.1,9471.3,9573.38,3742,3704,2705,-231.71,-124.71,-107,0.17,0.22,0.35,0.38
2000/4/28,8650,8920,8550,8850,8755,8951.1,9406.35,9553.72,4001,3902,2893,-236.46,-147.06,-89.4,0.24,0.23,0.44,0.43
