buy_or_sell,day,strike_price,number,id,PutorCall,buyprice,output_money,money_canbuy
buy,2017/1/3,9200,1,0,put,127.0,50000,43625.0
buy,2017/1/4,9200,1,0,put,115.0,50000,43540.0
buy,2017/1/23,9200,1,0,put,70.0,50000,45165.0
buy,2017/1/24,9300,1,0,put,57.0,50000,45415.0
buy,2017/2/2,9400,1,0,put,123.0,50000,41780.0
buy,2017/2/3,9300,1,0,put,102.0,50000,44625.0
buy,2017/2/6,9400,1,0,put,120.0,50000,43165.0
buy,2017/3/6,9500,1,0,put,109.0,50000,43065.0
buy,2017/3/7,9600,1,0,put,115.0,50000,42170.0
buy,2017/3/8,9600,1,0,put,89.0,50000,42845.0
buy,2017/3/9,9600,1,0,put,81.0,50000,42750.0
buy,2017/3/10,9500,1,0,put,84.0,50000,43765.0
buy,2017/3/13,9500,1,0,put,80.0,50000,45175.0
buy,2017/3/14,9600,1,0,put,82.0,50000,44625.0
buy,2017/3/15,9600,1,0,put,71.0,50000,44715.0
buy,2017/3/16,9700,1,0,put,76.0,50000,44060.0
buy,2017/3/17,9800,1,0,put,90.0,50000,42930.0
buy,2017/3/20,9800,1,0,put,80.0,50000,42930.0
buy,2017/3/31,9800,1,0,put,62.0,50000,43380.0
buy,2017/4/5,9700,1,0,put,93.0,50000,41470.0
buy,2017/4/6,9800,1,0,put,92.0,50000,41005.0
buy,2017/4/7,9800,1,0,put,103.0,50000,41785.0
buy,2017/4/10,9800,1,0,put,117.0,50000,42580.0
buy,2017/4/11,9800,1,0,put,115.0,50000,44030.0
buy,2017/4/12,9700,1,0,put,108.0,50000,46055.0
buy,2017/4/13,9700,1,0,put,110.0,50000,45365.0
buy,2017/4/14,9700,1,0,put,104.0,50000,45065.0
buy,2017/4/17,9600,1,0,put,92.0,50000,47175.0
buy,2017/4/18,9700,1,0,put,110.0,50000,45765.0
buy,2017/4/19,9600,1,0,put,97.0,50000,48015.0
buy,2017/4/20,9500,1,0,put,94.0,50000,49570.0
buy,2017/4/21,9600,1,0,put,94.0,50000,49050.0
buy,2017/4/24,9600,1,0,put,63.0,50000,50080.0
buy,2017/4/25,9600,1,0,put,48.0,50000,50465.0
buy,2017/4/26,9800,1,0,put,67.0,50000,49225.0
buy,2017/4/27,9700,1,0,put,45.0,50000,49940.0
buy,2017/4/28,9700,1,0,put,38.0,50000,50015.0
buy,2017/5/12,9900,1,0,put,97.0,50000,46825.0
buy,2017/5/15,9900,1,0,put,101.0,50000,46090.0
buy,2017/5/16,9800,1,0,put,46.0,50000,48285.0
buy,2017/5/17,9900,1,0,put,88.0,50000,46825.0
buy,2017/5/18,9800,1,0,put,86.0,50000,46435.0
buy,2017/5/19,9900,1,0,put,89.0,50000,45805.0
buy,2017/5/22,9900,1,0,put,85.0,50000,45510.0
buy,2017/5/23,9900,1,0,put,68.0,50000,45885.0
buy,2017/5/24,9800,28.0,0,put,34.0,50000,620.0
buy,2017/5/25,9800,33.0,0,put,25.0,50000,685.0
buy,2017/5/26,10000,16.0,0,put,43.5,50000,1785.0
buy,2017/5/31,9800,50.0,0,put,18.0,50000,375.0
buy,2017/6/1,9800,1,0,put,127.0,50000,51250.0
buy,2017/6/2,10000,1,0,put,170.0,50000,48415.0
buy,2017/6/3,10000,1,0,put,147.0,50000,48665.0
buy,2017/6/5,10000,1,0,put,150.0,50000,47730.0
buy,2017/6/6,10000,1,0,put,120.0,50000,48430.0
buy,2017/6/7,10000,1,0,put,126.0,50000,47480.0
buy,2017/6/8,10000,1,0,put,115.0,50000,47350.0
buy,2017/6/9,10000,1,0,put,99.0,50000,47525.0
buy,2017/6/13,10000,1,0,put,151.0,50000,46360.0
