Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,Openposition,ChangeOpenposition
2010/1/27,7639.72,7656.95,7530.41,7560.03,7817.4,8054.16,8146.85,7867.81,1201.57,1343.2,1435.55,-35.63,59.14,-94.77,0.0994,0.2157,0.1019,0.2438,56155,1386
2010/1/28,7630.16,7756.77,7607.56,7694.58,7730.74,7994.62,8125.96,7871.6,1188.49,1320.17,1406.57,-57.2,35.87,-93.07,0.1295,0.1869,0.2919,0.342,53073,-3082
2010/1/29,7593.38,7649.73,7481.9,7640.44,7673.37,7922.98,8098.58,7875.32,1185.25,1259.61,1352.46,-80.25,12.65,-92.9,0.1442,0.1727,0.2648,0.3236,53861,788
2010/2/1,7653.89,7661.7,7493.81,7524.67,7603.71,7841.66,8064.42,7876.35,918.76,1224.3,1302.92,-101.54,-10.19,-91.35,0.1134,0.1529,0.2139,0.2874,58055,4194
2010/2/2,7633.74,7635.73,7398.8,7429.61,7569.87,7759.72,8025.33,7874.56,1119.78,1122.77,1255.22,-123.26,-32.8,-90.46,0.0883,0.1314,0.1799,0.2613,59631,1576
2010/2/3,7523.79,7550.82,7441.92,7547.98,7567.46,7692.43,7986.35,7873.8,925.32,1067.52,1205.36,-134.99,-53.24,-81.75,0.1394,0.134,0.3375,0.3425,57371,-2260
2010/2/4,7563.19,7578.18,7504.96,7542.04,7536.95,7633.85,7951.58,7871.7,809.12,991.65,1155.91,-141.08,-70.81,-70.27,0.1815,0.1499,0.3336,0.3405,54743,-2628
2010/2/5,7323.16,7352.98,7196.39,7217.83,7452.43,7562.9,7898.43,7864.15,1229.54,1000.5,1130.05,-167.81,-90.21,-77.6,0.1308,0.1435,0.1907,0.251,54340,-403
2010/2/6,7244.71,7249.19,7080.9,7212.87,7390.07,7496.89,7842.88,7856.61,812.87,979.33,1101.82,-191.42,-110.45,-80.97,0.1523,0.1464,0.1892,0.2499,55080,740
2010/2/8,7236.63,7253.24,7173.18,7215.88,7347.32,7458.59,7788.2,7846.99,849.86,925.34,1024.06,-205.69,-129.5,-76.19,0.1681,0.1537,0.1938,0.2521,48399,-6681
2010/2/9,7225.71,7381.82,7197.13,7361.04,7309.93,7438.69,7746.43,7840.79,1007.83,941.84,1004.68,-205.69,-144.74,-60.96,0.2729,0.1934,0.3924,0.3506,37004,-11395
2010/2/10,7438.12,7496.34,7404.97,7441.84,7289.89,7413.42,7704.02,7835.38,1076.07,995.23,993.44,-193.7,-154.53,-39.17,0.3891,0.2586,0.4783,0.3987,27576,-9428
2010/2/22,7619.87,7619.87,7553.29,7560.04,7358.33,7405.38,7664.18,7832.04,954.04,940.13,970.32,-171.96,-158.02,-13.95,0.5472,0.3548,0.582,0.4622,20726,-6850
2010/2/23,7575.62,7597.44,7502.45,7597.44,7435.25,7412.66,7627.16,7830.62,922.48,962.05,970.69,-152.94,-157,4.06,0.6843,0.4646,0.6113,0.4811,45011,24285
2010/2/24,7516.47,7585.19,7515.38,7529.67,7498.01,7422.66,7591.19,7827.99,852.77,962.64,943.99,-138.99,-153.4,14.41,0.7337,0.5543,0.5304,0.4498,47018,2007
2010/2/25,7568.42,7568.42,7400.42,7426.96,7511.19,7410.56,7551.49,7823.2,1016.16,964.3,953.07,-133.19,-149.36,16.17,0.7032,0.604,0.4275,0.4062,51638,4620
2010/2/26,7451.17,7479.28,7383.68,7436.1,7510.04,7399.97,7516.91,7817.86,818.7,912.83,954.03,-128.88,-145.26,16.38,0.6885,0.6321,0.4391,0.4117,50532,-1106
2010/3/1,7492.84,7620.56,7451.09,7577.75,7513.58,7435.96,7499.43,7815.17,1041.33,930.29,935.21,-114.22,-139.05,24.83,0.7604,0.6749,0.5928,0.4919,52094,1562
2010/3/2,7649.62,7664.49,7592.66,7597.62,7513.62,7474.43,7485.66,7816.95,977.02,941.2,951.63,-96.95,-130.63,33.69,0.7926,0.7141,0.6108,0.5023,51293,-801
2010/3/3,7628.78,7670.25,7604.86,7629.52,7533.59,7515.8,7487.2,7817.74,857.89,942.22,952.43,-80.67,-120.64,39.97,0.8143,0.7475,0.6413,0.5195,51406,113
2010/3/4,7664,7664,7524.19,7569.8,7562.16,7536.67,7487.68,7816.42,952.87,929.56,946.93,-71.12,-110.74,39.62,0.7594,0.7515,0.5453,0.4852,51817,411
2010/3/5,7659.76,7694.89,7618,7666.26,7608.19,7559.12,7486.27,7816.23,921.36,950.09,931.46,-56.49,-99.89,43.4,0.8089,0.7706,0.6475,0.5388,50799,-1018
2010/3/8,7741.8,7763.76,7716.28,7762.27,7645.09,7579.34,7492.36,7817.52,1053.49,952.53,941.41,-37.22,-87.36,50.13,0.8713,0.8042,0.7221,0.5856,52404,1605
2010/3/9,7762.4,7770.59,7737.65,7770.59,7679.69,7596.65,7504.66,7819.51,889.52,935.03,938.11,-20.81,-74.05,53.24,0.9142,0.8409,0.7281,0.5896,52333,-71
2010/3/10,7797.7,7803.27,7736.7,7779.08,7709.6,7621.6,7522.13,7819.57,858.92,935.23,938.73,-6.74,-60.58,53.84,0.9236,0.8684,0.7351,0.5939,52470,137
2010/3/11,7817.59,7818.84,7749.4,7749.66,7745.57,7653.86,7532.21,7819.25,934.07,931.47,930.52,3.75,-47.72,51.47,0.8864,0.8744,0.6641,0.5713,53340,870
2010/3/12,7773.52,7773.52,7726.09,7748.33,7761.99,7685.09,7542.53,7818.44,790.55,905.31,927.7,10.5,-36.07,46.58,0.8445,0.8644,0.6607,0.5702,50641,-2699
2010/3/15,7750.87,7766.36,7634.92,7634.92,7736.52,7690.81,7563.38,7817.72,759.39,846.49,899.51,9.19,-27.02,36.21,0.6882,0.8057,0.431,0.4855,43617,-7024
2010/3/16,7671.41,7695.81,7645.17,7695.63,7721.52,7700.61,7587.52,7816.06,676.31,803.85,869.44,9.28,-19.76,29.04,0.6528,0.7547,0.5349,0.5266,34762,-8855
2010/3/17,7763.43,7849.38,7762.85,7847.84,7735.28,7722.44,7619.12,7816.54,1188.57,869.78,902.5,20.72,-11.66,32.38,0.7663,0.7586,0.6998,0.6114,28298,-6464
2010/3/18,7861.27,7922.48,7847.55,7886.34,7762.61,7754.09,7645.38,7817.85,1372.12,957.39,944.43,34.13,-2.51,36.64,0.8023,0.7732,0.7289,0.6297,39309,11011
2010/3/19,7899.01,7899.01,7859.29,7897.91,7792.53,7777.26,7668.19,7820.29,1153.27,1029.93,967.62,44.48,6.89,37.59,0.8397,0.7953,0.7381,0.6353,41304,1995
2010/3/22,7861.9,7872.78,7791.25,7835.98,7832.74,7784.63,7681.98,7821.85,1061.02,1090.26,968.37,47.73,15.06,32.67,0.7929,0.7945,0.6063,0.5835,41969,665
2010/3/23,7880.12,7889.04,7804.4,7811.87,7855.99,7788.76,7692.7,7822.83,1212.91,1197.58,1000.71,49.35,21.92,27.44,0.7337,0.7743,0.5596,0.564,42008,39
2010/3/24,7875.27,7881.37,7822.71,7822.71,7850.96,7793.12,7707.36,7823.42,1166.02,1193.07,1031.42,50.71,27.67,23.03,0.7068,0.7518,0.5772,0.571,43787,1779
2010/3/25,7824.74,7856.31,7753.51,7838.1,7841.31,7801.96,7727.91,7823.12,1070.09,1132.66,1045.02,49.93,32.13,17.8,0.7067,0.7368,0.6041,0.5815,44200,413
2010/3/26,7808.15,7909.41,7770.42,7876.86,7837.1,7814.82,7749.95,7822.71,1214.05,1144.82,1087.38,51.69,36.04,15.65,0.7497,0.7411,0.6679,0.6078,41602,-2598
2010/3/29,7918.95,7961.14,7909.06,7947.45,7859.4,7846.07,7768.44,7822.44,1215.07,1175.63,1132.94,59.09,40.65,18.44,0.8111,0.7644,0.7545,0.6513,42555,953
2010/3/30,7992.12,7994.62,7942.47,7962.22,7889.47,7872.73,7786.67,7822.27,1148.21,1162.69,1180.13,66.14,45.75,20.39,0.8293,0.786,0.7696,0.66,43555,1000
