date,dateline,type,strike_price,callorput,open,high,low,close,open_interest
2016/1/4,201601,TXO,8400,put,223,406,212,361,3044
2016/1/4,201601,TXO,8500,call,53,64,13.5,13.5,22812
2016/1/4,201601,TXO,8500,put,293,480,275,436,3307
2016/1/4,201601,TXO,8600,call,30,35.5,6.6,6.6,25359
2016/1/4,201601,TXO,8600,put,357,575,357,525,684
2016/1/4,201601,TXO,8700,call,14,17,3,3.3,24298
2016/1/4,201601,TXO,8700,put,429,645,429,640,407
2016/1/4,201601,TXO,8800,call,6.5,7.3,1.2,2.6,35763
2016/1/4,201601,TXO,8800,put,620,750,620,690,527
2016/1/4,201601,TXO,8900,call,2.5,3,0.9,1.4,14419
2016/1/4,201601,TXO,8900,put,665,825,665,825,254
2016/1/4,201601,TXO,9000,call,1.3,1.4,0.7,1.1,15458
2016/1/4,201601,TXO,9000,put,830,925,830,925,84
2016/1/4,201601,TXO,9100,call,0.6,0.9,0.4,0.9,4910
2016/1/4,201601,TXO,9100,put,0,0,0,0,11
2016/1/4,201601,TXO,9200,call,0.4,0.8,0.2,0.7,3694
2016/1/4,201601,TXO,9200,put,0,0,0,0,6
2016/1/4,201601,TXO,9300,call,0.3,0.5,0.2,0.5,4067
2016/1/4,201601,TXO,9300,put,0,0,0,0,16
2016/1/4,201601,TXO,9400,call,0.3,0.5,0.3,0.5,2836
2016/1/4,201601,TXO,9400,put,0,0,0,0,10
2016/1/4,201601,TXO,9500,call,0.2,0.5,0.2,0.5,4192
2016/1/4,201601,TXO,9500,put,0,0,0,0,1
2016/1/4,201601,TXO,9600,call,0.5,0.5,0.2,0.5,1824
2016/1/4,201601,TXO,9600,put,0,0,0,0,0
2016/1/4,201601,TXO,9700,call,0.5,0.5,0.2,0.5,1226
2016/1/4,201601,TXO,9700,put,0,0,0,0,0
2016/1/4,201601,TXO,9800,call,0.3,0.5,0.2,0.5,1116
2016/1/4,201601,TXO,9800,put,0,0,0,0,10
2016/1/4,201601,TXO,9900,call,0.3,0.5,0.2,0.5,469
2016/1/4,201601,TXO,9900,put,0,0,0,0,0
2016/1/4,201601,TXO,10000,call,0.5,0.5,0.5,0.5,814
2016/1/4,201601,TXO,10000,put,0,0,0,0,0
2016/1/4,201601,TXO,10200,call,0,0,0,0,417
2016/1/4,201601,TXO,10200,put,0,0,0,0,0
2016/1/4,201602,TXO,6800,call,0,0,0,0,0
2016/1/4,201602,TXO,6800,put,8,19,8,19,1673
2016/1/4,201602,TXO,6900,call,0,0,0,0,0
2016/1/4,201602,TXO,6900,put,11,24,10.5,23,1070
2016/1/4,201602,TXO,7000,call,0,0,0,0,0
2016/1/4,201602,TXO,7000,put,14,31.5,14,30,2725
2016/1/4,201602,TXO,7100,call,0,0,0,0,0
2016/1/4,201602,TXO,7100,put,17.5,38.5,17.5,37,775
2016/1/4,201602,TXO,7200,call,0,0,0,0,0
2016/1/4,201602,TXO,7200,put,23,49,23,46,1557
2016/1/4,201602,TXO,7300,call,840,840,810,810,7
2016/1/4,201602,TXO,7300,put,28,61,28,56,1473
2016/1/4,201602,TXO,7400,call,0,0,0,0,0
2016/1/4,201602,TXO,7400,put,36.5,75,36.5,70,873
2016/1/4,201602,TXO,7500,call,700,700,635,640,5
2016/1/4,201602,TXO,7500,put,52,92,46,85,1128
2016/1/4,201602,TXO,7600,call,555,580,555,560,34
2016/1/4,201602,TXO,7600,put,62,112,58,103,1520
2016/1/4,201602,TXO,7700,call,475,505,474,478,26
2016/1/4,201602,TXO,7700,put,71,138,71,127,2170
2016/1/4,201602,TXO,7800,call,500,500,400,404,48
2016/1/4,201602,TXO,7800,put,91,166,88,153,1805
2016/1/4,201602,TXO,7900,call,345,359,332,342,33
2016/1/4,201602,TXO,7900,put,112,202,110,183,895
2016/1/4,201602,TXO,8000,call,399,399,271,271,63
2016/1/4,201602,TXO,8000,put,138,242,132,217,987
2016/1/4,201602,TXO,8100,call,286,286,213,215,223
2016/1/4,201602,TXO,8100,put,167,280,162,260,427
2016/1/4,201602,TXO,8200,call,271,275,162,165,566
2016/1/4,201602,TXO,8200,put,200,330,200,310,2440
2016/1/4,201602,TXO,8300,call,213,213,118,122,619
2016/1/4,201602,TXO,8300,put,243,399,243,369,457
2016/1/4,201602,TXO,8400,call,152,165,83,83,2228
2016/1/4,201602,TXO,8400,put,296,463,286,432,5085
2016/1/4,201602,TXO,8500,call,118,120,55,55,1455
2016/1/4,201602,TXO,8500,put,425,505,425,500,55
2016/1/4,201602,TXO,8600,call,82,85,35,35.5,2565
2016/1/4,201602,TXO,8600,put,500,530,500,530,74
2016/1/4,201602,TXO,8700,call,54,55,21.5,22,3408
2016/1/4,201602,TXO,8700,put,0,0,0,0,41
2016/1/4,201602,TXO,8800,call,33,34.5,12,12.5,1762
2016/1/4,201602,TXO,8800,put,0,0,0,0,21
2016/1/4,201602,TXO,8900,call,17.5,19.5,6.8,6.9,3583
2016/1/4,201602,TXO,8900,put,735,735,735,735,0
2016/1/4,201602,TXO,9000,call,10.5,10.5,4.4,4.6,3138
2016/1/4,201602,TXO,9000,put,0,0,0,0,22
2016/1/4,201602,TXO,9100,call,5.7,5.7,2.7,2.7,1104
2016/1/4,201602,TXO,9100,put,0,0,0,0,20
2016/1/4,201602,TXO,9200,call,3,3.2,2,2.2,1092
2016/1/4,201602,TXO,9200,put,0,0,0,0,2
2016/1/4,201602,TXO,9300,call,1,1,1,1,732
2016/1/4,201602,TXO,9300,put,0,0,0,0,1
2016/1/4,201602,TXO,9400,call,1.4,1.8,1,1.8,445
2016/1/4,201602,TXO,9400,put,0,0,0,0,0
2016/1/4,201602,TXO,9500,call,1,1,1,1,623
2016/1/4,201602,TXO,9500,put,0,0,0,0,0
2016/1/4,201602,TXO,9600,call,1,1,1,1,331
2016/1/4,201602,TXO,9600,put,0,0,0,0,0
2016/1/4,201602,TXO,9700,call,1,1,1,1,60
2016/1/4,201602,TXO,9700,put,0,0,0,0,0
2016/1/4,201602,TXO,9800,call,1,1,1,1,250
2016/1/4,201602,TXO,9800,put,0,0,0,0,0
2016/1/4,201603,TXO,5800,call,0,0,0,0,1
2016/1/4,201603,TXO,5800,put,6.1,11.5,6.1,11.5,4112
2016/1/4,201603,TXO,5900,call,0,0,0,0,0
2016/1/4,201603,TXO,5900,put,6.9,11,6.9,11,247
2016/1/4,201603,TXO,6000,call,0,0,0,0,0
2016/1/4,201603,TXO,6000,put,8.3,14,8,14,2007
2016/1/4,201603,TXO,6100,call,0,0,0,0,0
2016/1/4,201603,TXO,6100,put,9.1,14.5,9.1,13,60
2016/1/4,201603,TXO,6200,call,0,0,0,0,0
2016/1/4,201603,TXO,6200,put,13.5,18.5,13.5,18.5,1008
2016/1/4,201603,TXO,6300,call,0,0,0,0,0
2016/1/4,201603,TXO,6300,put,14,20,14,19,172
2016/1/4,201603,TXO,6400,call,0,0,0,0,0
2016/1/4,201603,TXO,6400,put,17.5,24,17.5,24,1624
2016/1/4,201603,TXO,6500,call,0,0,0,0,0
2016/1/4,201603,TXO,6500,put,17.5,27,17,27,440
2016/1/4,201603,TXO,6600,call,0,0,0,0,0
2016/1/4,201603,TXO,6600,put,20,32.5,20,32.5,1730
2016/1/4,201603,TXO,6700,call,0,0,0,0,0
2016/1/4,201603,TXO,6700,put,27,37,27,32.5,422
2016/1/4,201603,TXO,6800,call,0,0,0,0,1
2016/1/4,201603,TXO,6800,put,27.5,45,26.5,44,1674
2016/1/4,201603,TXO,6900,call,0,0,0,0,0
2016/1/4,201603,TXO,6900,put,36,53,36,53,493
2016/1/4,201603,TXO,7000,call,0,0,0,0,22
2016/1/4,201603,TXO,7000,put,37,63,37,63,5092
2016/1/4,201603,TXO,7100,call,0,0,0,0,0
2016/1/4,201603,TXO,7100,put,56,72,55,70,153
2016/1/4,201603,TXO,7200,call,0,0,0,0,8
2016/1/4,201603,TXO,7200,put,51,85,51,85,5754
2016/1/4,201603,TXO,7300,call,0,0,0,0,0
2016/1/4,201603,TXO,7300,put,62,99,60,96,483
2016/1/4,201603,TXO,7400,call,0,0,0,0,203
2016/1/4,201603,TXO,7400,put,73,118,70,112,2351
2016/1/4,201603,TXO,7500,call,850,850,695,705,11
2016/1/4,201603,TXO,7500,put,84,137,84,132,1390
2016/1/4,201603,TXO,7600,call,0,0,0,0,241
2016/1/4,201603,TXO,7600,put,102,164,96,153,2811
2016/1/4,201603,TXO,7700,call,0,0,0,0,5
2016/1/4,201603,TXO,7700,put,114,184,114,174,412
2016/1/4,201603,TXO,7800,call,0,0,0,0,287
2016/1/4,201603,TXO,7800,put,137,223,135,206,2916
2016/1/4,201603,TXO,7900,call,0,0,0,0,3
2016/1/4,201603,TXO,7900,put,162,238,162,238,217
2016/1/4,201603,TXO,8000,call,345,345,345,345,439
2016/1/4,201603,TXO,8000,put,227,295,227,275,2108
2016/1/4,201603,TXO,8100,call,343,343,265,267,59
2016/1/4,201603,TXO,8100,put,227,342,227,312,80
2016/1/4,201603,TXO,8200,call,317,317,214,215,599
2016/1/4,201603,TXO,8200,put,315,392,315,371,1250
2016/1/4,201603,TXO,8300,call,206,206,165,170,244
2016/1/4,201603,TXO,8300,put,328,450,328,429,329
2016/1/4,201603,TXO,8400,call,216,216,128,129,1358
2016/1/4,201603,TXO,8400,put,350,500,350,486,1689
2016/1/4,201603,TXO,8500,call,156,156,95,95,248
2016/1/4,201603,TXO,8500,put,545,545,545,545,36
2016/1/4,201603,TXO,8600,call,108,108,72,74,2459
2016/1/4,201603,TXO,8600,put,645,645,595,595,1129
2016/1/4,201603,TXO,8700,call,94,94,52,53,803
2016/1/4,201603,TXO,8700,put,0,0,0,0,171
2016/1/4,201603,TXO,8800,call,71,71,36.5,36.5,2424
2016/1/4,201603,TXO,8800,put,790,820,790,820,795
2016/1/4,201603,TXO,8900,call,44,44,26,26,979
2016/1/4,201603,TXO,8900,put,0,0,0,0,0
2016/1/4,201603,TXO,9000,call,37.5,37.5,18.5,18.5,2804
2016/1/4,201603,TXO,9000,put,0,0,0,0,1143
2016/1/4,201603,TXO,9100,call,26,26,13,13,469
2016/1/4,201603,TXO,9100,put,0,0,0,0,2
2016/1/4,201603,TXO,9200,call,17.5,18,10,10,4648
2016/1/4,201603,TXO,9200,put,1140,1150,1140,1140,309
2016/1/4,201603,TXO,9300,call,11,12,7,7.3,454
2016/1/4,201603,TXO,9300,put,0,0,0,0,10
2016/1/4,201603,TXO,9400,call,8.2,8.3,5.5,5.5,3399
2016/1/4,201603,TXO,9400,put,1150,1330,1140,1330,707
2016/1/4,201603,TXO,9500,call,5.7,5.7,3.4,3.5,278
2016/1/4,201603,TXO,9500,put,0,0,0,0,0
2016/1/4,201603,TXO,9600,call,4.2,4.3,2.9,3,3372
2016/1/4,201603,TXO,9600,put,0,0,0,0,222
2016/1/4,201603,TXO,9700,call,3.2,3.2,3.2,3.2,201
2016/1/4,201603,TXO,9700,put,0,0,0,0,0
2016/1/4,201603,TXO,9800,call,2.5,2.5,2,2,2816
2016/1/4,201603,TXO,9800,put,0,0,0,0,176
2016/1/4,201603,TXO,9900,call,0,0,0,0,144
2016/1/4,201603,TXO,9900,put,0,0,0,0,0
2016/1/4,201603,TXO,10000,call,1.6,1.6,1.3,1.3,4401
2016/1/4,201603,TXO,10000,put,0,0,0,0,0
2016/1/4,201603,TXO,10200,call,0,0,0,0,2
2016/1/4,201603,TXO,10200,put,0,0,0,0,0
2016/1/4,201603,TXO,10400,call,0.4,0.4,0.4,0.4,5656
2016/1/4,201603,TXO,10400,put,0,0,0,0,0
2016/1/4,201603,TXO,10600,call,0,0,0,0,0
2016/1/4,201603,TXO,10600,put,0,0,0,0,0
2016/1/4,201603,TXO,10800,call,0,0,0,0,2914
2016/1/4,201603,TXO,10800,put,0,0,0,0,4
2016/1/4,201603,TXO,11000,call,0,0,0,0,0
2016/1/4,201603,TXO,11000,put,0,0,0,0,0
2016/1/4,201603,TXO,11200,call,0,0,0,0,3750
2016/1/4,201603,TXO,11200,put,0,0,0,0,7
2016/1/4,201603,TXO,11400,call,1.5,1.5,0.2,0.2,550
2016/1/4,201603,TXO,11400,put,0,0,0,0,0
2016/1/4,201603,TXO,11600,call,0,0,0,0,7614
2016/1/4,201603,TXO,11600,put,0,0,0,0,35
2016/1/4,201606,TXO,6400,call,0,0,0,0,0
2016/1/4,201606,TXO,6400,put,52,68,51,67,2106
2016/1/4,201606,TXO,6600,call,0,0,0,0,0
2016/1/4,201606,TXO,6600,put,65,85,65,85,1913
2016/1/4,201606,TXO,6800,call,0,0,0,0,0
2016/1/4,201606,TXO,6800,put,76,112,76,112,1382
2016/1/4,201606,TXO,7000,call,0,0,0,0,1
2016/1/4,201606,TXO,7000,put,100,138,100,135,1818
2016/1/4,201606,TXO,7200,call,0,0,0,0,10
2016/1/4,201606,TXO,7200,put,135,172,135,159,913
2016/1/4,201606,TXO,7400,call,0,0,0,0,2
2016/1/4,201606,TXO,7400,put,190,217,190,205,1094
2016/1/4,201606,TXO,7600,call,695,695,690,690,918
2016/1/4,201606,TXO,7600,put,251,271,250,262,755
2016/1/4,201606,TXO,7800,call,0,0,0,0,52
2016/1/4,201606,TXO,7800,put,287,335,287,328,496
2016/1/4,201606,TXO,8000,call,535,535,396,430,102
2016/1/4,201606,TXO,8000,put,315,395,315,395,612
2016/1/4,201606,TXO,8200,call,350,350,310,310,244
2016/1/4,201606,TXO,8200,put,427,485,427,485,311
2016/1/4,201606,TXO,8400,call,335,335,224,240,383
2016/1/4,201606,TXO,8400,put,540,635,540,600,716
2016/1/4,201606,TXO,8600,call,215,215,170,173,757
2016/1/4,201606,TXO,8600,put,650,750,650,715,557
2016/1/4,201606,TXO,8800,call,140,144,113,113,605
2016/1/4,201606,TXO,8800,put,750,895,750,870,262
2016/1/4,201606,TXO,9000,call,119,119,77,78,1264
2016/1/4,201606,TXO,9000,put,1000,1000,1000,1000,414
2016/1/4,201606,TXO,9200,call,81,81,50,50,1050
2016/1/4,201606,TXO,9200,put,1230,1230,1210,1210,105
2016/1/4,201606,TXO,9400,call,51,51,33,33.5,1788
2016/1/4,201606,TXO,9400,put,0,0,0,0,40
2016/1/4,201606,TXO,9600,call,32,32,20.5,21.5,1224
2016/1/4,201606,TXO,9600,put,0,0,0,0,23
2016/1/4,201606,TXO,9800,call,20.5,20.5,15.5,15.5,1835
2016/1/4,201606,TXO,9800,put,0,0,0,0,1
2016/1/4,201606,TXO,10000,call,14,14.5,10,11,1609
2016/1/4,201606,TXO,10000,put,0,0,0,0,1
2016/1/4,201606,TXO,10400,call,7,7,5.6,5.6,2224
2016/1/4,201606,TXO,10400,put,0,0,0,0,20
2016/1/4,201606,TXO,10800,call,0,0,0,0,6407
2016/1/4,201606,TXO,10800,put,0,0,0,0,21
2016/1/4,201609,TXO,6400,call,0,0,0,0,0
2016/1/4,201609,TXO,6400,put,101,131,101,128,982
2016/1/4,201609,TXO,6600,call,0,0,0,0,0
2016/1/4,201609,TXO,6600,put,149,160,149,159,134
2016/1/4,201609,TXO,6800,call,0,0,0,0,45
2016/1/4,201609,TXO,6800,put,188,198,188,198,26
2016/1/4,201609,TXO,7000,call,0,0,0,0,20
2016/1/4,201609,TXO,7000,put,240,245,239,245,60
2016/1/4,201609,TXO,7200,call,0,0,0,0,0
2016/1/4,201609,TXO,7200,put,265,303,265,303,73
2016/1/4,201609,TXO,7400,call,0,0,0,0,3
2016/1/4,201609,TXO,7400,put,340,340,340,340,27
2016/1/4,201609,TXO,7600,call,610,610,610,610,0
2016/1/4,201609,TXO,7600,put,401,401,401,401,11
2016/1/4,201609,TXO,7800,call,0,0,0,0,9
2016/1/4,201609,TXO,7800,put,530,530,530,530,24
2016/1/4,201609,TXO,8000,call,422,422,371,371,69
2016/1/4,201609,TXO,8000,put,505,615,505,610,14
2016/1/4,201609,TXO,8200,call,0,0,0,0,3
2016/1/4,201609,TXO,8200,put,0,0,0,0,32
2016/1/4,201609,TXO,8400,call,262,262,238,238,149
2016/1/4,201609,TXO,8400,put,895,895,880,880,1
2016/1/4,201609,TXO,8600,call,189,189,169,170,28
2016/1/4,201609,TXO,8600,put,0,0,0,0,2
2016/1/4,201609,TXO,8800,call,148,148,117,117,32
2016/1/4,201609,TXO,8800,put,0,0,0,0,0
2016/1/4,201609,TXO,9000,call,113,113,86,90,369
2016/1/4,201609,TXO,9000,put,0,0,0,0,30
2016/1/4,201609,TXO,9200,call,84,85,55,56,382
2016/1/4,201609,TXO,9200,put,0,0,0,0,0
2016/1/4,201609,TXO,9400,call,48,55,38.5,40,326
2016/1/4,201609,TXO,9400,put,0,0,0,0,20
2016/1/4,201609,TXO,9600,call,33,34,30,30,415
2016/1/4,201609,TXO,9600,put,0,0,0,0,0
2016/1/4,201609,TXO,9800,call,23.5,23.5,21,21.5,201
2016/1/4,201609,TXO,9800,put,0,0,0,0,0
2016/1/4,201609,TXO,10000,call,14,15,13.5,15,222
2016/1/4,201609,TXO,10000,put,0,0,0,0,0
2016/1/4,201609,TXO,10400,call,10,10,10,10,6
2016/1/4,201609,TXO,10400,put,0,0,0,0,0
2016/1/5,201601W1,TXO,7500,call,0,0,0,0,0
2016/1/5,201601W1,TXO,7500,put,0.2,0.3,0.2,0.3,5
2016/1/5,201601W1,TXO,7600,call,0,0,0,0,0
2016/1/5,201601W1,TXO,7600,put,0.3,0.6,0.3,0.4,65
2016/1/5,201601W1,TXO,7700,call,0,0,0,0,44
2016/1/5,201601W1,TXO,7700,put,2,2,0.2,0.4,4346
2016/1/5,201601W1,TXO,7800,call,321,340,244,255,40
2016/1/5,201601W1,TXO,7800,put,0.4,2.9,0.1,0.8,8229
2016/1/5,201601W1,TXO,7900,call,215,245,144,162,211
2016/1/5,201601W1,TXO,7900,put,6.8,7.8,0.5,2.7,25496
2016/1/5,201601W1,TXO,7950,call,166,199,100,115,429
2016/1/5,201601W1,TXO,7950,put,11.5,14.5,1.2,7.3,6908
2016/1/5,201601W1,TXO,8000,call,117,153,61,74,6966
2016/1/5,201601W1,TXO,8000,put,16,24.5,3.1,16.5,20602
2016/1/5,201601W1,TXO,8050,call,91,108,31,39,8702
2016/1/5,201601W1,TXO,8050,put,25.5,41.5,7.3,33,11427
2016/1/5,201601W1,TXO,8100,call,56,65,13,17,15213
2016/1/5,201601W1,TXO,8100,put,40,73,16,61,11105
2016/1/5,201601W1,TXO,8150,call,29,34.5,4.5,6.3,21154
2016/1/5,201601W1,TXO,8150,put,62,114,32,100,9048
2016/1/5,201601W1,TXO,8200,call,11,14.5,1.5,1.7,20463
2016/1/5,201601W1,TXO,8200,put,94,160,62,142,6995
2016/1/5,201601W1,TXO,8250,call,4,4.9,0.9,1,19691
2016/1/5,201601W1,TXO,8250,put,120,207,104,190,4371
2016/1/5,201601W1,TXO,8300,call,1.3,1.5,0.4,0.4,19875
2016/1/5,201601W1,TXO,8300,put,181,255,91,245,3151
2016/1/5,201601W1,TXO,8350,call,0.8,0.9,0.3,0.3,13826
2016/1/5,201601W1,TXO,8350,put,245,308,202,292,1908
2016/1/5,201601W1,TXO,8400,call,0.4,0.5,0.2,0.4,13527
2016/1/5,201601W1,TXO,8400,put,299,356,252,342,603
2016/1/5,201601W1,TXO,8450,call,0.5,0.5,0.2,0.3,8041
2016/1/5,201601W1,TXO,8450,put,336,338,322,322,220
2016/1/5,201601W1,TXO,8500,call,0.2,0.3,0.1,0.3,7179
2016/1/5,201601W1,TXO,8500,put,429,433,403,433,69
2016/1/5,201601W1,TXO,8550,call,0,0,0,0,215
2016/1/5,201601W1,TXO,8550,put,0,0,0,0,0
2016/1/5,201601W1,TXO,8600,call,0.3,0.3,0.3,0.3,3442
2016/1/5,201601W1,TXO,8600,put,0,0,0,0,8
2016/1/5,201601W1,TXO,8700,call,0,0,0,0,732
2016/1/5,201601W1,TXO,8700,put,0,0,0,0,0
2016/1/5,201601W1,TXO,8800,call,0.4,0.4,0.4,0.4,33
2016/1/5,201601W1,TXO,8800,put,0,0,0,0,20
2016/1/5,201601W1,TXO,8900,call,0,0,0,0,0
2016/1/5,201601W1,TXO,8900,put,0,0,0,0,20
2016/1/5,201601W1,TXO,9000,call,0.1,0.1,0.1,0.1,2
2016/1/5,201601W1,TXO,9000,put,0,0,0,0,0
2016/1/5,201601,TXO,6800,call,1280,1280,1280,1280,4
2016/1/5,201601,TXO,6800,put,2.9,3,1.6,2.8,7150
2016/1/5,201601,TXO,6900,call,0,0,0,0,0
2016/1/5,201601,TXO,6900,put,3.3,3.8,2,3.5,5946
2016/1/5,201601,TXO,7000,call,0,0,0,0,0
2016/1/5,201601,TXO,7000,put,5.5,5.5,2.9,5,11751
2016/1/5,201601,TXO,7100,call,0,0,0,0,0
2016/1/5,201601,TXO,7100,put,7.4,8,4.3,7.4,9705
2016/1/5,201601,TXO,7200,call,0,0,0,0,50
2016/1/5,201601,TXO,7200,put,11.5,12,6.2,11,15202
2016/1/5,201601,TXO,7300,call,0,0,0,0,21
2016/1/5,201601,TXO,7300,put,16,17.5,9.3,17,16344
2016/1/5,201601,TXO,7400,call,0,0,0,0,54
2016/1/5,201601,TXO,7400,put,21.5,26,14,24.5,19445
2016/1/5,201601,TXO,7500,call,555,555,555,555,66
2016/1/5,201601,TXO,7500,put,31,37.5,21,36,21195
2016/1/5,201601,TXO,7600,call,525,550,477,477,81
2016/1/5,201601,TXO,7600,put,42,52,30,49,17978
2016/1/5,201601,TXO,7700,call,440,451,387,388,115
2016/1/5,201601,TXO,7700,put,57,71,43,68,21339
2016/1/5,201601,TXO,7800,call,355,385,309,311,792
2016/1/5,201601,TXO,7800,put,78,95,58,90,21606
2016/1/5,201601,TXO,7900,call,278,305,238,243,1491
2016/1/5,201601,TXO,7900,put,97,124,80,120,17252
2016/1/5,201601,TXO,8000,call,210,235,174,180,3935
2016/1/5,201601,TXO,8000,put,128,163,106,156,26378
2016/1/5,201601,TXO,8100,call,147,168,118,124,5067
2016/1/5,201601,TXO,8100,put,170,208,138,200,10710
2016/1/5,201601,TXO,8200,call,100,112,75,80,9064
2016/1/5,201601,TXO,8200,put,209,265,182,253,10853
2016/1/5,201601,TXO,8300,call,55,68,43,46,22928
2016/1/5,201601,TXO,8300,put,272,330,240,322,10367
2016/1/5,201601,TXO,8400,call,30,36.5,22.5,25,24716
2016/1/5,201601,TXO,8400,put,342,410,307,395,2866
2016/1/5,201601,TXO,8500,call,14,17,10.5,12,24313
2016/1/5,201601,TXO,8500,put,421,497,391,480,3131
2016/1/5,201601,TXO,8600,call,8,8,5.4,6.5,24636
2016/1/5,201601,TXO,8600,put,530,590,480,590,663
2016/1/5,201601,TXO,8700,call,3.3,3.9,3,3.9,24124
2016/1/5,201601,TXO,8700,put,610,670,600,670,425
2016/1/5,201601,TXO,8800,call,2.5,3.3,1.9,3.1,33553
2016/1/5,201601,TXO,8800,put,680,780,680,775,535
2016/1/5,201601,TXO,8900,call,0.5,2,0.5,1.8,13821
2016/1/5,201601,TXO,8900,put,785,870,785,870,257
