date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2016/1/18,call,7513.0,7828.0,7810.0,7513.0,7810.0,297.0,0.0395314787701
2016/1/19,call,7786.0,7868.0,7866.0,7786.0,7866.0,377.0,0.0501796885399
2016/1/20,call,7797.0,7804.0,7704.0,7797.0,7704.0,284.0,0.0378011446826
2016/1/21,call,7659.0,7706.0,7613.0,7659.0,7613.0,238.0,0.031678424065
2016/1/22,call,7730.0,7752.0,7748.0,7730.0,7748.0,256.0,0.0340742712631
2016/1/25,call,7768.0,7881.0,7835.0,7768.0,7835.0,323.0,0.0429921469453
2016/1/26,call,7784.0,7810.0,7778.0,7784.0,7778.0,317.0,0.0421935312126
2016/1/27,call,7850.0,7859.0,7838.0,7850.0,7838.0,305.0,0.040488517191
2016/1/28,call,7800.0,7903.0,7858.0,7800.0,7858.0,363.0,0.0481879729192
2016/1/29,call,7841.0,8073.0,8053.0,7841.0,8053.0,575.0,0.0763308110978
2016/1/30,call,8103.0,8167.0,8164.0,8103.0,8164.0,636.0,0.084428514536
2016/2/1,put,8131.0,8150.0,8126.0,8131.0,8136.0,641.0,0.0850922607195
2016/2/2,put,8079.0,8149.0,8104.0,8079.0,8054.0,616.0,0.0817735298022
2016/2/3,put,8026.0,8085.0,8036.0,8026.0,8016.0,606.0,0.0804460374353
2016/2/15,put,7920.0,8068.0,8043.0,7920.0,7797.0,483.0,0.0641178813222
2016/2/16,put,8080.0,8232.0,8206.0,8080.0,7954.0,357.0,0.0469922337765
2016/2/17,put,8232.0,8251.0,8212.0,8232.0,8252.0,377.0,0.047873015873
2016/2/18,put,8290.0,8332.0,8285.0,8290.0,8295.0,382.0,0.0482749905219
2016/2/19,put,8278.0,8318.0,8307.0,8278.0,8249.0,353.0,0.0446101352205
2016/2/22,put,8289.0,8404.0,8300.0,8289.0,8278.0,342.0,0.0430947580645
2016/2/23,put,8321.0,8331.0,8319.0,8321.0,8323.0,344.0,0.0431131720767
2016/2/24,put,8300.0,8382.0,8247.0,8300.0,8353.0,397.0,0.0497556084722
2016/2/25,put,8287.0,8375.0,8338.0,8287.0,8236.0,346.0,0.0433638300539
2016/2/26,put,8390.0,8416.0,8389.0,8390.0,8391.0,347.0,0.0431377424167
2016/3/1,put,8372.0,8484.0,8448.0,8372.0,8296.0,271.0,0.0336897066136
2016/3/2,put,8540.0,8575.0,8518.0,8540.0,8562.0,293.0,0.0354335469827
2016/3/3,put,8530.0,8606.0,8564.0,8530.0,8496.0,259.0,0.0313218043294
2016/3/4,put,8570.0,8618.0,8601.0,8570.0,8539.0,228.0,0.0274335218385
2016/3/7,put,8605.0,8685.0,8604.0,8605.0,8606.0,229.0,0.0273367554017
2016/3/8,put,8611.0,8620.0,8614.0,8611.0,8608.0,226.0,0.0269625387736
2016/3/9,put,8613.0,8632.0,8618.0,8613.0,8608.0,221.0,0.026350304042
2016/3/10,put,8629.0,8676.0,8641.0,8629.0,8617.0,209.0,0.0248572787821
2016/3/11,put,8618.0,8707.0,8705.0,8618.0,8531.0,122.0,0.0145082649542
2016/3/14,put,8727.0,8778.0,8741.0,8727.0,8713.0,108.0,0.0125508425334
2016/3/15,put,8739.0,8750.0,8603.0,8739.0,8875.0,244.0,0.0282701888541
2016/3/16,put,8636.0,8705.0,8691.0,8636.0,8581.0,189.0,0.021897810219
2016/3/17,put,8754.0,8819.0,8698.0,8754.0,8810.0,245.0,0.0283860502839
2016/3/18,put,8725.0,8779.0,8765.0,8725.0,8685.0,205.0,0.0237515930947
2016/3/21,put,8798.0,8810.0,8746.0,8798.0,8850.0,257.0,0.0297763874406
2016/3/22,put,8775.0,8776.0,8750.0,8775.0,8800.0,282.0,0.0326729231839
2016/3/23,put,8761.0,8787.0,8713.0,8761.0,8809.0,330.0,0.0382342718109
2016/3/24,put,8685.0,8751.0,8713.0,8685.0,8657.0,302.0,0.0349901517785
2016/3/25,put,8727.0,8759.0,8700.0,8727.0,8754.0,329.0,0.0381184103812
2016/3/28,put,8720.0,8733.0,8685.0,8720.0,8755.0,364.0,0.0421735604217
2016/3/29,put,8682.0,8697.0,8601.0,8682.0,8763.0,445.0,0.0515583362299
2016/3/30,put,8645.0,8747.0,8740.0,8645.0,8550.0,350.0,0.0405515004055
2016/3/31,put,8784.0,8815.0,8716.0,8784.0,8852.0,418.0,0.0484300776272
2016/4/1,put,8670.0,8694.0,8628.0,8670.0,8712.0,460.0,0.0532962576758
2016/4/6,put,8591.0,8599.0,8458.0,8591.0,8724.0,593.0,0.0687058278299
2016/4/7,put,8470.0,8493.0,8438.0,8470.0,8502.0,625.0,0.0724133935813
2016/4/8,call,8388.0,8500.0,8485.0,8388.0,8485.0,722.0,0.0836519522651
2016/4/11,call,8456.0,8530.0,8515.0,8456.0,8515.0,781.0,0.0904877766192
2016/4/12,call,8541.0,8584.0,8496.0,8541.0,8496.0,736.0,0.0852740122813
2016/4/13,call,8542.0,8644.0,8636.0,8542.0,8636.0,830.0,0.0961649866759
