Date,Open,High,Low,Close,BBandMA2,Di2add,Di2minus,ADX2,RSI6,RSI12,three_openposition,openposition,SMA5,SMA10,Volume,MA5,MA10,DIF12,MACD9,OSC,K,D,AR10,RSV5
2011/10/6,7115,7190,7100,7122,7055,29.23,12.71,58.56,0.48,0.44,6818,-2310,7079.6,7074,120540,123421,131108,-154.76,-156.62,1.85,0.48,0.4,1.28,0.7
2011/10/7,7250,7260,7183,7192,7157,38.52,7.22,63.5,0.54,0.47,6767,-1244,7081.8,7088.4,111994,120881,126960,-138.7,-153.03,14.33,0.6,0.46,1.19,0.83
2011/10/11,7353,7408,7336,7406,7299,55.77,3.07,76.53,0.67,0.55,9139,618,7159.6,7140.8,83295,114614,119599,-110,-144.43,34.43,0.73,0.55,1.71,1
2011/10/12,7370,7424,7340,7389,7397.5,44.42,2.12,83.71,0.65,0.54,7300,1605,7219.4,7166.8,96756,104607,116981,-86.54,-132.85,46.31,0.8,0.63,1.54,0.92
2011/10/13,7454,7460,7375,7393,7391,43.62,1.3,88.95,0.66,0.54,3875,1262,7300.4,7195.9,99839,102485,114336,-65.59,-119.4,53.8,0.83,0.7,1.68,0.81
2011/10/14,7400,7401,7353,7374,7383.5,30.41,14.79,61.75,0.63,0.53,3043,-475,7350.8,7215.2,80629,94503,108962,-50.81,-105.68,54.87,0.84,0.74,1.22,0.69
2011/10/17,7470,7495,7408,7454,7414,58.98,5.85,71.85,0.69,0.57,2177,-275,7403.2,7242.5,101987,92501,106691,-32.49,-91.04,58.55,0.87,0.79,1.14,0.74
2011/10/18,7361,7389,7313,7340,7397,24.49,41.83,49,0.54,0.51,1768,-657,7390,7274.8,94409,94724,104669,-26.32,-78.1,51.78,0.81,0.8,1.13,0.15
2011/10/19,7342,7382,7320,7330,7335,16.17,27.62,37.57,0.52,0.51,3302,-1526,7378.2,7298.8,46187,84610,94609,-21.58,-66.79,45.21,0.74,0.78,0.68,0.09
2011/10/20,7356,7358,7213,7216,7273,6.25,55.96,58.74,0.4,0.46,-1897,-3306,7342.8,7321.6,98580,84358,93422,-24.78,-58.39,33.61,0.53,0.69,0.56,0.01
2011/10/21,7227,7272,7193,7260,7238,3.74,43.68,71.48,0.46,0.48,-1726,-3565,7320,7335.4,87534,85739,90121,-27.37,-52.19,24.82,0.42,0.6,0.48,0.22
2011/10/24,7394,7503,7381,7492,7376,68.71,12.6,70.24,0.67,0.58,4032,-1836,7327.6,7365.4,95630,84468,88485,-11.48,-44.05,32.57,0.6,0.6,0.74,0.96
2011/10/25,7499,7519,7463,7471,7481.5,58.8,9.49,71.22,0.64,0.57,3365,-1174,7353.8,7371.9,75280,80642,87683,2.23,-34.79,37.02,0.69,0.63,0.64,0.85
2011/10/26,7425,7573,7408,7545,7508,23.95,23.62,35.95,0.69,0.6,4747,-936,7396.8,7387.5,108047,93014,88812,15.87,-24.66,40.53,0.77,0.68,0.85,0.93
2011/10/27,7549,7603,7502,7591,7568,26.37,13.69,33.8,0.72,0.61,5662,505,7471.8,7407.3,109266,95151,89755,30.68,-13.59,44.27,0.83,0.73,1.01,0.97
2011/10/28,7725,7777,7611,7628,7609.5,67.19,5.37,59.5,0.75,0.63,5019,-716,7545.4,7432.7,132783,104201,94970,49.06,-1.06,50.12,0.8,0.75,0.98,0.62
2011/10/31,7649,7682,7546,7562,7595,35.58,25.33,38.16,0.63,0.59,3815,-2190,7559.4,7443.5,109656,107006,95737,57.07,10.57,46.51,0.75,0.75,0.92,0.42
2011/11/1,7570,7685,7522,7638,7600,16.72,19.71,23.18,0.7,0.62,7164,-1772,7592.8,7473.3,137779,119506,100074,65.31,21.51,43.8,0.75,0.75,1.07,0.62
2011/11/2,7488,7634,7451,7604,7621,7.54,29.73,41.35,0.64,0.59,3325,-2079,7604.6,7500.7,134827,124862,108938,67.24,30.66,36.58,0.74,0.75,1.22,0.47
2011/11/3,7565,7580,7438,7446,7525,3.82,18.92,53.87,0.43,0.5,-3332,-4089,7575.6,7523.7,145467,132102,113627,60.34,36.6,23.74,0.55,0.68,1.28,0.02
2011/11/4,7605,7665,7573,7628,7537,23.61,8.22,51.12,0.61,0.58,-679,-2126,7575.6,7560.5,114378,128421,116311,65.9,42.46,23.44,0.56,0.64,1.31,0.77
2011/11/7,7617,7655,7591,7635,7631.5,17.75,6.18,49.74,0.61,0.59,877,-1226,7590.2,7574.8,76498,121790,114398,69.94,47.95,21.98,0.58,0.62,1.16,0.8
2011/11/8,7631,7709,7579,7589,7612,29.7,3.07,65.49,0.55,0.56,-631,-2843,7580.4,7586.6,123282,118890,119198,71.31,52.62,18.68,0.54,0.59,1.23,0.56
2011/11/9,7655,7672,7576,7612,7600.5,17.05,3.1,67.37,0.58,0.57,481,-3381,7582,7593.3,94928,110911,117886,71.69,56.44,15.25,0.53,0.57,0.91,0.64
2011/11/10,7430,7454,7275,7317,7464.5,4.27,67.71,77.75,0.31,0.42,-7753,-5419,7556.2,7565.9,147026,111222,121662,49.05,54.96,-5.91,0.38,0.51,0.75,0.1
2011/11/11,7317,7384,7288,7356,7336.5,2.99,47.45,82.94,0.35,0.44,-7491,-4754,7501.8,7538.7,107893,109925,119173,31.18,50.2,-19.02,0.32,0.45,0.86,0.19
2011/11/14,7493,7563,7488,7542,7449,50.02,20.72,62.18,0.54,0.53,-2788,-3333,7483.2,7536.7,92990,113224,117507,31.8,46.52,-14.72,0.42,0.44,1.07,0.62
2011/11/15,7528,7549,7481,7501,7521.5,36.51,17.9,48.19,0.5,0.51,-4475,-6267,7465.6,7523,72827,103133,111012,29.87,43.19,-13.33,0.45,0.44,0.91,0.57
2011/11/16,7534,7562,7384,7398,7449.5,15.12,39.34,46.33,0.41,0.47,-6038,-1829,7422.8,7502.4,76151,99377,105144,22.23,39,-16.77,0.4,0.43,0.6,0.43
2011/11/17,7333,7409,7283,7401,7399.5,8.27,57.84,60.66,0.42,0.47,-4921,-1303,7439.6,7497.9,119691,93910,102566,11.04,33.41,-22.36,0.36,0.4,0.77,0.42
2011/11/18,7278,7330,7234,7246,7323.5,3.75,42.29,72.18,0.3,0.4,-10929,-1229,7417.6,7459.7,126979,97728,103827,-6.58,25.41,-31.99,0.25,0.35,0.74,0.04
2011/11/21,7186,7188,7016,7051,7148.5,1.5,73.81,84.1,0.22,0.34,-13731,-757,7319.4,7401.3,127731,104676,108950,-35.27,13.27,-48.54,0.18,0.3,0.56,0.06
2011/11/22,7050,7102,6970,7021,7036,0.89,57.91,90.54,0.2,0.33,-16894,-1492,7223.4,7344.5,135502,117211,110172,-61.17,-1.61,-59.56,0.15,0.25,0.51,0.09
2011/11/23,6970,6987,6798,6823,6922,0.37,69.05,94.73,0.15,0.28,-17893,-748,7108.4,7265.6,147515,131484,115431,-94.39,-20.17,-74.22,0.11,0.2,0.45,0.04
2011/11/24,6828,6903,6765,6831,6827,0.22,50.2,96.93,0.16,0.28,-21757,-170,6994.4,7217,130240,133593,113752,-121.36,-40.41,-80.95,0.1,0.17,0.57,0.12
2011/11/25,6870,6956,6725,6754,6792.5,13.47,20.93,59.31,0.14,0.26,-19408,-117,6896,7156.8,172062,142610,120169,-143.91,-61.11,-82.8,0.08,0.14,0.52,0.06
2011/11/28,6909,6925,6850,6916,6835,7.23,11.23,40.5,0.36,0.36,-16319,161,6869,7094.2,115234,140111,122393,-151.61,-79.21,-72.4,0.13,0.14,0.43,0.51
2011/11/29,6965,6996,6912,6973,6944.5,31.41,7.72,50.52,0.42,0.39,-15964,792,6859.4,7041.4,108653,134741,125976,-150.98,-93.56,-57.42,0.21,0.16,0.44,0.92
2011/11/30,6943,6957,6826,6902,6937.5,14.99,34.26,44.82,0.37,0.37,-11917,-640,6875.2,6991.8,133344,131907,131695,-154.1,-105.67,-48.43,0.24,0.18,0.44,0.65
2011/12/1,7194,7251,7140,7210,7056,64.35,9.84,59.15,0.62,0.51,-10334,2708,6951,6972.7,117165,129292,131443,-130.37,-110.61,-19.76,0.46,0.28,0.42,0.92
2011/12/2,7202,7214,7116,7156,7183,45.96,14.03,56.19,0.57,0.49,-13412,2806,7031.4,6963.7,98790,114637,128624,-113.67,-111.22,-2.45,0.58,0.38,0.36,0.78
2011/12/5,7165,7168,7052,7131,7143.5,27.41,30.63,30.87,0.55,0.48,-14991,2699,7074.4,6971.7,112076,114006,127058,-102.48,-109.47,7,0.65,0.47,0.39,0.72
2011/12/6,7086,7090,6953,6982,7056.5,12.24,44.46,43.84,0.42,0.42,-13755,514,7076.2,6967.8,106726,113620,124181,-102.01,-107.98,5.97,0.59,0.51,0.32,0.37
2011/12/7,7012,7063,7005,7050,7016,8.14,29.57,50.33,0.49,0.46,-12266,686,7105.8,6990.5,101831,107318,119612,-97.28,-105.84,8.56,0.6,0.54,0.42,0.33
2011/12/8,7015,7027,6907,6963,7006.5,3.73,50.68,68.31,0.42,0.42,-12978,1106,7056.4,7003.7,120532,107991,118641,-98.6,-104.39,5.79,0.51,0.53,0.33,0.18
2011/12/9,6801,6933,6790,6887,6925,1.61,60.3,81.55,0.36,0.4,-10334,819,7002.6,7017,144560,117145,115891,-105.75,-104.66,-1.09,0.41,0.49,0.45,0.26
2011/12/12,6975,7016,6932,6941,6914,30.36,32.66,42.6,0.43,0.43,-10093,861,6964.6,7019.5,93689,113468,113737,-103.51,-104.43,0.92,0.38,0.45,0.49,0.5
2011/12/13,6855,6930,6837,6894,6917.5,17.46,57.6,48.04,0.39,0.41,-8187,669,6947,7011.6,94723,111067,112344,-106.06,-104.76,-1.3,0.33,0.41,0.58,0.38
2011/12/14,6883,6925,6857,6921,6907.5,11.22,37.03,50.76,0.42,0.42,-10287,288,6921.2,7013.5,76891,106079,106698,-105.47,-104.9,-0.57,0.32,0.38,0.72,0.55
2011/12/15,6845,6858,6751,6753,6837,4.03,53.26,68.35,0.29,0.36,-14663,-512,6879.2,6967.8,100803,102133,105062,-113.96,-106.71,-7.25,0.22,0.33,0.6,0.01
2011/12/16,6772,6803,6746,6772,6762.5,2.82,39.89,77.58,0.32,0.37,-12404,-328,6856.2,6929.4,77149,88651,102898,-119.75,-109.32,-10.43,0.17,0.27,0.7,0.1
2011/12/19,6670,6741,6613,6634,6703,1.05,67.3,87.25,0.23,0.32,-12298,-1766,6794.8,6879.7,122210,94355,103911,-132.31,-113.92,-18.39,0.13,0.23,0.9,0.07
2011/12/20,6674,6704,6665,6669,6651.5,0.68,43.38,92.08,0.29,0.35,-13093,-4601,6749.8,6848.4,76742,90759,100913,-138.95,-118.92,-20.03,0.13,0.19,1.25,0.18
2011/12/21,6831,6960,6830,6952,6810.5,65.91,10.96,81.78,0.59,0.5,-5658,1007,6756,6838.6,57954,86972,96525,-122.89,-119.72,-3.17,0.37,0.25,1.47,0.98
2011/12/22,6950,6979,6936,6955,6953.5,61.98,8.98,78.23,0.59,0.5,-5876,691,6796.4,6837.8,58654,78542,90338,-106.29,-117.03,10.74,0.53,0.34,1.98,0.93
2011/12/23,7048,7124,7031,7107,7031,75.96,3.71,84.46,0.69,0.56,-3936,1665,6863.4,6859.8,71134,77339,82995,-81.23,-109.87,28.65,0.67,0.45,1.76,0.97
2011/12/26,7108,7116,7074,7103,7105,58.8,2.87,87.58,0.69,0.56,-5220,1843,6957.2,6876,44550,61807,78081,-60.12,-99.92,39.8,0.77,0.56,1.7,0.95
2011/12/27,7095,7112,7035,7084,7093.5,32.16,24.52,50.53,0.66,0.55,-5558,1865,7040.2,6895,74040,61266,76013,-44.52,-88.84,44.32,0.82,0.65,1.32,0.86
2011/12/28,7062,7088,7037,7053,7068.5,20.1,15.32,32.01,0.61,0.53,-6333,1133,7060.4,6908.2,56126,60901,73936,-33.47,-77.77,44.3,0.83,0.71,1.28,0.62
2011/12/29,7012,7077,7000,7074,7063.5,9.43,32.7,43.63,0.63,0.54,-6398,1145,7084.2,6940.3,67827,62735,70639,-24.54,-67.12,42.58,0.86,0.76,1.89,0.6
2011/12/30,7098,7148,7036,7039,7056.5,42.19,12.85,48.47,0.56,0.52,-10188,1759,7070.6,6967,88478,66204,71772,-16.53,-57,40.47,0.83,0.78,1.72,0.26
2012/1/2,7022,7051,6928,6945,6992,18.08,55.68,49.72,0.42,0.47,-11092,1661,7039,6998.1,88074,74909,68358,-17.91,-49.18,31.28,0.67,0.75,1.4,0.08
2012/1/3,7020,7087,7002,7047,6996,22.22,24.01,26.8,0.56,0.53,-7472,1427,7031.6,7035.9,86594,77420,69343,-12.52,-41.85,29.33,0.63,0.71,1.47,0.54
2012/1/4,7084,7109,7043,7072,7059.5,26.06,15.7,25.8,0.59,0.54,-3888,1861,7035.4,7047.9,87250,83645,72273,-5.9,-34.66,28.76,0.64,0.68,1.04,0.65
2012/1/5,7088,7124,7061,7119,7095.5,25.17,9.46,35.58,0.65,0.57,-1610,2130,7044.4,7064.3,81890,86457,74596,1.89,-27.35,29.24,0.71,0.69,1.02,0.87
2012/1/6,7100,7117,7060,7084,7101.5,14.42,6.14,37.92,0.58,0.54,-1268,1850,7053.4,7062,90243,86810,76507,6.41,-20.6,27.01,0.71,0.7,0.82,0.8
2012/1/9,7047,7082,7026,7057,7070.5,7.84,30.09,48.29,0.53,0.52,-1839,1088,7075.8,7057.4,76419,84479,79694,7.43,-14.99,22.42,0.67,0.69,0.92,0.45
2012/1/10,7120,7180,7111,7167,7112,55.2,10.25,58.48,0.67,0.59,3334,834,7099.8,7065.7,79930,83146,80283,16.18,-8.76,24.94,0.76,0.71,1.17,0.92
2012/1/11,7185,7196,7167,7179,7173,55.2,7.82,66.83,0.68,0.59,2543,1336,7121.2,7078.3,57976,77292,80468,24.76,-2.05,26.82,0.82,0.75,1.16,0.9
2012/1/12,7185,7194,7161,7185,7182,35.85,11.45,59.2,0.69,0.6,4662,2097,7134.4,7089.4,52223,71358,78908,31.29,4.61,26.67,0.87,0.79,0.96,0.94
2012/1/13,7235,7263,7147,7161,7173,52.66,3.31,73.7,0.62,0.57,2307,2856,7149.8,7101.6,93802,72070,79440,36.18,10.93,25.25,0.78,0.79,0.83,0.57
2012/1/16,7236,7280,7071,7090,7125.5,14.78,27.09,51.55,0.46,0.51,1463,3259,7156.4,7116.1,133403,83467,83973,35.6,15.86,19.73,0.6,0.73,0.74,0.09
2012/1/17,7152,7228,7118,7225,7157.5,7.58,13.89,40.47,0.66,0.6,7875,5897,7168,7133.9,100542,87589,85368,40.02,20.69,19.32,0.66,0.71,0.73,0.74
2012/1/18,7224,7248,7192,7207,7216,15.55,9.95,31.21,0.62,0.59,5330,845,7173.6,7147.4,52778,86550,81921,44.18,25.39,18.79,0.68,0.7,0.74,0.65
2012/1/30,7352,7448,7351,7392,7299.5,63.38,2.89,61.24,0.78,0.68,6611,824,7215,7174.7,87983,93702,82530,61.48,32.61,28.87,0.74,0.71,0.93,0.85
2012/1/31,7444,7503,7422,7468,7430,57.91,1.75,77.68,0.81,0.71,7876,1229,7276.4,7213.1,106996,96340,84205,79.87,42.06,37.81,0.8,0.74,1.07,0.92
2012/2/1,7492,7548,7476,7522,7495,57.31,1.12,86.93,0.84,0.73,14204,2159,7362.8,7259.6,98566,89373,86420,97.5,53.15,44.35,0.85,0.78,1.13,0.94
2012/2/2,7620,7650,7566,7641,7581.5,69.33,0.52,92.73,0.88,0.76,14994,4017,7446,7307,95940,88453,88021,118.78,66.27,52.5,0.89,0.82,0.95,0.98
2012/2/3,7620,7650,7602,7640,7640.5,49.42,0.37,95.62,0.88,0.76,16005,5079,7532.6,7353.1,79643,93826,90188,134.77,79.97,54.8,0.92,0.85,1,0.97
2012/2/4,7720,7758,7693,7733,7686.5,74.07,0.15,97.61,0.9,0.79,18219,6073,7600.8,7407.9,75608,91351,92526,153.45,94.67,58.78,0.94,0.88,1.05,0.93
2012/2/6,7706,7724,7668,7683,7708,45.03,15.17,73.6,0.79,0.74,17375,4880,7643.8,7460.1,87761,87504,91922,163.16,108.37,54.79,0.92,0.89,1.16,0.73
2012/2/7,7706,7750,7675,7720,7701.5,40.11,7.97,70.23,0.81,0.75,20326,4765,7683.4,7523.1,107114,89213,89293,171.04,120.9,50.14,0.92,0.9,1.73,0.8
2012/2/8,7766,7895,7760,7888,7804,69.57,2.48,81.68,0.88,0.8,20642,6666,7732.8,7589.4,113907,92807,90630,186.56,134.03,52.52,0.94,0.92,2.14,0.98
2012/2/9,7860,7933,7829,7920,7904,54.7,1.36,88.41,0.89,0.81,20236,8544,7788.8,7660.7,109946,98867,96346,199.99,147.22,52.77,0.95,0.93,2.35,0.95
2012/2/10,7876,7928,7850,7865,7892.5,32.65,0.81,91.78,0.77,0.75,15080,6177,7815.2,7708,102250,104196,97773,206.37,159.05,47.32,0.92,0.93,1.97,0.74
2012/2/13,7875,7937,7841,7905,7885,16.39,0.41,93.46,0.79,0.77,14939,4742,7859.6,7751.7,103592,107362,97433,210.61,169.37,41.24,0.92,0.92,1.89,0.88
2012/2/14,7905,7914,7807,7874,7889.5,7.76,16.91,65.26,0.72,0.73,15383,8001,7890.4,7786.9,115096,108958,99086,209.16,177.32,31.83,0.88,0.91,1.34,0.64
2012/2/15,7924,8010,7890,8005,7939.5,43.71,7.23,68.43,0.81,0.78,13016,945,7913.8,7823.3,64167,99010,95908,214.43,184.74,29.69,0.92,0.91,1.58,0.98
2012/2/16,7968,7994,7867,7905,7955,20.23,12.3,46.39,0.63,0.69,10141,-527,7910.8,7849.8,109857,98992,98930,211.35,190.07,21.29,0.84,0.89,1.26,0.48
2012/2/17,7982,8021,7880,7929,7917,19.66,5.86,50.22,0.65,0.7,8447,12,7923.6,7869.4,141814,106905,105550,208.29,193.71,14.58,0.81,0.86,1.07,0.57
2012/2/20,7989,8004,7927,7957,7943,12.51,3.73,52.14,0.68,0.71,7883,1104,7934,7896.8,91000,104387,105874,205.23,196.01,9.21,0.79,0.84,1.02,0.7
2012/2/21,7954,7975,7854,7947,7952,5.84,33.92,61.39,0.66,0.7,8822,1126,7948.6,7919.5,138398,109047,109003,198.06,196.42,1.63,0.74,0.81,0.86,0.56
2012/2/22,7918,8036,7889,8005,7976,25.97,14.77,44.43,0.72,0.72,10098,1531,7948.6,7931.2,129636,122141,110576,194.41,196.02,-1.61,0.78,0.8,0.81,0.83
2012/2/23,7960,7991,7941,7963,7984,17.41,9.91,35.95,0.62,0.68,8135,1420,7960.2,7935.5,83248,116819,107906,187.8,194.38,-6.57,0.75,0.78,0.76,0.6
2012/2/24,7945,7975,7883,7943,7953,8.94,35.76,47.97,0.58,0.66,7464,890,7963,7943.3,115253,111507,109206,178.21,191.14,-12.93,0.7,0.75,0.68,0.49
2012/2/29,8006,8126,8002,8111,8027,57.45,12.18,56.49,0.76,0.73,17541,1925,7993.8,7963.9,100542,113415,108901,180.75,189.07,-8.31,0.78,0.76,0.81,0.94
2012/3/1,8143,8177,8114,8139,8125,63.84,8.26,66.8,0.77,0.74,15296,1528,8032.2,7990.4,91701,104076,106562,185.05,188.26,-3.21,0.81,0.78,0.96,0.87
2012/3/2,8180,8187,8112,8152,8145.5,42.48,4.76,73.31,0.78,0.75,12043,2156,8061.6,8005.1,85994,95348,108744,186.99,188.01,-1.02,0.84,0.8,0.77,0.88
2012/3/3,8130,8130,8086,8120,8136,24.36,19.54,42.15,0.7,0.71,11029,1179,8093,8026.6,50421,88782,102801,183.44,187.09,-3.65,0.83,0.81,0.8,0.78
2012/3/5,8101,8107,8003,8038,8079,9.69,50.48,54.96,0.52,0.63,5411,198,8112,8037.5,106909,87113,99310,173.19,184.31,-11.12,0.74,0.78,0.74,0.19
2012/3/6,8020,8034,7871,7945,7991.5,3.57,68.54,72.54,0.39,0.55,637,-1911,8078.8,8036.3,137557,94516,103966,155.39,178.53,-23.14,0.57,0.71,0.63,0.23
2012/3/7,7854,7929,7840,7892,7918.5,1.99,51.26,82.54,0.33,0.51,2613,-3676,8029.4,8030.8,104775,97131,100604,134.84,169.79,-34.95,0.43,0.62,0.84,0.15
2012/3/8,7938,8000,7883,7976,7934,31.14,25.8,45.96,0.48,0.56,5804,203,7994.2,8027.9,109999,101932,98640,122.83,160.4,-37.57,0.42,0.55,0.7,0.47
2012/3/9,7990,8030,7942,8003,7989.5,32.4,14.76,41.68,0.52,0.58,7253,1399,7970.8,8031.9,107445,113337,101060,114.87,151.29,-36.42,0.43,0.51,0.68,0.61
2012/3/12,7998,8008,7908,7927,7965,16.43,24.25,30.44,0.41,0.52,5805,-584,7948.6,8030.3,91819,110319,98716,103.18,141.67,-38.49,0.37,0.47,0.61,0.45
2012/3/13,7967,8065,7965,8032,7979.5,30.77,10.27,40.19,0.56,0.58,12116,-491,7966,8022.4,114304,105668,100092,99.31,133.2,-33.89,0.43,0.45,0.58,0.85
2012/3/14,8154,8188,8132,8140,8086,57.97,4.46,62.95,0.67,0.64,12075,1011,8015.6,8022.5,86162,101946,99539,105.23,127.6,-22.37,0.58,0.5,0.59,0.84
2012/3/15,8140,8158,8090,8135,8137.5,38.82,23.39,43.88,0.66,0.63,10819,1892,8047.4,8020.8,85516,97049,99491,107.04,123.49,-16.45,0.67,0.55,0.62,0.81
2012/3/16,8130,8143,8058,8068,8101.5,21.26,29.84,30.33,0.54,0.58,5765,177,8060.4,8015.6,85853,92731,103034,103.62,119.52,-15.89,0.66,0.59,0.62,0.57
2012/3/19,8113,8116,7972,8050,8059,8.4,47.92,50.26,0.51,0.56,7664,226,8085,8016.8,130033,100374,105346,96.79,114.97,-18.18,0.64,0.61,0.57,0.38
2012/3/20,8077,8078,7952,7984,8017,4.08,31.44,63.65,0.42,0.51,2330,-3727,8075.4,8020.7,107278,98968,102318,86.55,109.29,-22.73,0.54,0.58,0.57,0.14
2012/3/21,7966,8016,7951,7980,7982,2.66,21.07,70.6,0.41,0.51,5138,-3926,8043.4,8029.5,64741,94684,98315,76.13,102.66,-26.53,0.45,0.54,0.53,0.14
2012/3/22,8009,8095,7986,8081,8030.5,39.04,9.46,65.79,0.58,0.58,11674,-3637,8032.6,8040,105507,98682,97866,73.39,96.8,-23.41,0.5,0.53,0.6,0.68
2012/3/23,8101,8101,8051,8080,8080.5,30.28,6.4,65.45,0.58,0.58,5485,-4377,8035,8047.7,69157,95343,94037,71.79,91.8,-20.01,0.52,0.52,0.53,0.78
2012/3/26,8081,8096,7938,7959,8019.5,9.94,50.15,66.19,0.39,0.48,-639,-2874,8016.8,8050.9,120901,93517,96945,62.54,85.95,-23.41,0.37,0.47,0.49,0.13
2012/3/27,8000,8022,7973,8012,7985.5,6.47,32.65,66.55,0.48,0.52,6508,-2192,8022.4,8048.9,82263,88514,93741,55.91,79.94,-24.03,0.36,0.44,0.36,0.45
2012/3/28,8015,8079,7996,8028,8020,36.26,17.01,51.34,0.51,0.53,11216,-1193,8032,8037.7,92823,94130,94407,52.32,74.42,-22.1,0.39,0.42,0.41,0.55
2012/3/29,7998,8006,7820,7849,7938.5,10.66,64.74,61.53,0.3,0.41,-1009,-1663,7985.6,8009.1,137007,100430,99556,36.8,66.89,-30.09,0.29,0.38,0.33,0.1
2012/3/30,7810,7907,7786,7886,7867.5,5.86,48.21,69.93,0.36,0.44,179,997,7946.8,7990.9,107110,108021,101682,23.04,58.12,-35.08,0.3,0.35,0.46,0.32
2012/4/2,7888,7904,7835,7865,7875.5,3.87,31.84,74.14,0.34,0.43,2590,624,7928,7972.4,83322,100505,97011,12.09,48.92,-36.83,0.28,0.33,0.55,0.27
2012/4/3,7889,7919,7736,7778,7821.5,1.38,46.15,84.17,0.26,0.38,-3870,907,7881.2,7951.8,138985,111849,100182,-1.78,38.78,-40.56,0.23,0.29,0.57,0.12
2012/4/5,7651,7663,7523,7619,7698.5,0.49,70.14,91.38,0.18,0.31,-4865,2533,7799.4,7915.7,138350,120955,107543,-28.32,25.36,-53.68,0.21,0.27,0.44,0.2
2012/4/6,7640,7688,7613,7672,7645.5,9.49,50.92,79.98,0.27,0.35,1892,4638,7764,7874.8,92586,112071,106250,-44.39,11.41,-55.8,0.22,0.25,0.39,0.38
2012/4/9,7572,7633,7503,7577,7624.5,4.25,58.75,83.24,0.22,0.31,6157,3842,7702.2,7824.5,107628,112174,110098,-63.55,-3.58,-59.96,0.19,0.23,0.45,0.18
2012/4/10,7633,7683,7579,7610,7593.5,21.82,34.7,53.01,0.28,0.34,7976,3669,7651.2,7789.6,111434,117797,109151,-74.01,-17.67,-56.34,0.19,0.22,0.56,0.26
2012/4/11,7511,7650,7507,7638,7624,10.37,42.91,57.05,0.33,0.36,11231,4809,7623.2,7752.2,114869,112973,112411,-82.33,-30.6,-51.73,0.22,0.22,0.74,0.73
2012/4/12,7610,7648,7568,7634,7636,6.53,27.04,59.06,0.33,0.36,8952,6551,7626.2,7712.8,111410,107585,114270,-86.9,-41.86,-45.04,0.25,0.23,0.68,0.71
2012/4/13,7701,7766,7685,7755,7694.5,52.08,12.17,60.59,0.54,0.46,12226,6072,7642.8,7703.4,114567,111982,112026,-79.98,-49.48,-30.49,0.37,0.27,0.98,0.96
2012/4/16,7700,7734,7681,7712,7733.5,32.22,9.59,57.35,0.47,0.43,11465,3971,7669.8,7686,71070,104670,108422,-76.08,-54.8,-21.27,0.41,0.32,0.87,0.79
2012/4/17,7708,7739,7585,7597,7654.5,12.45,41.95,55.78,0.34,0.37,3591,3703,7667.2,7659.2,128889,108161,112979,-78.55,-59.55,-19,0.39,0.35,0.8,0.35
2012/4/18,7690,7692,7599,7620,7608.5,7.09,23.88,55,0.38,0.39,3044,-2862,7663.6,7643.4,62080,97603,105288,-79.34,-63.51,-15.83,0.41,0.37,0.84,0.26
2012/4/19,7591,7626,7510,7613,7616.5,3.45,50.97,71.15,0.38,0.39,5620,-3227,7659.4,7642.8,112215,97764,102675,-82.42,-67.29,-15.13,0.41,0.38,0.96,0.4
2012/4/20,7581,7599,7489,7515,7564,1.65,33.17,80.84,0.27,0.34,2622,-2489,7611.4,7627.1,109626,96776,104379,-88.76,-71.59,-17.18,0.31,0.36,0.8,0.1
2012/4/23,7499,7510,7416,7478,7496.5,0.9,51.63,88.71,0.25,0.32,4193,-1505,7564.6,7617.2,109398,104442,104556,-97.43,-76.75,-20.67,0.26,0.33,0.7,0.19
2012/4/24,7451,7534,7434,7488,7483,11.96,26.9,63.57,0.27,0.33,6976,-2308,7542.8,7605,130651,104794,106478,-101.87,-81.78,-20.09,0.24,0.3,0.8,0.26
2012/4/25,7544,7573,7510,7539,7513.5,27.19,14.83,46.49,0.4,0.38,6277,-2049,7526.6,7595.1,90160,110410,104007,-99.86,-85.39,-14.46,0.28,0.29,0.58,0.59
2012/4/26,7577,7585,7480,7496,7517.5,12.89,22.05,36.36,0.34,0.36,4122,-1323,7503.2,7581.3,116655,111298,104531,-99.22,-88.16,-11.06,0.27,0.28,0.48,0.44
2012/4/27,7546,7561,7435,7446,7471,5.7,29.68,52.07,0.28,0.33,2509,-1879,7489.4,7550.4,127455,114864,105820,-100.96,-90.72,-10.24,0.21,0.26,0.36,0.18
2012/4/30,7444,7469,7395,7465,7455.5,3.44,39.33,67.98,0.33,0.35,2854,-824,7486.8,7525.7,84782,109941,107191,-103.05,-93.18,-9.86,0.22,0.25,0.33,0.37
2012/5/2,7496,7683,7491,7675,7570,69.74,11.8,69.52,0.66,0.53,7662,143,7524.2,7533.5,124081,108627,106710,-88.95,-92.34,3.39,0.47,0.32,0.63,0.97
2012/5/3,7676,7676,7635,7657,7666,55.21,9.34,70.29,0.63,0.51,6007,202,7547.8,7537.2,65044,103603,107007,-74.88,-88.85,13.97,0.62,0.42,0.67,0.91
2012/5/4,7615,7685,7583,7664,7660.5,27.1,30.54,38.12,0.64,0.52,6554,-194,7581.4,7542.3,104609,101194,106246,-63.58,-83.79,20.22,0.72,0.52,0.8,0.93
