Date,Dateline,Strike_price,Callorput,Buyprice,Sellprice2016/8/1,201608W1,8300.0,賣權,0.1,0.3
2016/8/1,201608W1,8400.0,買權,0.0,0.0
2016/8/1,201608W1,8400.0,賣權,0.5,0.5
2016/8/1,201608W1,8500.0,買權,565.0,565.0
2016/8/1,201608W1,8500.0,賣權,0.4,0.1
2016/8/1,201608W1,8600.0,買權,0.0,0.0
2016/8/1,201608W1,8600.0,賣權,1.0,0.3
2016/8/1,201608W1,8700.0,買權,0.0,0.0
2016/8/1,201608W1,8700.0,賣權,1.8,0.3
2016/8/1,201608W1,8750.0,買權,251.0,251.0
2016/8/1,201608W1,8750.0,賣權,2.4,0.7
2016/8/1,201608W1,8800.0,買權,202.0,302.0
2016/8/1,201608W1,8800.0,賣權,6.3,1.0
2016/8/1,201608W1,8850.0,買權,135.0,248.0
2016/8/1,201608W1,8850.0,賣權,12.0,1.4
2016/8/1,201608W1,8900.0,買權,112.0,204.0
2016/8/1,201608W1,8900.0,賣權,22.0,2.8
2016/8/1,201608W1,8950.0,買權,78.0,158.0
2016/8/1,201608W1,8950.0,賣權,36.5,6.3
2016/8/1,201608W1,9000.0,買權,50.0,113.0
2016/8/1,201608W1,9000.0,賣權,54.0,13.0
2016/8/1,201608W1,9050.0,買權,28.0,75.0
2016/8/1,201608W1,9050.0,賣權,88.0,25.5
2016/8/1,201608W1,9100.0,買權,13.0,39.0
2016/8/1,201608W1,9100.0,賣權,106.0,45.0
2016/8/1,201608W1,9150.0,買權,5.1,15.3
2016/8/1,201608W1,9150.0,賣權,155.0,76.0
2016/8/1,201608W1,9200.0,買權,2.3,6.9
2016/8/1,201608W1,9200.0,賣權,199.0,111.0
2016/8/1,201608W1,9250.0,買權,1.5,4.5
2016/8/1,201608W1,9250.0,賣權,252.0,156.0
2016/8/1,201608W1,9300.0,買權,1.0,1.4
2016/8/1,201608W1,9300.0,賣權,259.0,202.0
2016/8/1,201608W1,9400.0,買權,0.6,0.3
2016/8/1,201608W1,9400.0,賣權,0.0,0.0
2016/8/1,201608W1,9500.0,買權,0.1,0.2
2016/8/1,201608W1,9500.0,賣權,0.0,0.0
2016/8/1,201608W1,9600.0,買權,0.0,0.0
2016/8/1,201608W1,9600.0,賣權,0.0,0.0
2016/8/1,201608W1,9700.0,買權,0.0,0.0
2016/8/1,201608W1,9700.0,賣權,0.0,0.0
2016/8/1,201608W1,9800.0,買權,0.3,0.1
2016/8/1,201608W1,9800.0,賣權,0.0,0.0
2016/8/1,201608,6800.0,買權,0.0,0.0
2016/8/1,201608,6800.0,賣權,0.6,1.8
2016/8/1,201608,6900.0,買權,0.0,0.0
2016/8/1,201608,6900.0,賣權,0.0,0.0
2016/8/1,201608,7000.0,買權,0.0,0.0
2016/8/1,201608,7000.0,賣權,0.3,0.3
2016/8/1,201608,7100.0,買權,0.0,0.0
2016/8/1,201608,7100.0,賣權,0.0,0.0
2016/8/1,201608,7200.0,買權,0.0,0.0
2016/8/1,201608,7200.0,賣權,0.3,0.3
2016/8/1,201608,7300.0,買權,0.0,0.0
2016/8/1,201608,7300.0,賣權,0.5,0.5
2016/8/1,201608,7400.0,買權,0.0,0.0
2016/8/1,201608,7400.0,賣權,0.5,0.6
2016/8/1,201608,7500.0,買權,0.0,0.0
2016/8/1,201608,7500.0,賣權,0.5,0.5
2016/8/1,201608,7600.0,買權,0.0,0.0
2016/8/1,201608,7600.0,賣權,0.6,0.5
2016/8/1,201608,7700.0,買權,0.0,0.0
2016/8/1,201608,7700.0,賣權,0.8,0.6
2016/8/1,201608,7800.0,買權,0.0,0.0
2016/8/1,201608,7800.0,賣權,1.2,0.8
2016/8/1,201608,7900.0,買權,0.0,0.0
2016/8/1,201608,7900.0,賣權,1.7,1.2
2016/8/1,201608,8000.0,買權,940.0,1020.0
2016/8/1,201608,8000.0,賣權,2.4,1.4
2016/8/1,201608,8100.0,買權,870.0,940.0
2016/8/1,201608,8100.0,賣權,3.0,2.0
2016/8/1,201608,8200.0,買權,820.0,820.0
2016/8/1,201608,8200.0,賣權,6.4,2.9
