date,callorput,open,high,close,buyprice,sellprice,profit,totalprofit,roi,outputmoney,walletmoney,number
2016/1/5,call,8099.0,8130.0,8025.0,8099.0,8025.0,-15000.0,-15000.0,-0.180722891566,-83000,68000.0,1.0
2016/1/6,call,8038.0,8048.0,7971.0,8038.0,7971.0,-13600.0,-28600.0,-0.291836734694,-98000.0,69400.0,1.0
2016/1/7,call,7956.0,7971.0,7805.0,7956.0,7805.0,-30400.0,-59000.0,-0.528673835125,-111600.0,52600.0,1.0
2016/1/8,call,7755.0,7884.0,7865.0,7755.0,7865.0,21800.0,-37200.0,-0.261971830986,-142000.0,104800.0,1.0
2016/1/11,call,7730.0,7793.0,7739.0,7730.0,7739.0,1600.0,-35600.0,-0.250704225352,-142000.0,106400.0,1.0
2016/1/12,call,7800.0,7808.0,7707.0,7800.0,7707.0,-18800.0,-54400.0,-0.383098591549,-142000.0,87600.0,1.0
2016/1/13,call,7784.0,7849.0,7806.0,7784.0,7806.0,4200.0,-50200.0,-0.353521126761,-142000.0,91800.0,1.0
2016/1/14,put,7647.0,7724.0,7715.0,7647.0,7715.0,-13800.0,-64000.0,-0.450704225352,-142000.0,78000.0,1.0
2016/1/15,put,7801.0,7809.0,7668.0,7801.0,7668.0,26400.0,-37600.0,-0.255782312925,-147000.0,109400.0,1.0
2016/1/18,put,7513.0,7828.0,7810.0,7513.0,7768.0,-51000.0,-88600.0,-0.602721088435,-147000.0,58400.0,1.0
2016/1/19,put,7786.0,7868.0,7866.0,7786.0,7866.0,-16200.0,-104800.0,-0.610722610723,-171600.0,66800.0,1.0
2016/1/20,put,7797.0,7804.0,7704.0,7797.0,7704.0,18400.0,-86400.0,-0.460063897764,-187800.0,101400.0,1.0
2016/1/21,put,7659.0,7706.0,7613.0,7659.0,7613.0,9000.0,-77400.0,-0.41214057508,-187800.0,110400.0,1.0
2016/1/22,put,7730.0,7752.0,7748.0,7730.0,7748.0,-3800.0,-81200.0,-0.43237486688,-187800.0,106600.0,1.0
2016/1/25,put,7768.0,7881.0,7835.0,7768.0,7835.0,-13600.0,-94800.0,-0.504792332268,-187800.0,93000.0,1.0
2016/1/26,put,7784.0,7810.0,7778.0,7784.0,7778.0,1000.0,-93800.0,-0.499467518637,-187800.0,94000.0,1.0
2016/1/27,put,7850.0,7859.0,7838.0,7850.0,7838.0,2200.0,-91600.0,-0.487752928647,-187800.0,96200.0,1.0
2016/1/28,put,7800.0,7903.0,7858.0,7800.0,7858.0,-11800.0,-103400.0,-0.550585729499,-187800.0,84400.0,1.0
2016/1/29,put,7841.0,8073.0,8053.0,7841.0,8053.0,-42600.0,-146000.0,-0.777422790202,-187800.0,41800.0,1.0
2016/1/30,put,8103.0,8167.0,8164.0,8103.0,8164.0,-12400.0,-158400.0,-0.691703056769,-229000.0,70600.0,1.0
2016/2/1,put,8131.0,8150.0,8126.0,8131.0,8126.0,800.0,-157600.0,-0.652858326429,-241400.0,83800.0,1.0
2016/2/2,put,8079.0,8149.0,8104.0,8079.0,8104.0,-5200.0,-162800.0,-0.6743993372,-241400.0,78600.0,1.0
2016/2/3,put,8026.0,8085.0,8036.0,8026.0,8036.0,-2200.0,-165000.0,-0.671277461351,-245800.0,80800.0,1.0
2016/2/15,put,7920.0,8068.0,8043.0,7920.0,8043.0,-24800.0,-189800.0,-0.765322580645,-248000.0,58200.0,1.0
2016/2/16,put,8080.0,8232.0,8206.0,8080.0,8206.0,-25400.0,-215200.0,-0.788856304985,-272800.0,57600.0,1.0
2016/2/17,put,8232.0,8251.0,8212.0,8232.0,8212.0,3800.0,-211400.0,-0.708920187793,-298200.0,86800.0,1.0
2016/2/18,put,8290.0,8332.0,8285.0,8290.0,8285.0,800.0,-210600.0,-0.706237424547,-298200.0,87600.0,1.0
2016/2/19,put,8278.0,8318.0,8307.0,8278.0,8307.0,-6000.0,-216600.0,-0.726358148893,-298200.0,81600.0,1.0
