date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2010/2/5,put,7323.16,7352.98,7217.83,7323.16,7428.49,105.33,0.0143831351493
2010/2/6,put,7244.71,7249.19,7212.87,7244.71,7276.55,137.17,0.0187309849846
2010/2/8,put,7236.63,7253.24,7215.88,7236.63,7257.38,157.92,0.0215644612435
2010/2/9,put,7225.71,7381.82,7361.04,7225.71,7090.38,22.59,0.00308473391268
2010/2/10,put,7438.12,7496.34,7441.84,7438.12,7434.4,18.87,0.00254465965346
2011/2/24,put,8561.16,8633.24,8541.64,8561.16,8580.68,38.39,0.00449411106389
2011/2/25,put,8597.87,8635.04,8599.65,8597.87,8596.09,36.61,0.00427712898447
2011/3/1,put,8611.79,8734.24,8727.56,8611.79,8496.02,-79.16,-0.00923129310405
2011/3/2,put,8675.37,8709.57,8619.9,8675.37,8730.84,-23.69,-0.00270602762227
2011/3/3,put,8661.63,8758.89,8738.37,8661.63,8584.89,-100.43,-0.0114717751838
2011/3/4,put,8815.52,8829.23,8784.4,8815.52,8846.64,-69.31,-0.00777370891492
2011/3/15,put,8493.83,8519.9,8234.78,8493.83,8752.88,189.74,0.021280962769
2011/3/16,put,8317.38,8372.02,8324.58,8317.38,8310.18,182.54,0.0204734212282
2011/3/17,put,8190.5,8282.69,8282.69,8190.5,8098.31,90.35,0.0101335247506
2011/3/18,put,8343.79,8399.17,8394.75,8343.79,8292.83,39.39,0.00441792517903
2011/6/28,put,8536.13,8572.62,8478.86,8536.13,8593.4,96.66,0.0108412451842
2011/6/29,put,8540.35,8598.22,8573.38,8540.35,8507.32,63.63,0.00713664836613
2011/6/30,put,8582.08,8652.59,8652.59,8582.08,8511.57,-6.88,-0.000771650805579
2011/8/9,put,7261.54,7599.14,7493.12,7261.54,7029.96,-238.46,-0.0267453271945
2011/8/10,put,7717.58,7751.59,7736.32,7717.58,7698.84,-257.2,-0.0288471783713
2011/8/11,put,7566.39,7761.4,7719.09,7566.39,7413.69,-409.9,-0.0459737885475
2011/8/12,put,7825.8,7853.53,7637.02,7825.8,8014.58,-221.12,-0.024800497984
2011/8/15,put,7769.17,7819.39,7819.39,7769.17,7718.95,-271.34,-0.0304331002305
2011/8/16,put,7886.93,7896.19,7798.59,7886.93,7975.27,-183.0,-0.02052501416
2011/8/17,put,7807.67,7821.99,7741.76,7807.67,7873.58,-117.09,-0.013132644306
2011/8/18,put,7721.19,7721.19,7614.97,7721.19,7827.41,-10.87,-0.0012191634094
2011/8/19,put,7414.36,7429.96,7342.96,7414.36,7485.76,60.53,0.00678895686943
2011/8/22,put,7348.71,7468.74,7312.59,7348.71,7384.83,96.65,0.0108401235987
2011/8/23,put,7369.43,7564.64,7550.23,7369.43,7188.63,-84.15,-0.00943814175719
2011/8/24,put,7592.51,7594.81,7502.93,7592.51,7682.09,5.43,0.000609020911961
2011/8/25,call,7559.47,7564.87,7410.87,7559.47,7410.87,-143.17,-0.0160577392202
2011/8/26,put,7438.52,7503.38,7445.1,7438.52,7431.94,-149.75,-0.0167957424615
2011/8/29,put,7482.92,7608.77,7578.01,7482.92,7387.83,-244.84,-0.0274608987264
2011/8/30,put,7654.37,7675.17,7646.19,7654.37,7662.55,-236.66,-0.0265434418093
2011/8/31,put,7665.22,7741.36,7741.36,7665.22,7589.08,-312.8,-0.0350831936025
2011/9/5,put,7637.9,7637.9,7551.57,7637.9,7724.23,-226.47,-0.0254005462121
2011/9/7,put,7468.29,7529.01,7529.01,7468.29,7407.57,-287.19,-0.0322108132055
