date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2010/2/25,put,201003,7600,192,7568.42,293,7426.96,7568.42,7400.42,31776,-119591,0.2657056133
2010/2/26,put,201003,7500,213,7451.17,214,7436.1,7479.28,7383.68,32486,-119591,0.2716425149
2010/3/1,put,201004,7500,297,7492.84,207,7577.75,7620.56,7451.09,-13594,-119591,-0.1136707612
2010/3/2,put,201004,7600,242,7649.62,239,7597.62,7664.49,7592.66,-14908,-119591,-0.1246582101
2010/3/3,put,201004,7600,220,7628.78,221,7629.52,7670.25,7604.86,-14433,-119591,-0.1206863393
2010/3/4,put,201004,7700,276,7664,331,7569.8,7664,7524.19,6522,-119591,0.0545358764
2010/3/5,put,201004,7700,262,7659.76,244,7666.26,7694.89,7618,-2136,-119591,-0.0178608758
2010/3/8,put,201004,7700,207,7741.8,187,7762.27,7763.76,7716.28,-13476,-119591,-0.1126840649
2010/3/9,put,201004,7800,234,7762.4,236,7770.59,7770.59,7737.65,-12570,-119591,-0.1051082439
2010/3/10,put,201004,7800,229,7797.7,227,7779.08,7803.27,7736.7,-13504,-119591,-0.1129181962
2010/3/11,put,201004,7800,219,7817.59,227,7749.66,7818.84,7749.4,-9632,-119591,-0.0805411778
2010/3/16,put,201004,7700,250,7671.41,193,7695.63,7695.81,7645.17,-34655,-119591,-0.2897793312
2010/3/17,put,201004,7800,222,7763.43,152,7847.84,7849.38,7762.85,-61395,-119591,-0.5133747523
2010/4/20,put,201005,7900,179,7908.11,189,7900.42,7923.27,7842.07,-58145,-119591,-0.4861987942
2010/4/21,put,201005,7900,142,7949.96,132,7990.53,7998.76,7947.9,-62465,-119591,-0.5223219139
2010/4/22,put,201005,7900,150,7948.89,148,7978.69,7985.49,7897.14,-63225,-119591,-0.5286769071
2010/4/23,put,201005,8000,186,8021.71,173,8004.89,8030.11,7996.77,-67164,-119591,-0.5616141683
2010/4/26,put,201005,8100,170,8107.22,126,8158.14,8168.47,8093.14,-80716,-119591,-0.6749337325
2010/4/27,put,201005,8200,175,8174.85,179,8146.44,8174.85,8121.14,-79828,-119591,-0.6675084245
2010/4/28,put,201005,7900,160,7944.7,100,8081.55,8092.48,7944.7,-94708,-119591,-0.7919325033
2010/4/29,put,201005,8100,166,8105.96,174,8054.05,8107.36,8053.02,-93516,-119591,-0.7819651981
2010/4/30,put,201005,8100,135,8116.39,204,8004.25,8163.94,7999.28,-80199,-119591,-0.6706106647
2010/5/3,put,201006,8000,262,7979.8,280,7952.17,8022.45,7916.04,-77499,-119591,-0.6480337149
2010/5/4,put,201006,8000,257,8006.79,302,7930.77,8010.98,7889.93,-70164,-119591,-0.586699668
2010/5/5,put,201006,7800,275,7759.18,337,7696.9,7785.55,7695.69,-59066,-119591,-0.4939000426
2010/5/6,put,201006,7700,308,7696.27,320,7579.48,7702.11,7562.03,-56714,-119591,-0.4742330108
2010/5/7,put,201006,7400,321,7393.27,229,7567.1,7572.79,7387.19,-74654,-119591,-0.6242442993
2010/5/10,put,201006,7600,293,7610.88,238,7664.73,7664.73,7577.31,-83069,-119591,-0.6946091261
2010/5/11,put,201006,7700,260,7718.17,325,7608.44,7743.41,7608.44,-73969,-119591,-0.6185164435
2010/5/12,put,201006,7700,279,7663.34,306,7602.7,7674.52,7596.21,-69568,-119591,-0.5817160154
2010/5/13,put,201006,7700,193,7703.48,184,7770.57,7787.32,7687.55,-71899,-119591,-0.6012074487
2010/5/14,put,201006,7700,215,7735.6,192,7772.13,7772.54,7725.82,-76982,-119591,-0.6437106471
2010/5/17,put,201006,7700,243,7697.79,289,7598.72,7697.79,7574.06,-68932,-119591,-0.5763978895
2010/5/18,put,201006,7600,220,7630.1,225,7585.3,7637.99,7560.89,-67782,-119591,-0.5667817812
2010/5/19,put,201006,7500,230,7527.62,235,7559.16,7588.09,7467.2,-66657,-119591,-0.5573747188
2010/5/20,put,201006,7600,286,7557.17,358,7424.43,7557.17,7424.43,-53337,-119591,-0.4459951
2010/5/21,put,201006,7200,269,7229.17,219,7237.71,7277.93,7164.21,-65637,-119591,-0.5488456489
2010/5/24,call,201006,7300,186,7296.15,183,7322.73,7344.92,7269.81,-66975,-148637,-0.4505944011
2010/5/25,call,201006,7200,180,7238.16,134,7086.37,7241.84,7032.4,-88181,-149975,-0.5879713286
2010/5/26,call,201006,7200,163,7161.4,149,7167.35,7174.38,7079.85,-95307,-171181,-0.5567615565
2010/5/27,call,201006,7100,181,7139.45,231,7243.16,7254.68,7105.11,-72407,-178307,-0.406080524
2010/5/28,call,201006,7300,166,7338.77,143,7295.32,7364.01,7271.3,-87058,-178307,-0.4882477973
2010/5/31,put,201006,7300,174,7312.26,126,7373.98,7373.98,7292.54,-112210,-178307,-0.6293078791
2010/6/1,put,201007,7300,329,7327.01,359,7289.33,7348.56,7276.52,-106210,-178307,-0.5956580504
2010/6/2,put,201007,7300,401,7252.79,425,7195.71,7304.13,7159.75,-101914,-178307,-0.5715647731
2010/6/3,put,201007,7300,328,7322.51,291,7360.28,7361.7,7309.46,-110498,-178307,-0.6197064613
2010/6/4,put,201007,7400,341,7377.56,356,7344.59,7377.56,7337.35,-107528,-178307,-0.6030497961
2010/6/7,put,201007,7100,330,7139.76,313,7157.83,7172.3,7085.55,-111166,-178307,-0.6234528089
2010/6/8,put,201007,7100,319,7142.31,299,7151.99,7179.14,7128.92,-115366,-178307,-0.647007689
2010/6/9,put,201007,7200,379,7166.19,403,7071.67,7193.04,7048.6,-111382,-178307,-0.6246642028
2010/6/10,put,201007,7100,325,7134.16,273,7181.77,7182.99,7085.34,-122042,-178307,-0.6844487317
2010/6/11,put,201007,7300,300,7302.97,294,7299.49,7321.6,7273.7,-123164,-178307,-0.6907412496
2010/6/14,put,201007,7400,302,7372.93,273,7387.4,7393.41,7347.23,-128442,-178307,-0.7203418823
2010/6/15,put,201007,7400,274,7388.57,223,7454.06,7489.68,7364.34,-137673,-178307,-0.7721121437
2010/6/17,put,201007,7500,244,7503.12,261,7515.78,7534.06,7481.72,-134851,-178307,-0.7562855076
2010/6/18,put,201007,7500,260,7538.55,266,7493.11,7538.55,7459.93,-133849,-178307,-0.7506659862
2010/6/21,put,201007,7600,264,7595.93,217,7635.56,7645.71,7562.25,-141745,-178307,-0.7949491607
2010/6/30,put,201007,7300,250,7277.39,239,7329.37,7337.32,7255.09,-143351,-178307,-0.8039560982
2010/7/1,put,201008,7300,403,7326.89,430,7254.06,7327.4,7251.6,-141029,-178307,-0.7909336145
2010/7/2,put,201008,7300,405,7285.01,381,7330.74,7378.77,7285.01,-143237,-178307,-0.8033167514
2010/7/5,put,201008,7400,427,7351.18,336,7439.96,7447.18,7351.18,-150699,-178307,-0.8451659217
2010/7/6,put,201008,7400,347,7385.33,246,7548.48,7548.48,7382.37,-158678,-178307,-0.8899145855
2010/7/7,put,201008,7600,392,7560.22,362,7534.46,7565.37,7517.68,-160178,-178307,-0.8983270427
2010/8/13,put,201009,7800,175,7845.98,114,7891.58,7906.35,7830.46,-166461,-178307,-0.9335640216
2010/8/16,put,201009,7900,195,7884.28,142,7941.22,7941.22,7850.13,-169641,-178307,-0.9513984308
2010/8/17,put,201009,8000,212,7962.7,196,7931.09,7973.15,7931.09,-170281,-178307,-0.9549877459
2010/8/18,put,201009,8000,168,7978.52,219,7924.1,7984.57,7897.18,-167884,-178307,-0.9415446393
2010/8/19,put,201009,7900,152,7925.48,136,7928.94,7948.73,7886.73,-168972,-178307,-0.9476464749
2010/8/20,put,201009,7900,163,7915.16,147,7927.31,7941.61,7905.01,-169884,-178307,-0.9527612489
2010/8/23,put,201009,7900,148,7938.21,107,7975.93,8013.12,7924.1,-172180,-178307,-0.9656379166
2010/8/24,put,201009,8000,181,7983.62,195,7940.64,7990.49,7940.64,-171718,-178307,-0.9630468798
2010/8/25,put,201009,7900,155,7889.57,271,7736.98,7889.57,7736.98,-166846,-178307,-0.9357232189
2010/8/26,put,201009,7700,154,7743.32,177,7689.74,7758.14,7666.51,-165144,-178307,-0.9261778842
2010/8/27,put,201009,7700,182,7702.59,151,7722.91,7722.91,7662.23,-167376,-178307,-0.9386956205
2010/8/30,put,201009,7800,165,7797.26,154,7741.2,7806.91,7737.28,-168102,-178307,-0.9427672497
2010/8/31,put,201009,7700,130,7669.31,190,7616.28,7687.47,7577.1,-163422,-178307,-0.9165203834
2010/9/1,put,201010,7600,232,7643.61,194,7668.25,7679.43,7625.72,-165854,-178307,-0.9301597806
2010/9/2,put,201010,7800,250,7764.8,256,7720.82,7780.53,7715.31,-165560,-178307,-0.928510939
2010/9/3,put,201010,7800,215,7770.93,197,7830.21,7830.21,7770.93,-166622,-178307,-0.9344669587
2010/9/6,put,201010,7900,235,7879.7,200,7890.95,7902.56,7841.83,-168337,-178307,-0.9440852014
2010/9/7,put,201010,7900,190,7914.38,204,7884.4,7922.07,7876.67,-167609,-178307,-0.9400023555
2010/9/8,put,201010,7900,212,7866.35,206,7851.31,7898.76,7824.65,-167909,-178307,-0.9416848469
2010/9/9,put,201010,7900,167,7901.83,213,7835.54,7903.47,7817.87,-165057,-178307,-0.9256899617
2010/9/10,put,201010,7900,168,7900.56,170,7890.11,7911.66,7859.33,-164901,-178307,-0.9248150662
2010/9/13,put,201010,8000,199,7961.98,114,8091.3,8091.3,7946.98,-170596,-178307,-0.9567543619
2010/10/12,put,201011,8200,234,8176.7,281,8090.22,8180.39,8058.59,-169092,-178307,-0.9483194715
2010/10/13,put,201011,8100,202,8116.69,183,8106.66,8143.19,8067.87,-169947,-178307,-0.9531145721
2010/10/14,put,201011,8200,225,8181.51,175,8215.45,8252.2,8178.34,-171797,-178307,-0.9634899359
2010/10/15,put,201011,8200,181,8216.87,188,8205.3,8242.77,8184.29,-171552,-178307,-0.9621159012
2010/10/18,put,201011,8200,193,8209.39,286,8060.54,8209.39,8057.12,-168297,-178307,-0.9438608692
2010/10/19,put,201011,8000,161,8044.9,174,8046.23,8074.68,8018.31,-167491,-178307,-0.9393405755
2010/10/20,put,201011,8000,200,7993.43,116,8124.62,8131.19,7992.81,-172027,-178307,-0.964779846
2010/10/21,put,201011,8100,162,8135.57,154,8131.23,8171.49,8109.79,-172331,-178307,-0.9664847706
2010/10/22,put,201011,8200,177,8169.51,171,8168.06,8174.03,8148.26,-172529,-178307,-0.967595215
2010/10/25,put,201011,8200,161,8204.01,84,8306.98,8307.59,8199.49,-175224,-178307,-0.9827095964
2010/10/26,put,201011,8300,124,8336.95,116,8343.23,8353.86,8319.01,-175416,-178307,-0.9837863909
2010/10/27,put,201011,8400,156,8369.75,184,8291.04,8372.52,8285.73,-174912,-178307,-0.9809598053
2010/10/28,put,201011,8300,85,8315,96,8354.05,8386.29,8281.52,-174483,-178307,-0.9785538425
2010/11/4,put,201012,8300,190,8321.36,169,8357.85,8367.19,8317.86,-174903,-178307,-0.9809093305
2010/11/5,put,201012,8400,172,8444.81,174,8449.34,8458.47,8420.65,-174865,-178307,-0.980696215
2010/11/15,put,201012,8300,180,8287.83,187,8240.65,8301.35,8226.71,-174732,-178307,-0.9799503104
2010/11/16,put,201012,8200,147,8234.22,128,8312.21,8324.51,8234.22,-175188,-178307,-0.9825076974
2010/11/17,put,201012,8200,150,8249.95,134,8255.54,8284.51,8228.24,-175508,-178307,-0.9843023549
2010/11/18,put,201012,8300,179,8285.55,158,8283.45,8286.92,8238.77,-175823,-178307,-0.9860689709
2010/11/19,put,201012,8300,130,8344.66,152,8306.12,8372.16,8283.27,-175405,-178307,-0.9837246995
2010/11/22,put,201012,8300,139,8343.32,109,8374.91,8391.25,8334.42,-176005,-178307,-0.9870896824
2010/11/23,put,201012,8400,151,8388.26,178,8328.63,8396.49,8323.81,-175600,-178307,-0.984818319
2010/11/24,put,201012,8300,159,8277.33,136,8297.05,8337.19,8277.33,-175991,-178307,-0.9870111661
2010/11/25,put,201012,8300,123,8337.9,120,8349.99,8355.39,8330.92,-176045,-178307,-0.9873140146
2010/11/26,put,201012,8400,161,8371.27,199,8312.15,8371.27,8312.15,-175513,-178307,-0.9843303965
2010/11/29,put,201012,8400,150,8399.77,124,8367.17,8401.42,8331.51,-175981,-178307,-0.9869550831
2010/11/30,put,201012,8400,115,8384.64,109,8372.48,8443.38,8363.97,-176101,-178307,-0.9876280797
2010/12/1,put,201101,8400,201,8430.6,147,8520.11,8520.11,8428.64,-176641,-178307,-0.9906565642
2010/12/2,put,201101,8600,199,8598.01,199,8585.77,8641.13,8572.65,-176641,-178307,-0.9906565642
2010/12/3,put,201101,8600,186,8630.88,191,8624.01,8659.62,8618.26,-176601,-178307,-0.990432232
2010/12/6,put,201101,8700,232,8675.45,190,8702.23,8718.53,8675.45,-176895,-178307,-0.9920810737
2010/12/7,put,201101,8700,198,8716,179,8704.39,8716,8654.49,-177028,-178307,-0.9928269782
2010/12/8,put,201101,8700,181,8727.88,187,8703.79,8729.7,8683.98,-176986,-178307,-0.9925914294
2010/12/13,put,201101,8700,166,8748.64,159,8736.59,8764.51,8736.54,-177035,-178307,-0.9928662363
2010/12/14,put,201101,8800,196,8771.9,204,8740.43,8789.25,8717.53,-176987,-178307,-0.9925970377
2010/12/15,put,201101,8800,205,8755.32,174,8756.71,8756.71,8698.41,-177173,-178307,-0.9936401824
2010/12/16,put,201101,8800,177,8770.74,165,8782.2,8797.98,8767.44,-177245,-178307,-0.9940439803
2010/12/17,put,201101,8800,155,8828.05,141,8817.9,8860.38,8817.51,-177329,-178307,-0.9945150779
2010/12/21,put,201101,8800,141,8802.86,106,8827.79,8827.79,8772.59,-177539,-178307,-0.9956928219
2010/12/22,put,201101,8800,100,8847.27,96,8860.49,8865.42,8834.32,-177567,-178307,-0.9958498545
