Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9
2015/5/21,9645,9648,9512,9541,9617.2,9657.6,9772.85,9664,128659,113075,118166,-20.08,7.57,-27.65,0.27,0.27,0.3,0.38,0.1
2015/5/22,9562,9649,9546,9627,9627.4,9648.5,9762.3,9665.88,110540,109289,119965,-23.72,1.31,-25.03,0.33,0.29,0.45,0.45,0.44
2015/5/25,9603,9640,9550,9631,9634,9639.4,9747.85,9666.03,94010,107561,113848,-26.24,-4.2,-22.04,0.37,0.32,0.46,0.46,0.45
2015/5/26,9613,9725,9606,9659,9625.2,9634.7,9729.9,9665.63,113898,104048,113717,-23.99,-8.16,-15.83,0.46,0.36,0.51,0.48,0.64
2015/5/27,9607,9698,9601,9662,9624,9627,9713.5,9665.87,109490,111319,113198,-22.47,-11.02,-11.45,0.54,0.42,0.51,0.48,0.7
2015/5/28,9711,9750,9683,9729,9661.6,9639.4,9704.6,9667.5,113114,108210,110643,-15.68,-11.95,-3.73,0.66,0.5,0.63,0.54,0.91
2015/5/29,9741,9765,9688,9703,9676.8,9652.1,9695.9,9668.98,105530,107208,108249,-10.82,-11.73,0.91,0.69,0.57,0.56,0.52,0.75
2015/6/1,9668,9713,9601,9630,9676.6,9655.3,9683.15,9669.15,117845,111975,109768,-12.57,-11.9,-0.68,0.62,0.58,0.42,0.45,0.47
2015/6/2,9586,9639,9565,9606,9666,9645.6,9671.05,9669.48,103681,109932,106990,-16.95,-12.91,-4.05,0.54,0.57,0.39,0.44,0.37
2015/6/3,9640,9648,9535,9548,9643.2,9633.6,9656.15,9668,124180,112870,112095,-22.92,-14.91,-8.01,0.38,0.5,0.31,0.39,0.06
2015/6/4,9531,9553,9301,9312,9559.8,9610.7,9634.15,9663.63,202135,130674,119442,-43.31,-20.59,-22.72,0.26,0.42,0.15,0.27,0.02
2015/6/5,9324,9347,9269,9309,9481,9578.9,9613.7,9659.97,125037,134576,120892,-63.66,-29.21,-34.46,0.2,0.35,0.15,0.27,0.08
2015/6/8,9312,9404,9235,9348,9424.6,9550.6,9595,9657.12,134575,137922,124949,-76.87,-38.74,-38.13,0.2,0.3,0.24,0.31,0.21
2015/6/9,9303,9346,9201,9235,9350.4,9508.2,9571.45,9650.92,142752,145736,127834,-92.68,-49.53,-43.15,0.16,0.25,0.18,0.27,0.06
2015/6/10,9256,9328,9252,9284,9297.6,9470.4,9548.7,9645.68,122486,145397,129134,-101.39,-59.9,-41.49,0.15,0.22,0.28,0.31,0.15
2015/6/11,9328,9333,9224,9285,9292.2,9426,9532.7,9641.38,119493,128869,129771,-107.49,-69.42,-38.07,0.16,0.2,0.28,0.32,0.16
2015/6/12,9272,9314,9230,9268,9284,9382.5,9517.3,9636.58,106398,125141,129858,-111.97,-77.93,-34.05,0.15,0.18,0.26,0.31,0.15
2015/6/15,9272,9318,9220,9245,9263.4,9344,9499.65,9630.12,119565,122139,130030,-115.25,-85.39,-29.86,0.14,0.17,0.24,0.3,0.1
2015/6/16,9244,9258,9164,9214,9259.2,9304.8,9475.2,9620.93,119914,117571,131654,-120.05,-92.33,-27.73,0.13,0.16,0.21,0.28,0.13
2015/6/17,9215,9237,9177,9181,9238.6,9268.1,9450.85,9611.33,61706,105415,125406,-123.92,-98.65,-25.28,0.11,0.14,0.18,0.26,0.07
2015/6/18,9044,9078,9011,9048,9191.2,9241.7,9426.2,9599.65,101634,101843,115356,-137.33,-106.38,-30.95,0.11,0.13,0.11,0.21,0.09
2015/6/22,9108,9203,9105,9178,9173.2,9228.6,9403.75,9590.62,103562,101276,113209,-136.72,-112.45,-24.27,0.24,0.17,0.39,0.35,0.5
2015/6/23,9221,9268,9208,9230,9170.2,9216.8,9383.7,9582.98,106239,98611,110375,-129.25,-115.81,-13.44,0.38,0.24,0.47,0.4,0.68
2015/6/24,9215,9248,9193,9246,9176.6,9217.9,9363.05,9576.9,80540,90736,104154,-121.99,-117.05,-4.95,0.5,0.33,0.5,0.41,0.73
2015/6/25,9268,9370,9263,9342,9208.8,9223.7,9347.05,9573.57,134204,105236,105326,-107.26,-115.09,7.83,0.64,0.43,0.62,0.49,0.92
2015/6/26,9348,9348,9300,9322,9263.6,9227.4,9326.7,9569.72,72218,99353,100598,-94.99,-111.07,16.08,0.72,0.53,0.59,0.48,0.87
2015/6/29,9195,9222,9109,9139,9255.8,9214.5,9298.5,9562.33,128844,104409,102843,-97.91,-108.44,10.52,0.6,0.55,0.36,0.37,0.36
2015/6/30,9146,9217,9124,9211,9252,9211.1,9277.55,9557.38,103641,103889,101250,-96.02,-105.95,9.94,0.58,0.56,0.46,0.42,0.56
2015/7/1,9185,9319,9184,9292,9261.2,9218.9,9261.85,9552.02,124416,112665,101700,-86.98,-102.16,15.18,0.65,0.59,0.55,0.48,0.78
2015/7/2,9300,9325,9260,9277,9248.2,9228.5,9248.3,9546.15,91473,104118,104677,-77.87,-97.3,19.43,0.65,0.61,0.53,0.47,0.65
2015/7/3,9258,9305,9171,9301,9244,9253.8,9247.75,9541.67,133033,116281,107817,-71.06,-92.05,20.99,0.68,0.63,0.56,0.49,0.74
2015/7/6,9235,9297,9182,9203,9256.8,9256.3,9242.45,9535.55,124973,115507,109958,-68.76,-87.39,18.63,0.57,0.61,0.42,0.43,0.36
2015/7/7,9260,9303,9210,9242,9263,9257.5,9237.15,9529.05,131787,121136,112513,-63.95,-82.7,18.76,0.55,0.59,0.48,0.46,0.51
2015/7/8,9205,9210,8912,8945,9193.6,9227.4,9222.65,9517.18,208496,137952,125309,-79.09,-81.98,2.89,0.39,0.53,0.25,0.32,0.08
2015/7/9,8801,8939,8724,8875,9113.2,9180.7,9202.2,9504.37,193187,158295,131207,-102,-85.98,-16.01,0.35,0.47,0.22,0.29,0.25
2015/7/13,8935,9005,8902,8993,9051.6,9147.8,9187.6,9495.58,156806,163050,139666,-109.21,-90.63,-18.58,0.38,0.44,0.37,0.38,0.45
2015/7/14,9040,9084,8982,8983,9007.6,9132.2,9173.35,9484.57,136144,165284,140396,-110.84,-94.67,-16.17,0.4,0.42,0.36,0.37,0.43
2015/7/15,9040,9078,8989,9029,8965,9114,9162.55,9475.35,88463,156619,138878,-109.01,-97.54,-11.47,0.43,0.43,0.43,0.41,0.51
2015/7/16,8935,8983,8900,8916,8959.2,9076.4,9147.65,9464.57,132945,141509,139731,-114.5,-100.93,-13.57,0.4,0.42,0.33,0.36,0.33
2015/7/17,8906,8935,8871,8913,8966.8,9040,9134.25,9453.87,112382,125348,141822,-119.16,-104.58,-14.58,0.38,0.4,0.33,0.36,0.33
2015/7/20,8970,9027,8804,8851,8938.4,8995,9124.4,9441.15,154969,124981,144015,-123.42,-108.35,-15.08,0.32,0.38,0.28,0.33,0.22
2015/7/21,8887,8940,8815,8937,8929.2,8968.4,9112.35,9426.13,130287,123809,144547,-123.44,-111.36,-12.08,0.36,0.37,0.42,0.4,0.44
2015/7/22,8882,8883,8795,8811,8885.6,8925.3,9091.4,9407.65,141837,134484,145552,-128.61,-114.81,-13.8,0.32,0.35,0.31,0.34,0.24
2015/7/23,8778,8822,8670,8753,8853,8906.1,9066.75,9386.57,172952,142485,141997,-137.22,-119.29,-17.92,0.28,0.33,0.27,0.32,0.2
2015/7/24,8720,8740,8653,8686,8807.6,8887.2,9033.95,9364.83,119108,143831,134589,-147.04,-124.84,-22.2,0.21,0.29,0.23,0.3,0.08
2015/7/27,8637,8670,8493,8525,8742.4,8840.4,8994.1,9341.8,166804,146198,135589,-164.08,-132.69,-31.39,0.16,0.25,0.16,0.25,0.05
2015/7/28,8500,8591,8480,8539,8662.8,8796,8964.1,9319.5,144721,149084,136447,-176.83,-141.52,-35.31,0.14,0.21,0.19,0.26,0.11
2015/7/29,8533,8548,8440,8485,8597.6,8741.6,8927.8,9296.17,163354,153388,143936,-188.61,-150.94,-37.67,0.12,0.18,0.17,0.24,0.08
2015/7/30,8520,8632,8509,8607,8568.4,8710.7,8893.55,9275.48,145799,147957,145221,-187.78,-158.3,-29.47,0.18,0.18,0.37,0.34,0.28
2015/7/31,8593,8606,8508,8575,8546.2,8676.9,8858.45,9254.3,134719,151079,147455,-186.8,-164,-22.79,0.21,0.19,0.35,0.33,0.27
2015/8/3,8546,8548,8400,8454,8532,8637.2,8816.1,9232.67,136785,145076,145637,-192.04,-169.61,-22.43,0.18,0.18,0.26,0.29,0.11
2015/8/4,8487,8552,8416,8464,8517,8589.9,8779.15,9211.77,167590,149649,149367,-193.16,-174.32,-18.84,0.17,0.18,0.28,0.3,0.15
2015/8/5,8504,8547,8448,8521,8524.2,8560.9,8743.1,9191.75,145106,146000,149694,-189.02,-177.26,-11.76,0.23,0.2,0.38,0.34,0.36
2015/8/6,8541,8579,8366,8390,8480.8,8524.6,8715.35,9169.82,179725,152785,150371,-189.85,-179.78,-10.07,0.18,0.19,0.27,0.29,0.08
2015/8/7,8360,8423,8312,8389,8443.6,8494.9,8691.05,9147.32,148962,155634,153357,-192.56,-182.34,-10.23,0.2,0.19,0.27,0.29,0.24
2015/8/10,8405,8461,8345,8442,8441.2,8486.6,8663.5,9127.93,143249,156926,151001,-188.97,-183.66,-5.3,0.27,0.22,0.37,0.34,0.41
2015/8/11,8505,8556,8358,8362,8420.8,8468.9,8632.45,9107.7,185332,160475,155062,-185.03,-183.94,-1.09,0.23,0.22,0.3,0.31,0.16
2015/8/12,8365,8390,8243,8301,8376.8,8450.5,8596.05,9086.08,184836,168421,157210,-187.87,-184.72,-3.15,0.21,0.22,0.25,0.28,0.16
2015/8/13,8348,8363,8275,8305,8359.8,8420.3,8565.5,9062.78,151639,162804,157794,-187.7,-185.32,-2.38,0.2,0.21,0.26,0.29,0.18
2015/8/14,8262,8334,8262,8326,8347.2,8395.4,8536.15,9040.42,112509,155513,155573,-185.43,-185.34,-0.09,0.22,0.21,0.31,0.31,0.25
2015/8/17,8321,8330,8223,8239,8306.6,8373.9,8505.55,9018.72,125957,152055,154491,-185.86,-185.45,-0.42,0.16,0.19,0.23,0.27,0.04
2015/8/18,8241,8276,8161,8172,8268.6,8344.7,8467.3,8994.47,130582,141105,150790,-189.07,-186.17,-2.9,0.11,0.17,0.19,0.25,0.03
2015/8/19,8178,8179,7993,8002,8208.8,8292.8,8426.85,8967.32,101864,124510,146466,-201.49,-189.23,-12.26,0.08,0.14,0.12,0.2,0.02
2015/8/20,7949,8040,7898,7973,8142.4,8251.1,8387.85,8939.22,187942,131771,147287,-214.75,-194.34,-20.42,0.09,0.12,0.11,0.19,0.11
2015/8/21,7858,7887,7740,7744,8026,8186.6,8340.75,8907.25,174438,144157,149835,-238.03,-203.08,-34.95,0.06,0.1,0.07,0.15,0
2015/8/24,7609,7676,7010,7345,7847.2,8076.9,8281.75,8867.52,364785,191922,171988,-288.24,-220.11,-68.13,0.12,0.11,0.04,0.1,0.24
2015/8/25,7400,7606,7318,7572,7727.2,7997.9,8233.4,8832,233175,212441,176773,-310.49,-238.19,-72.3,0.22,0.15,0.26,0.25,0.42
2015/8/26,7525,7678,7432,7607,7648.2,7928.5,8189.5,8798.28,238178,239704,182107,-319.28,-254.4,-64.87,0.3,0.2,0.3,0.27,0.45
2015/8/27,7656,7729,7631,7679,7589.4,7865.9,8143.1,8766.17,169791,236073,183922,-314.67,-266.46,-48.21,0.37,0.25,0.36,0.31,0.51
2015/8/28,7812,7902,7791,7871,7614.8,7820.4,8107.9,8738.22,167248,234635,189396,-293.17,-271.8,-21.37,0.47,0.33,0.51,0.4,0.68
2015/8/31,7831,8034,7802,7973,7740.4,7793.8,8083.85,8715.9,144165,190511,191217,-266.07,-270.65,4.59,0.59,0.41,0.57,0.45,0.82
2015/9/1,7901,7964,7802,7829,7791.8,7759.5,8052.1,8691.23,174196,178716,195578,-248.94,-266.31,17.37,0.66,0.5,0.47,0.4,0.8
2015/9/2,7768,7997,7761,7938,7858,7753.1,8022.95,8667.73,197665,170613,205158,-228.49,-258.75,30.25,0.74,0.58,0.54,0.45,0.91
2015/9/3,7961,8003,7874,7975,7917.2,7753.3,8002.2,8646.73,151197,166894,201484,-206.02,-248.2,42.18,0.81,0.65,0.57,0.46,0.94
2015/9/4,7931,8039,7872,7894,7921.8,7768.3,7977.45,8623.57,176043,168653,201644,-188.62,-236.29,47.66,0.8,0.7,0.5,0.43,0.8
2015/9/7,7850,8008,7843,7930,7913.2,7826.8,7951.85,8600.98,169579,173736,182124,-172.6,-223.55,50.95,0.81,0.74,0.53,0.45,0.82
2015/9/8,7930,7979,7880,7972,7941.8,7866.8,7932.35,8579.38,137093,166315,172516,-156.25,-210.09,53.84,0.82,0.77,0.57,0.47,0.84
2015/9/9,8114,8340,8104,8334,8021,7939.5,7934,8564.2,194442,165671,168142,-115.55,-191.18,75.63,0.88,0.8,0.76,0.61,0.99
2015/9/10,8226,8292,8192,8265,8079,7998.1,7932,8548.38,146244,164680,165787,-84.3,-169.81,85.5,0.87,0.83,0.69,0.58,0.87
2015/9/11,8221,8295,8202,8266,8153.4,8037.6,7929,8533.13,120481,153568,161111,-58.56,-147.56,89,0.87,0.84,0.69,0.58,0.87
2015/9/14,8319,8340,8210,8275,8222.4,8067.8,7930.8,8520.25,149956,149643,161690,-36.31,-125.31,89,0.88,0.85,0.7,0.58,0.89
2015/9/15,8300,8333,8230,8237,8275.4,8108.6,7934.05,8504.57,137170,149659,157987,-19.71,-104.19,84.47,0.85,0.85,0.64,0.56,0.79
2015/9/16,8310,8358,8270,8318,8272.2,8146.6,7949.85,8489.37,80906,126951,146311,-1.96,-83.74,81.78,0.87,0.86,0.7,0.59,0.92
2015/9/17,8368,8478,8364,8441,8307.4,8193.2,7973.25,8475.95,141074,125917,145299,21.14,-62.77,83.91,0.9,0.87,0.77,0.64,0.94
2015/9/18,8418,8459,8383,8438,8341.8,8247.6,8007.95,8460.88,122478,126317,139942,38.88,-42.44,81.32,0.91,0.88,0.77,0.64,0.93
2015/9/21,8328,8335,8233,8270,8340.8,8281.6,8054.2,8443.35,126365,121599,135621,40.17,-25.92,66.09,0.75,0.84,0.52,0.54,0.44
2015/9/22,8295,8340,8276,8331,8359.6,8317.5,8092.15,8429.88,99115,113988,131823,44.11,-11.91,56.02,0.66,0.78,0.58,0.57,0.49
2015/9/23,8234,8250,8135,8142,8324.4,8298.3,8118.9,8412.07,138538,125514,126233,34.56,-2.62,37.17,0.45,0.67,0.4,0.47,0.02
2015/9/24,8188,8219,8047,8090,8254.2,8280.8,8139.45,8392.03,163890,130077,127997,22.23,2.35,19.87,0.33,0.56,0.36,0.45,0.1
2015/9/25,8142,8152,8033,8119,8190.4,8266.1,8151.85,8372.73,161413,137864,132091,11.86,4.25,7.6,0.29,0.47,0.4,0.47,0.19
2015/9/30,8015,8178,7983,8135,8163.4,8252.1,8159.95,8353.3,165188,145629,133614,3.75,4.15,-0.4,0.29,0.41,0.42,0.48,0.31
2015/10/1,8174,8330,8116,8307,8158.6,8259.1,8183.85,8338.37,178858,161577,137783,9.91,5.3,4.6,0.41,0.41,0.61,0.56,0.65
2015/10/2,8283,8319,8254,8278,8185.8,8255.1,8200.85,8322.3,104901,154850,140182,15.99,7.44,8.55,0.48,0.43,0.57,0.54,0.62
2015/10/5,8358,8377,8275,8331,8234,8244.1,8218.65,8312.07,131099,148292,139185,24.27,10.81,13.46,0.62,0.5,0.62,0.57,0.88
2015/10/6,8431,8478,8365,8369,8284,8237.2,8242.4,8303.63,147140,145437,141651,35.8,15.8,19.99,0.67,0.55,0.66,0.59,0.78
2015/10/7,8377,8497,8357,8491,8355.2,8259.3,8270.45,8295.27,140147,140429,143029,49.51,22.55,26.96,0.78,0.63,0.75,0.64,0.99
2015/10/8,8534,8544,8422,8443,8382.4,8270.5,8294,8286.27,142571,133172,147375,60.01,30.04,29.97,0.79,0.68,0.67,0.6,0.82
2015/10/12,8494,8580,8464,8552,8437.2,8311.5,8304.9,8278.32,125543,137300,146075,73.45,38.72,34.73,0.85,0.74,0.74,0.65,0.95
2015/10/13,8554,8575,8511,8557,8482.4,8358.2,8319.5,8272.33,99975,131075,139684,84.18,47.81,36.37,0.88,0.79,0.75,0.65,0.96
2015/10/14,8521,8554,8492,8520,8512.6,8398.3,8332.2,8265.78,108262,123300,134368,89.36,56.12,33.24,0.88,0.82,0.67,0.62,0.87
2015/10/15,8565,8668,8565,8609,8536.2,8445.7,8348.9,8261.75,138824,123035,131732,99.68,64.83,34.84,0.87,0.84,0.75,0.66,0.86
2015/10/16,8588,8627,8571,8607,8569,8475.7,8367.4,8256.25,98558,114232,123702,105.85,73.04,32.81,0.86,0.84,0.74,0.66,0.84
2015/10/19,8627,8670,8588,8623,8583.2,8510.2,8382.65,8253.12,117062,112536,124918,111.31,80.69,30.62,0.86,0.85,0.76,0.67,0.85
2015/10/20,8644,8663,8629,8659,8603.6,8543,8393.55,8251.55,83770,109295,120185,116.43,87.84,28.59,0.89,0.86,0.79,0.68,0.96
2015/10/21,8690,8704,8593,8617,8623,8567.8,8402.5,8250.4,71803,102003,112652,117.54,93.78,23.76,0.83,0.85,0.67,0.64,0.69
2015/10/22,8588,8633,8566,8595,8620.2,8578.2,8418.75,8251.57,97736,93786,108410,114.24,97.87,16.37,0.73,0.81,0.61,0.62,0.55
2015/10/23,8742,8752,8669,8694,8637.6,8603.3,8436.9,8254.15,108905,95855,105044,118.73,102.04,16.69,0.75,0.79,0.73,0.67,0.78
2015/10/26,8730,8765,8716,8733,8659.6,8621.4,8466.45,8258.28,79592,88361,100449,123.65,106.37,17.28,0.79,0.79,0.77,0.69,0.88
2015/10/27,8722,8728,8655,8694,8666.6,8635.1,8496.65,8259.73,99136,91434,100365,122.58,109.61,12.97,0.74,0.78,0.66,0.65,0.65
2015/10/28,8685,8710,8613,8638,8670.8,8646.9,8522.6,8260.78,115433,100160,101082,116.92,111.07,5.85,0.62,0.72,0.54,0.6,0.36
2015/10/29,8681,8685,8545,8547,8661.2,8640.7,8543.2,8262.33,142670,109147,101467,105.66,109.99,-4.33,0.41,0.62,0.39,0.52,0.01
2015/10/30,8560,8600,8484,8570,8636.4,8637,8556.35,8264.1,155466,118459,107157,93.65,106.72,-13.07,0.38,0.54,0.44,0.54,0.31
2015/11/2,8535,8598,8502,8587,8607.2,8633.4,8571.8,8265.2,114793,125500,106930,84.16,102.21,-18.05,0.37,0.48,0.47,0.55,0.37
2015/11/3,8665,8740,8645,8719,8612.2,8639.4,8591.2,8270.68,123033,130279,110857,86.72,99.11,-12.39,0.53,0.5,0.67,0.63,0.84
2015/11/4,8765,8900,8751,8882,8661,8665.9,8616.85,8278.9,160402,139273,119717,99.55,99.2,0.35,0.67,0.56,0.79,0.71,0.96
2015/11/5,8879,8899,8832,8872,8726,8693.6,8635.9,8286.07,96100,129959,119553,109.66,101.29,8.36,0.76,0.62,0.77,0.7,0.93
2015/11/6,8850,8858,8650,8689,8749.8,8693.1,8648.2,8291.52,185282,135922,127191,104.58,101.95,2.63,0.67,0.64,0.49,0.55,0.49
2015/11/9,8677,8748,8597,8628,8758,8682.6,8652,8296.97,165493,146062,135781,93.73,100.3,-6.58,0.56,0.61,0.43,0.51,0.35
2015/11/10,8581,8592,8512,8533,8720.8,8666.5,8650.8,8300.77,131070,147669,138974,75.56,95.36,-19.8,0.41,0.55,0.35,0.46,0.12
2015/11/11,8507,8549,8372,8378,8620,8640.5,8643.7,8301.63,179202,151429,145351,50.63,86.41,-35.78,0.28,0.46,0.25,0.39,0.01
2015/11/12,8404,8461,8354,8459,8537.4,8631.7,8636.2,8305.3,148495,161908,145934,31.65,75.46,-43.81,0.25,0.39,0.36,0.44,0.19
2015/11/13,8380,8472,8318,8356,8470.8,8610.3,8623.65,8308.37,178126,160477,148200,11.8,62.73,-50.93,0.19,0.32,0.3,0.39,0.07
2015/11/16,8245,8307,8212,8288,8402.8,8580.4,8606.9,8313.13,139331,155245,150653,-12,47.78,-59.78,0.16,0.27,0.26,0.36,0.11
2015/11/17,8370,8490,8369,8437,8383.6,8552.2,8595.8,8320.87,152201,159471,153570,-17.78,34.67,-52.45,0.22,0.25,0.44,0.45,0.33
2015/11/18,8440,8450,8326,8335,8375,8497.5,8581.7,8330.72,81613,139953,145691,-27.84,22.17,-50.01,0.21,0.24,0.37,0.41,0.19
2015/11/19,8371,8460,8323,8447,8372.6,8455,8574.3,8349.08,155548,141364,151636,-30.79,11.57,-42.37,0.29,0.25,0.48,0.47,0.44
2015/11/20,8430,8475,8396,8443,8390,8430.4,8561.75,8363.6,114281,128595,144536,-31.16,3.03,-34.19,0.39,0.3,0.48,0.47,0.61
2015/11/23,8488,8511,8407,8481,8428.6,8415.7,8549.15,8378.17,124827,125694,140469,-28.64,-3.31,-25.33,0.53,0.38,0.52,0.49,0.8
2015/11/24,8461,8494,8362,8401,8421.4,8402.5,8534.5,8390.2,159334,127121,143296,-30.77,-8.8,-21.97,0.56,0.44,0.43,0.45,0.63
2015/11/25,8412,8418,8320,8384,8431.2,8403.1,8521.8,8398.75,137748,138348,139150,-35.11,-14.06,-21.05,0.57,0.48,0.42,0.44,0.58
2015/11/26,8412,8525,8410,8499,8441.6,8407.1,8519.4,8407.52,134327,134103,137734,-29.6,-17.17,-12.43,0.68,0.55,0.56,0.51,0.92
2015/11/27,8520,8534,8377,8390,8431,8410.5,8510.4,8416.87,137736,138794,133695,-29.77,-19.69,-10.08,0.56,0.55,0.44,0.45,0.33
2015/11/30,8311,8345,8202,8297,8394.2,8411.4,8495.9,8422.85,167237,147276,136485,-40.54,-23.86,-16.68,0.47,0.53,0.36,0.41,0.29
2015/12/1,8360,8463,8317,8456,8405.2,8413.3,8482.75,8430.87,158141,147038,137079,-37.52,-26.59,-10.93,0.57,0.54,0.53,0.5,0.77
2015/12/2,8433,8510,8415,8452,8418.8,8425,8461.25,8440.17,146804,148849,143598,-32,-27.67,-4.32,0.63,0.57,0.53,0.5,0.75
2015/12/3,8388,8490,8363,8470,8413,8427.3,8441.15,8449.17,147876,151559,142831,-28.02,-27.74,-0.28,0.69,0.61,0.55,0.51,0.81
2015/12/4,8361,8410,8326,8393,8413.6,8422.3,8426.35,8456.18,142112,152434,145614,-29.99,-28.19,-1.8,0.65,0.62,0.45,0.46,0.58
2015/12/7,8495,8550,8455,8470,8448.2,8421.2,8418.45,8458.45,140025,146992,147134,-22.76,-27.11,4.35,0.69,0.65,0.55,0.51,0.77
2015/12/8,8438,8451,8318,8331,8423.2,8414.2,8408.35,8459.55,148126,144989,146013,-27.08,-27.1,0.02,0.58,0.63,0.4,0.44,0.37
2015/12/9,8311,8328,8212,8220,8376.8,8397.8,8400.45,8458.78,155405,146709,147779,-39.16,-29.51,-9.65,0.41,0.55,0.31,0.39,0.05
2015/12/10,8182,8208,8101,8188,8320.4,8366.7,8386.9,8457.33,173415,151817,151688,-54.05,-34.42,-19.63,0.34,0.48,0.29,0.37,0.19
2015/12/11,8200,8220,8068,8070,8255.8,8334.7,8372.6,8454.55,164753,156345,154389,-70.23,-41.58,-28.65,0.23,0.4,0.22,0.33,0
2015/12/14,7976,8065,7949,8060,8173.8,8311,8361.2,8450.25,144310,157202,152097,-87.97,-50.86,-37.11,0.21,0.33,0.22,0.33,0.18
2015/12/15,8077,8137,8048,8065,8120.6,8271.9,8342.6,8443.98,139344,155445,150217,-97.26,-60.14,-37.12,0.21,0.29,0.23,0.33,0.19
2015/12/16,8180,8209,8112,8198,8116.2,8246.5,8335.75,8439.98,87705,141905,144307,-95.41,-67.2,-28.22,0.28,0.29,0.46,0.43,0.41
2015/12/17,8202,8303,8176,8282,8135,8227.7,8327.5,8440.18,144410,136104,143961,-86.37,-71.03,-15.34,0.37,0.31,0.56,0.48,0.55
2015/12/18,8248,8319,8206,8229,8166.8,8211.3,8316.8,8438.48,145205,132195,144270,-79.5,-72.73,-6.78,0.43,0.35,0.49,0.45,0.56
2015/12/21,8173,8283,8133,8280,8210.8,8192.3,8306.75,8440.78,137963,130925,144064,-73.36,-72.85,-0.5,0.58,0.43,0.56,0.48,0.87
2015/12/22,8257,8297,8220,8275,8252.8,8186.7,8300.45,8443.87,126517,128360,141903,-65.89,-71.46,5.57,0.68,0.51,0.55,0.48,0.88
2015/12/23,8301,8347,8267,8288,8270.8,8193.5,8295.65,8446.68,134900,137799,139852,-56.83,-68.53,11.7,0.74,0.59,0.57,0.49,0.85
2015/12/24,8346,8388,8293,8317,8277.8,8206.4,8286.55,8449.72,114489,131815,133960,-46.6,-64.15,17.55,0.77,0.65,0.61,0.51,0.84
2015/12/25,8335,8378,8306,8374,8306.8,8236.8,8285.75,8450.83,69641,116702,124448,-35.72,-58.46,22.74,0.83,0.71,0.69,0.55,0.96
2015/12/28,8370,8394,8349,8354,8321.6,8266.2,8288.6,8452.1,74401,103990,117458,-26.4,-52.05,25.65,0.84,0.75,0.64,0.53,0.86
2015/12/29,8321,8347,8263,8288,8324.2,8288.5,8280.2,8451.38,110566,100799,114580,-24.09,-46.46,22.37,0.76,0.76,0.49,0.48,0.59
2015/12/30,8313,8329,8226,8258,8318.2,8294.5,8270.5,8449.53,115891,96998,117398,-24.3,-42.03,17.73,0.67,0.73,0.43,0.46,0.48
2015/12/31,8240,8300,8234,8275,8309.8,8293.8,8260.75,8445.93,103781,94856,113335,-23.93,-38.41,14.48,0.63,0.69,0.47,0.48,0.54
2016/1/4,8262,8294,8036,8073,8249.6,8278.2,8244.75,8439.77,191331,119194,117948,-35.49,-37.82,2.34,0.45,0.61,0.24,0.35,0.1
2016/1/5,8099,8130,8011,8025,8183.8,8252.7,8222.5,8430.98,164756,137265,120627,-49.82,-40.22,-9.6,0.31,0.51,0.21,0.33,0.04
2016/1/6,8038,8048,7901,7971,8120.4,8222.3,8204.5,8421.22,200598,155271,128035,-66.47,-45.47,-21,0.26,0.43,0.18,0.3,0.14
2016/1/7,7956,7971,7731,7805,8029.8,8174,8183.75,8409.3,246399,181373,139185,-90.3,-54.44,-35.86,0.21,0.35,0.11,0.24,0.11
2016/1/8,7755,7884,7734,7865,7947.8,8128.8,8167.6,8396.9,182333,197083,145970,-107.23,-65,-42.23,0.21,0.3,0.23,0.3,0.2
2016/1/11,7730,7793,7672,7739,7881,8065.3,8151.05,8382.43,184748,195767,157480,-127.34,-77.46,-49.88,0.17,0.26,0.17,0.26,0.1
2016/1/12,7800,7808,7680,7707,7817.4,8000.6,8133.4,8367.17,176648,198145,167705,-142.47,-90.47,-52,0.13,0.22,0.16,0.25,0.05
2016/1/13,7784,7849,7736,7806,7784.4,7952.4,8120.45,8352.95,188268,195679,175475,-146.81,-101.73,-45.08,0.16,0.2,0.34,0.33,0.21
2016/1/14,7647,7724,7607,7715,7766.4,7898.1,8096.3,8337.92,171850,180769,181071,-157.24,-112.84,-44.4,0.16,0.18,0.27,0.3,0.16
2016/1/15,7801,7809,7636,7668,7727,7837.4,8065.6,8322.47,183418,180986,189035,-163.22,-122.91,-40.3,0.14,0.17,0.24,0.28,0.12
2016/1/18,7513,7828,7503,7810,7741.2,7811.1,8044.65,8307.73,241486,192334,194050,-162.65,-130.86,-31.79,0.28,0.21,0.45,0.39,0.56
2016/1/19,7786,7868,7750,7866,7773,7795.2,8023.95,8293.28,165954,190195,194170,-152.39,-135.17,-17.23,0.45,0.29,0.51,0.43,0.78
2016/1/20,7797,7804,7673,7704,7752.6,7768.5,7995.4,8276.78,116624,175866,185773,-151.9,-138.51,-13.38,0.47,0.35,0.37,0.36,0.53
2016/1/21,7659,7706,7601,7613,7732.2,7749.3,7961.65,8259.7,202230,181942,181356,-156.79,-142.17,-14.63,0.42,0.37,0.31,0.33,0.3
2016/1/22,7730,7752,7641,7748,7748.2,7737.6,7933.2,8246.38,183045,181868,181427,-151.75,-144.08,-7.66,0.5,0.42,0.46,0.41,0.67
