date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2017/1/17,put,201702,9300,130,9282,103,9340,9344,9280,-27,-130,-0.2076923077
2017/1/20,put,201702,9300,123,9283,100,9330,9338,9278,-50,-150,-0.3333333333
2017/2/6,put,201703,9500,163,9477,138,9505,9533,9441,-75,-213,-0.3521126761
2017/3/2,put,201704,9800,187,9761,222,9691,9784,9643,-40,-262,-0.1526717557
2017/3/7,call,201704,9700,139,9693,144,9728,9734,9682,-35,-262,-0.1335877863
2017/3/13,put,201704,9600,116,9644,89,9693,9698,9643,-62,-262,-0.2366412214
2017/3/14,put,201704,9700,118,9713,101,9748,9767,9711,-79,-262,-0.3015267176
2017/3/15,put,201704,9700,105,9742,108,9733,9752,9715,-76,-262,-0.2900763359
2017/3/16,put,201704,9800,114,9805,96,9840,9852,9782,-94,-262,-0.358778626
2017/3/31,put,201704,9900,110,9858,130,9821,9872,9812,-74,-262,-0.2824427481
2017/4/5,put,201705,9800,135,9849,82,9962,9968,9843,-127,-262,-0.4847328244
2017/4/6,put,201705,9900,131,9930,146,9895,9941,9880,-112,-262,-0.427480916
2017/4/7,put,201705,9900,145,9903,166,9861,9905,9772,-91,-262,-0.3473282443
2017/4/10,put,201705,9900,160,9868,157,9875,9892,9843,-94,-262,-0.358778626
2017/4/12,put,201705,9800,145,9818,144,9814,9830,9776,-95,-262,-0.3625954198
2017/4/13,put,201705,9800,148,9802,122,9845,9869,9792,-121,-262,-0.4618320611
2017/4/14,put,201705,9800,140,9806,190,9716,9808,9711,-71,-262,-0.2709923664
2017/4/17,put,201705,9700,131,9740,130,9721,9754,9680,-72,-262,-0.2748091603
2017/4/18,call,201705,9800,103,9757,91,9736,9772,9721,-84,-262,-0.320610687
2017/4/19,put,201705,9700,140,9700,165,9639,9707,9632,-59,-262,-0.2251908397
2017/4/20,put,201705,9600,132,9598,115,9615,9640,9584,-76,-262,-0.2900763359
2017/4/21,put,201705,9700,127,9665,111,9698,9706,9655,-92,-262,-0.3511450382
2017/4/24,put,201705,9700,86,9747,98,9706,9766,9684,-80,-262,-0.3053435115
2017/4/25,put,201705,9700,77,9746,49,9814,9827,9728,-136,-262,-0.5190839695
2017/4/27,put,201705,9800,82,9829,69,9838,9850,9808,-149,-262,-0.5687022901
2017/5/11,put,201706,10000,158,9962,140,9988,9997,9946,-167,-307,-0.5439739414
