buy_or_sell,day,strike_price,number,id,PutorCall,buyprice,output_money,money_canbuy
buy,2013/1/15,7900,62.0,0,call,80.0,500000,250450.0
buy,2013/1/16,7900,123.0,0,call,53.0,500000,143075.0
buy,2013/1/17,7800,54.0,0,call,79.0,500000,218705.0
buy,2013/1/22,7800,63.0,0,call,78.0,500000,247370.0
buy,2013/1/28,7700,144.0,0,call,64.0,500000,2525.0
buy,2013/1/29,7900,200,0,call,26.5,500000,327965.0
buy,2013/1/30,7900,132.0,0,call,50.0,500000,334165.0
buy,2013/2/4,8000,69.0,0,call,90.0,500000,315640.0
buy,2013/2/5,8000,71.0,0,call,89.0,500000,320490.0
buy,2013/2/20,8100,96.0,0,call,65.0,500000,320265.0
buy,2013/2/23,8100,200,0,call,57.0,500000,23665.0
buy,2013/2/25,8100,83.0,0,call,63.0,500000,268140.0
buy,2013/2/26,8000,165.0,0,call,60.0,500000,2245.0
buy,2013/2/27,8000,99.0,0,call,62.0,500000,134245.0
buy,2013/3/1,8000,34.0,0,call,119.0,500000,204830.0
buy,2013/3/4,8000,34.0,0,call,110.0,500000,198200.0
buy,2013/3/5,8000,66.0,0,call,76.0,500000,113200.0
buy,2013/3/6,8100,127.0,0,call,68.0,500000,2615.0
buy,2013/3/7,8000,39.0,0,call,97.0,500000,197935.0
buy,2013/3/8,8100,77.0,0,call,57.0,500000,221480.0
buy,2013/3/11,8100,87.0,0,call,80.0,500000,154665.0
buy,2013/3/12,8100,66.0,0,call,90.0,500000,306240.0
buy,2013/3/13,8100,81.0,0,call,70.0,500000,286365.0
buy,2013/3/14,8100,79.0,0,call,67.0,500000,272865.0
buy,2013/3/15,8100,82.0,0,call,61.0,500000,256925.0
buy,2013/3/18,8000,82.0,0,call,58.0,500000,240115.0
buy,2013/3/22,7900,93.0,0,call,48.0,500000,226560.0
buy,2013/3/26,7900,72.0,0,call,58.0,500000,214515.0
buy,2013/3/27,7900,66.0,0,call,60.0,500000,200985.0
buy,2013/3/28,8000,200,0,call,29.0,500000,82535.0
buy,2013/3/29,8000,105.0,0,call,31.5,500000,170535.0
buy,2013/4/1,8000,96.0,0,call,79.0,500000,1297.5
buy,2013/4/2,8000,93.0,0,call,72.0,500000,3052.5
buy,2013/4/3,8000,76.0,0,call,78.0,500000,3747.5
buy,2013/4/8,8000,84.0,0,call,63.0,500000,1907.5
buy,2013/4/9,7800,52.0,0,call,90.0,500000,2647.5
buy,2013/4/10,7800,55.0,0,call,76.0,500000,1572.5
buy,2013/4/12,7900,46.0,0,call,58.0,500000,137347.5
buy,2013/4/15,7900,68.0,0,call,37.0,500000,128757.5
buy,2013/4/16,7800,45.0,0,call,52.0,500000,122152.5
buy,2013/4/22,8100,73.0,0,call,36.5,500000,138077.5
buy,2013/4/24,8100,78.0,0,call,32.0,500000,129405.0
buy,2013/4/29,8100,83.0,0,call,34.0,500000,146520.0
buy,2013/4/30,8200,107.0,0,call,30.0,500000,164700.0
buy,2013/5/2,8200,46.0,0,call,80.0,500000,185525.0
buy,2013/5/7,8300,60.0,0,call,69.0,500000,215075.0
buy,2013/5/10,8400,52.0,0,call,75.0,500000,203575.0
buy,2013/5/14,8400,79.0,0,call,66.0,500000,115100.0
buy,2013/5/15,8400,43.0,0,call,79.0,500000,176830.0
buy,2013/5/16,8400,76.0,0,call,85.0,500000,3720.0
buy,2013/5/17,8500,46.0,0,call,90.0,500000,213570.0
buy,2013/5/20,8500,96.0,0,call,82.0,500000,2720.0
buy,2013/5/21,8500,108.0,0,call,65.0,500000,860.0
buy,2013/5/22,8500,95.0,0,call,65.0,500000,2935.0
buy,2013/5/23,8400,36.0,0,call,76.0,500000,140735.0
buy,2013/5/24,8300,52.0,0,call,70.0,500000,79655.0
buy,2013/5/28,8400,59.0,0,call,40.0,500000,122680.0
buy,2013/5/29,8400,60.0,0,call,37.0,500000,114905.0
buy,2013/5/30,8400,63.0,0,call,40.0,500000,130130.0
buy,2013/6/3,8200,34.0,0,call,70.0,500000,122105.0
buy,2013/6/5,8200,36.0,0,call,76.0,500000,138255.0
buy,2013/6/6,8200,36.0,0,call,70.0,500000,133575.0
buy,2013/6/14,8100,81.0,0,call,60.0,500000,1050.0
buy,2013/7/3,8000,34.0,0,call,63.0,500000,109775.0
buy,2013/7/4,7900,29.0,0,call,70.0,500000,103090.0
buy,2013/7/8,8100,47.0,0,call,49.0,500000,117990.0
buy,2013/7/9,7900,27.0,0,call,80.0,500000,111775.0
buy,2013/7/10,8000,70.0,0,call,71.0,500000,1250.0
buy,2013/7/11,8200,79.0,0,call,40.0,500000,162575.0
buy,2013/7/12,8300,90.0,0,call,56.0,500000,111750.0
buy,2013/7/15,8200,73.0,0,call,83.0,500000,132325.0
buy,2013/7/16,8300,66.0,0,call,78.0,500000,265285.0
buy,2013/7/19,8200,86.0,0,call,80.0,500000,149145.0
buy,2013/7/22,8100,109.0,0,call,83.0,500000,1520.0
buy,2013/7/23,8200,118.0,0,call,69.0,500000,176800.0
buy,2013/7/24,8200,144.0,0,call,97.0,500000,1080.0
buy,2013/7/25,8200,77.0,0,call,80.0,500000,316115.0
buy,2013/7/26,8200,85.0,0,call,83.0,500000,359715.0
buy,2013/7/29,8200,147.0,0,call,77.0,500000,246540.0
buy,2013/7/30,8200,124.0,0,call,60.0,500000,377120.0
buy,2013/8/2,8200,71.0,0,call,120.0,500000,429845.0
buy,2013/8/5,8200,78.0,0,call,103.0,500000,407820.0
buy,2013/8/6,8200,79.0,0,call,96.0,500000,386225.0
buy,2013/8/7,8000,121.0,0,call,119.0,500000,2555.0
buy,2013/8/8,8000,155.0,0,call,83.0,500000,360.0
buy,2013/8/9,7900,97.0,0,call,117.0,500000,5535.0
buy,2013/8/12,7900,94.0,0,call,108.0,500000,3865.0
buy,2013/8/13,8000,82.0,0,call,80.0,500000,331345.0
buy,2013/8/14,8100,113.0,0,call,66.0,500000,379970.0
