buy_or_sell,day,strike_price,number,id,PutorCall,buyprice,output_money,money_canbuy
buy,2013/8/15,7900,60.0,0,call,118.0,500000,357255.0
buy,2013/8/19,8000,89.0,0,call,75.0,500000,338380.0
buy,2013/8/20,8000,94.0,0,call,67.0,500000,319280.0
buy,2013/8/22,7800,143.0,0,call,83.0,500000,3315.0
buy,2013/8/28,7800,75.0,0,call,70.0,500000,269470.0
buy,2013/8/29,7900,95.0,0,call,63.0,500000,307220.0
buy,2013/8/30,8000,114.0,0,call,60.0,500000,349020.0
buy,2013/9/2,8100,99.0,0,call,79.0,500000,397245.0
buy,2013/9/3,8100,76.0,0,call,117.0,500000,456635.0
buy,2013/9/4,8100,81.0,0,call,105.0,500000,427600.0
buy,2013/9/5,8200,151.0,0,call,90.0,500000,295125.0
buy,2013/9/6,8200,200,0,call,101.0,500000,91750.0
buy,2013/9/9,8300,200,0,call,77.0,500000,491750.0
buy,2013/9/10,8300,130.0,0,call,90.0,500000,591500.0
buy,2013/9/11,8300,123.0,0,call,90.0,500000,558175.0
buy,2013/9/13,8300,124.0,0,call,84.0,500000,529350.0
buy,2013/9/14,8300,164.0,0,call,60.0,500000,498870.0
buy,2013/9/16,8300,148.0,0,call,76.0,500000,568270.0
buy,2013/9/17,8300,155.0,0,call,83.0,500000,648565.0
buy,2013/10/4,8500,167.0,0,call,88.0,500000,741940.0
buy,2013/10/8,8400,143.0,0,call,97.0,500000,701960.0
buy,2013/10/9,8400,200,0,call,116.0,500000,435000.0
buy,2013/10/11,8500,124.0,0,call,118.0,500000,739300.0
buy,2013/10/14,8400,120.0,0,call,115.0,500000,701640.0
buy,2013/10/15,8500,198.0,0,call,66.0,500000,661290.0
buy,2013/10/16,8500,189.0,0,call,69.0,500000,662865.0
buy,2013/10/18,8500,187.0,0,call,66.0,500000,623210.0
buy,2013/10/23,8500,169.0,0,call,72.0,500000,613660.0
buy,2013/10/24,8400,141.0,0,call,81.0,500000,582420.0
buy,2013/10/25,8500,200,0,call,49.0,500000,597840.0
buy,2013/10/28,8400,157.0,0,call,65.0,500000,519665.0
buy,2013/10/29,8500,200,0,call,45.0,500000,724065.0
buy,2013/10/30,8500,200,0,call,57.0,500000,729065.0
buy,2013/10/31,8500,200,0,call,55.0,500000,719065.0
buy,2013/11/1,8600,200,0,call,69.0,500000,734065.0
buy,2013/11/5,8400,139.0,0,call,96.0,500000,679390.0
buy,2013/11/7,8400,173.0,0,call,73.0,500000,640620.0
buy,2013/11/11,8300,197.0,0,call,85.0,500000,362425.0
buy,2013/11/12,8300,186.0,0,call,83.0,500000,334475.0
buy,2013/11/13,8300,200,0,call,73.0,500000,289535.0
buy,2013/11/14,8200,100.0,0,call,93.0,500000,474035.0
buy,2013/11/15,8300,163.0,0,call,54.0,500000,445860.0
buy,2013/11/18,8300,200,0,call,61.0,500000,299485.0
buy,2013/11/20,8300,140.0,0,call,77.0,500000,544985.0
buy,2013/11/22,8200,200,0,call,63.0,500000,391585.0
buy,2013/11/25,8200,151.0,0,call,79.0,500000,605360.0
buy,2013/11/26,8300,200,0,call,46.0,500000,911970.0
buy,2013/11/27,8300,200,0,call,61.0,500000,889970.0
buy,2013/11/28,8500,200,0,call,25.5,500000,1417970.0
buy,2013/11/29,8500,200,0,call,38.0,500000,1359470.0
buy,2013/12/2,8500,200,0,call,97.0,500000,873470.0
buy,2013/12/3,8500,200,0,call,78.0,500000,956470.0
buy,2013/12/4,8500,200,0,call,76.0,500000,1126470.0
buy,2013/12/5,8500,200,0,call,94.0,500000,1164470.0
buy,2013/12/6,8500,200,0,call,73.0,500000,1270470.0
buy,2013/12/9,8600,200,0,call,58.0,500000,1337470.0
buy,2013/12/10,8500,200,0,call,85.0,500000,999470.0
buy,2013/12/11,8600,200,0,call,55.0,500000,1544470.0
buy,2013/12/12,8500,200,0,call,71.0,500000,1539470.0
buy,2013/12/13,8500,200,0,call,55.0,500000,1618470.0
buy,2013/12/17,8500,200,0,call,57.0,500000,1533470.0
buy,2013/12/20,8500,200,0,call,56.0,500000,1476470.0
buy,2013/12/26,8600,200,0,call,40.0,500000,1570470.0
buy,2013/12/27,8600,200,0,call,38.0,500000,1540470.0
