date,roi
2013/1/2,1.0
2013/1/3,1.0
2013/1/4,1.0
2013/1/7,1.0
2013/1/8,1.0
2013/1/9,1.0
2013/1/10,1.0
2013/1/11,1.0
2013/1/14,1.0
2013/1/15,0.9721
2013/1/16,0.933355
2013/1/17,0.994645
2013/1/18,0.994645
2013/1/21,0.994645
2013/1/22,0.966925
2013/1/23,0.966925
2013/1/24,0.966925
2013/1/25,0.966925
2013/1/28,1.097965
2013/1/29,1.167465
2013/1/30,1.127865
2013/1/31,1.127865
2013/2/1,1.127865
2013/2/4,1.12614
2013/2/5,1.13644
2013/2/6,1.134665
2013/2/18,1.134665
2013/2/19,1.134665
2013/2/20,1.132265
2013/2/21,1.098665
2013/2/22,1.098665
2013/2/23,1.093665
2013/2/25,1.00137
2013/2/26,0.94362
2013/2/27,0.90798
2013/3/1,0.90713
2013/3/4,0.86565
2013/3/5,0.864
2013/3/6,0.88806
2013/3/7,0.887085
2013/3/8,1.00484
2013/3/11,1.10489
2013/3/12,1.07189
2013/3/13,1.03949
2013/3/14,1.009075
2013/3/15,0.979965
2013/3/18,0.952085
2013/3/19,0.952085
2013/3/20,0.952085
2013/3/21,0.952085
2013/3/22,0.925115
2013/3/25,0.925115
2013/3/26,0.900635
2013/3/27,0.877535
2013/3/28,0.838535
2013/3/29,0.8828975
2013/4/1,0.8804975
2013/4/2,0.8020475
2013/4/3,0.7686075
2013/4/8,0.7379475
2013/4/9,0.7119475
2013/4/10,0.7105725
2013/4/11,0.7718975
2013/4/12,0.7562575
2013/4/15,0.7402775
2013/4/16,0.7731275
2013/4/17,0.7731275
2013/4/18,0.7731275
2013/4/19,0.7731275
2013/4/22,0.756155
2013/4/23,0.756155
2013/4/24,0.789695
2013/4/25,0.789695
2013/4/26,0.789695
2013/4/29,0.827875
2013/4/30,0.870675
2013/5/2,0.869525
2013/5/3,0.923575
2013/5/6,0.923575
2013/5/7,0.899875
2013/5/8,0.899875
2013/5/9,0.899875
2013/5/10,0.898575
2013/5/13,0.877775
2013/5/14,0.847755
2013/5/15,0.82862
2013/5/16,0.92172
2013/5/17,0.89872
2013/5/20,0.85456
2013/5/21,0.81406
2013/5/22,0.778435
2013/5/23,0.762955
2013/5/24,0.742155
2013/5/27,0.742155
2013/5/28,0.727405
2013/5/29,0.757705
2013/5/30,0.741955
2013/5/31,0.741955
2013/6/3,0.775955
2013/6/4,0.775955
2013/6/5,0.775055
2013/6/6,0.746075
2013/6/7,0.746075
2013/6/10,0.746075
2013/6/11,0.746075
2013/6/13,0.746075
2013/6/14,0.717725
2013/6/17,0.717725
2013/6/18,0.717725
2013/6/19,0.717725
2013/6/20,0.717725
2013/6/21,0.717725
2013/6/24,0.717725
2013/6/25,0.717725
2013/6/26,0.717725
2013/6/27,0.717725
2013/6/28,0.717725
2013/7/1,0.717725
2013/7/2,0.717725
2013/7/3,0.705315
2013/7/4,0.70459
2013/7/5,0.734315
2013/7/8,0.72045
2013/7/9,0.7515
2013/7/10,0.82255
2013/7/11,0.866
2013/7/12,0.86375
2013/7/15,1.024335
2013/7/16,0.995295
2013/7/17,0.995295
2013/7/18,0.995295
2013/7/19,0.956595
2013/7/22,1.08685
2013/7/23,1.20308
2013/7/24,1.12604
2013/7/25,1.21459
2013/7/26,1.316165
2013/7/29,1.25222
2013/7/30,1.35762
2013/7/31,1.35762
2013/8/1,1.35762
2013/8/2,1.31147
2013/8/5,1.2674
2013/8/6,1.22553
2013/8/7,1.147485
2013/8/8,1.14361
2013/8/9,1.013815
2013/8/12,1.011465
2013/8/13,1.255695
2013/8/14,1.212755
2013/8/15,1.174355
2013/8/16,1.174355
2013/8/19,1.13653
2013/8/20,1.10034
2013/8/22,1.033845
2013/8/23,1.033845
2013/8/26,1.033845
