date,dateline,type,strike_price,callorput,open,high,low,close,open_interest
2013/1/2,201301W1,TXO,7000,call,0,0,0,0,0
2013/1/2,201301W1,TXO,7000,put,0.1,0.3,0.1,0.2,34
2013/1/2,201301W1,TXO,7100,call,0,0,0,0,0
2013/1/2,201301W1,TXO,7100,put,0.1,0.1,0.1,0.1,376
2013/1/2,201301W1,TXO,7200,call,0,0,0,0,8
2013/1/2,201301W1,TXO,7200,put,0.1,0.1,0.1,0.1,656
2013/1/2,201301W1,TXO,7300,call,0,0,0,0,5
2013/1/2,201301W1,TXO,7300,put,0.1,0.2,0.1,0.2,2224
2013/1/2,201301W1,TXO,7400,call,360,362,360,362,24
2013/1/2,201301W1,TXO,7400,put,0.3,0.3,0.1,0.2,5279
2013/1/2,201301W1,TXO,7450,call,270,320,270,320,181
2013/1/2,201301W1,TXO,7450,put,0.5,0.5,0.1,0.2,4662
2013/1/2,201301W1,TXO,7500,call,229,285,218,269,43
2013/1/2,201301W1,TXO,7500,put,0.5,0.5,0.1,0.1,5852
2013/1/2,201301W1,TXO,7550,call,172,240,168,220,682
2013/1/2,201301W1,TXO,7550,put,0.5,0.6,0.1,0.1,7214
2013/1/2,201301W1,TXO,7600,call,110,193,110,168,1843
2013/1/2,201301W1,TXO,7600,put,2,2,0.1,0.2,6690
2013/1/2,201301W1,TXO,7650,call,72,141,66,119,2677
2013/1/2,201301W1,TXO,7650,put,4.1,4.5,0.1,0.2,6723
2013/1/2,201301W1,TXO,7700,call,34.5,94,25,70,6011
2013/1/2,201301W1,TXO,7700,put,11,17.5,0.1,0.2,8953
2013/1/2,201301W1,TXO,7750,call,20,43,4.5,19,7755
2013/1/2,201301W1,TXO,7750,put,42,44,0.1,0.2,9289
2013/1/2,201301W1,TXO,7800,call,5,8.8,0.1,0.1,17101
2013/1/2,201301W1,TXO,7800,put,55,91,13.5,29,1690
2013/1/2,201301W1,TXO,7850,call,2.3,2.3,0.1,0.1,5146
2013/1/2,201301W1,TXO,7850,put,134,135,58,80,270
2013/1/2,201301W1,TXO,7900,call,0.6,0.6,0.1,0.1,2044
2013/1/2,201301W1,TXO,7900,put,142,142,111,130,66
2013/1/2,201301W1,TXO,8000,call,0.6,0.6,0.3,0.3,823
2013/1/2,201301W1,TXO,8000,put,252,252,219,225,18
2013/1/2,201301W1,TXO,8100,call,0,0,0,0,53
2013/1/2,201301W1,TXO,8100,put,0,0,0,0,0
2013/1/2,201301W1,TXO,8200,call,0,0,0,0,6
2013/1/2,201301W1,TXO,8200,put,0,0,0,0,0
2013/1/2,201301W1,TXO,8300,call,0,0,0,0,0
2013/1/2,201301W1,TXO,8300,put,0,0,0,0,0
2013/1/2,201301W2,TXO,7100,call,0,0,0,0,0
2013/1/2,201301W2,TXO,7100,put,0.6,0.6,0.6,0.6,1
2013/1/2,201301W2,TXO,7200,call,0,0,0,0,0
2013/1/2,201301W2,TXO,7200,put,0.7,1.4,0.6,0.6,124
2013/1/2,201301W2,TXO,7300,call,418,418,418,418,1
2013/1/2,201301W2,TXO,7300,put,3,3,1.2,1.3,407
2013/1/2,201301W2,TXO,7400,call,0,0,0,0,0
2013/1/2,201301W2,TXO,7400,put,5,6.9,1.9,2.6,1061
2013/1/2,201301W2,TXO,7500,call,232,286,227,286,3
2013/1/2,201301W2,TXO,7500,put,10,13,3.9,4.5,1796
2013/1/2,201301W2,TXO,7550,call,184,247,183,234,61
2013/1/2,201301W2,TXO,7550,put,20,20,5.9,7.1,2357
2013/1/2,201301W2,TXO,7600,call,153,200,137,189,154
2013/1/2,201301W2,TXO,7600,put,26,32,10,10,2305
2013/1/2,201301W2,TXO,7650,call,129,157,105,145,312
2013/1/2,201301W2,TXO,7650,put,39.5,45,15.5,17.5,2833
2013/1/2,201301W2,TXO,7700,call,80,120,72,106,2436
2013/1/2,201301W2,TXO,7700,put,57,66,25,27,3619
2013/1/2,201301W2,TXO,7750,call,55,85,49,72,2500
2013/1/2,201301W2,TXO,7750,put,81,90,40.5,43.5,2564
2013/1/2,201301W2,TXO,7800,call,40.5,81,30.5,45,4210
2013/1/2,201301W2,TXO,7800,put,111,121,60,67,1590
2013/1/2,201301W2,TXO,7850,call,27,34.5,17.5,27,3728
2013/1/2,201301W2,TXO,7850,put,145,159,90,99,433
2013/1/2,201301W2,TXO,7900,call,16,20,9.5,14.5,4318
2013/1/2,201301W2,TXO,7900,put,182,182,128,138,42
2013/1/2,201301W2,TXO,8000,call,6,6.2,2.1,4.8,2271
2013/1/2,201301W2,TXO,8000,put,305,305,219,222,18
2013/1/2,201301W2,TXO,8100,call,1,1.5,0.8,1.2,326
2013/1/2,201301W2,TXO,8100,put,320,320,320,320,5
2013/1/2,201301W2,TXO,8200,call,0.6,0.6,0.5,0.5,31
2013/1/2,201301W2,TXO,8200,put,0,0,0,0,0
2013/1/2,201301W2,TXO,8300,call,0,0,0,0,0
2013/1/2,201301W2,TXO,8300,put,0,0,0,0,0
2013/1/2,201301,TXO,6000,call,0,0,0,0,2
2013/1/2,201301,TXO,6000,put,0,0,0,0,3498
2013/1/2,201301,TXO,6100,call,0,0,0,0,0
2013/1/2,201301,TXO,6100,put,0,0,0,0,1390
2013/1/2,201301,TXO,6200,call,0,0,0,0,0
2013/1/2,201301,TXO,6200,put,0,0,0,0,1579
2013/1/2,201301,TXO,6300,call,0,0,0,0,0
2013/1/2,201301,TXO,6300,put,0,0,0,0,2526
2013/1/2,201301,TXO,6400,call,0,0,0,0,0
2013/1/2,201301,TXO,6400,put,0.1,0.1,0.1,0.1,3561
2013/1/2,201301,TXO,6500,call,0,0,0,0,0
2013/1/2,201301,TXO,6500,put,0.5,0.5,0.2,0.5,6050
2013/1/2,201301,TXO,6600,call,0,0,0,0,0
2013/1/2,201301,TXO,6600,put,1.3,1.4,0.3,0.5,5892
2013/1/2,201301,TXO,6700,call,0,0,0,0,4
2013/1/2,201301,TXO,6700,put,0.9,0.9,0.5,0.7,10563
2013/1/2,201301,TXO,6800,call,990,990,990,990,98
2013/1/2,201301,TXO,6800,put,1.9,1.9,0.8,0.8,13158
2013/1/2,201301,TXO,6900,call,0,0,0,0,126
2013/1/2,201301,TXO,6900,put,1.5,1.9,1,1,14251
2013/1/2,201301,TXO,7000,call,715,795,715,790,780
2013/1/2,201301,TXO,7000,put,1,3,1,1.7,27706
2013/1/2,201301,TXO,7100,call,615,695,615,675,947
2013/1/2,201301,TXO,7100,put,3.6,4.3,2.1,2.2,21339
2013/1/2,201301,TXO,7200,call,520,605,515,575,1337
2013/1/2,201301,TXO,7200,put,7.9,8,3.2,3.2,34411
2013/1/2,201301,TXO,7300,call,420,505,415,479,2912
2013/1/2,201301,TXO,7300,put,10,11,5,5.2,37556
2013/1/2,201301,TXO,7400,call,335,410,327,384,3472
2013/1/2,201301,TXO,7400,put,14,19.5,8.3,8.4,37255
2013/1/2,201301,TXO,7500,call,240,317,236,288,13731
2013/1/2,201301,TXO,7500,put,25,34,15,15,35499
2013/1/2,201301,TXO,7600,call,161,231,160,203,16884
2013/1/2,201301,TXO,7600,put,50,59,27.5,28.5,27712
2013/1/2,201301,TXO,7700,call,110,154,99,128,23038
2013/1/2,201301,TXO,7700,put,82,98,50,56,13459
2013/1/2,201301,TXO,7800,call,66,91,54,73,37487
2013/1/2,201301,TXO,7800,put,148,152,88,99,6628
2013/1/2,201301,TXO,7900,call,35,46.5,26.5,36,48110
2013/1/2,201301,TXO,7900,put,209,223,143,163,3186
2013/1/2,201301,TXO,8000,call,15,20,11,15.5,60335
2013/1/2,201301,TXO,8000,put,288,303,217,241,832
2013/1/2,201301,TXO,8100,call,6.9,7.4,4.6,5.9,27481
2013/1/2,201301,TXO,8100,put,345,346,307,330,349
2013/1/2,201301,TXO,8200,call,2.6,3,1.6,2.5,15309
2013/1/2,201301,TXO,8200,put,429,429,429,429,30
2013/1/2,201301,TXO,8300,call,0.2,1.4,0.2,1.2,9047
2013/1/2,201301,TXO,8300,put,0,0,0,0,0
2013/1/2,201301,TXO,8400,call,0.2,0.8,0.2,0.7,2472
2013/1/2,201301,TXO,8400,put,0,0,0,0,0
2013/1/2,201301,TXO,8500,call,0.5,0.5,0.5,0.5,1595
2013/1/2,201301,TXO,8500,put,0,0,0,0,0
2013/1/2,201301,TXO,8600,call,0.5,0.5,0.5,0.5,914
2013/1/2,201301,TXO,8600,put,0,0,0,0,0
2013/1/2,201301,TXO,8700,call,0,0,0,0,1123
2013/1/2,201301,TXO,8700,put,0,0,0,0,0
