buy_or_sell,sellday,id,number,buyday,buyprice,sellprice
sell,2013/4/29,0,21.0,2013/4/29,34.0,44.2
sell,2013/4/30,0,24.0,2013/4/30,30.0,39.0
sell,2013/5/3,0,9.0,2013/5/2,80.0,104.0
sell,2013/5/7,0,11.0,2013/5/7,69.0,62.1
sell,2013/5/13,0,9.0,2013/5/10,75.0,67.5
sell,2013/5/14,0,16.0,2013/5/14,66.0,59.4
sell,2013/5/15,0,7.0,2013/5/15,79.0,71.1
sell,2013/5/16,0,13.0,2013/5/16,85.0,110.5
sell,2013/5/17,0,6.0,2013/5/17,90.0,81.0
sell,2013/5/20,0,14.0,2013/5/20,82.0,73.8
sell,2013/5/21,0,15.0,2013/5/21,65.0,58.5
sell,2013/5/22,0,14.0,2013/5/22,65.0,58.5
sell,2013/5/23,0,5.0,2013/5/23,76.0,68.4
sell,2013/5/24,0,8.0,2013/5/24,70.0,63.0
sell,2013/5/28,0,8.0,2013/5/28,40.0,36.0
sell,2013/5/29,0,8.0,2013/5/29,37.0,48.1
sell,2013/5/30,0,8.0,2013/5/30,40.0,36.0
sell,2013/6/3,0,4.0,2013/6/3,70.0,91.0
sell,2013/6/6,0,4.0,2013/6/5,76.0,68.4
sell,2013/6/6,1,2.0,2013/6/6,70.0,63.0
sell,2013/6/14,0,9.0,2013/6/14,60.0,54.0
sell,2013/7/3,0,4.0,2013/7/3,63.0,56.7
sell,2013/7/5,0,3.0,2013/7/4,70.0,91.0
sell,2013/7/8,0,5.0,2013/7/8,49.0,44.1
sell,2013/7/9,0,2.0,2013/7/9,80.0,104.0
sell,2013/7/10,0,6.0,2013/7/10,71.0,92.3
sell,2013/7/11,0,6.0,2013/7/11,40.0,52.0
sell,2013/7/15,0,7.0,2013/7/12,56.0,72.8
sell,2013/7/15,1,1,2013/7/15,83.0,107.9
sell,2013/7/16,0,3.0,2013/7/16,78.0,70.2
sell,2013/7/19,0,4.0,2013/7/19,80.0,72.0
sell,2013/7/22,0,5.0,2013/7/22,83.0,107.9
sell,2013/7/23,0,5.0,2013/7/23,69.0,89.7
sell,2013/7/24,0,4.0,2013/7/24,97.0,87.3
sell,2013/7/25,0,2.0,2013/7/25,80.0,104.0
sell,2013/7/26,0,2.0,2013/7/26,83.0,107.9
sell,2013/7/29,0,4.0,2013/7/29,77.0,69.3
sell,2013/7/30,0,3.0,2013/7/30,60.0,78.0
sell,2013/8/2,0,1,2013/8/2,120.0,108.0
sell,2013/8/5,0,1,2013/8/5,103.0,92.7
sell,2013/8/6,0,1,2013/8/6,96.0,86.4
sell,2013/8/7,0,3.0,2013/8/7,119.0,107.1
sell,2013/8/9,0,3.0,2013/8/8,83.0,74.7
sell,2013/8/9,1,1.0,2013/8/9,117.0,105.3
sell,2013/8/13,0,3.0,2013/8/12,108.0,140.4
sell,2013/8/13,1,1,2013/8/13,80.0,104.0
sell,2013/8/14,0,3.0,2013/8/14,66.0,59.4
sell,2013/8/15,0,1,2013/8/15,118.0,106.2
sell,2013/8/19,0,2.0,2013/8/19,75.0,67.5
sell,2013/8/20,0,2.0,2013/8/20,67.0,60.3
sell,2013/8/22,0,4.0,2013/8/22,83.0,74.7
sell,2013/8/28,0,2.0,2013/8/28,70.0,91.0
sell,2013/8/29,0,2.0,2013/8/29,63.0,81.9
sell,2013/8/30,0,2.0,2013/8/30,60.0,78.0
sell,2013/9/2,0,2.0,2013/9/2,79.0,102.7
sell,2013/9/4,0,1,2013/9/3,117.0,105.3
sell,2013/9/5,1,1,2013/9/4,105.0,136.5
sell,2013/9/9,0,1,2013/9/5,90.0,117.0
sell,2013/9/9,2,1.0,2013/9/9,77.0,69.3
sell,2013/9/10,0,1,2013/9/10,90.0,81.0
sell,2013/9/10,1,2.0,2013/9/6,101.0,131.3
sell,2013/9/11,0,1,2013/9/11,90.0,81.0
sell,2013/9/13,0,2.0,2013/9/13,84.0,75.6
sell,2013/9/16,0,2.0,2013/9/14,60.0,78.0
sell,2013/9/16,1,1,2013/9/16,76.0,98.8
sell,2013/9/18,0,2.0,2013/9/17,83.0,107.9
sell,2013/10/7,0,1,2013/10/4,88.0,79.2
sell,2013/10/8,0,1,2013/10/8,97.0,126.1
sell,2013/10/9,0,2.0,2013/10/9,116.0,104.4
sell,2013/10/11,0,1,2013/10/11,118.0,106.2
sell,2013/10/14,0,1,2013/10/14,115.0,103.5
sell,2013/10/17,0,2.0,2013/10/15,66.0,85.8
sell,2013/10/17,1,1,2013/10/16,69.0,62.1
sell,2013/10/22,0,2.0,2013/10/18,66.0,59.4
sell,2013/10/23,0,1,2013/10/23,72.0,64.8
sell,2013/10/25,0,1,2013/10/24,81.0,72.9
sell,2013/10/25,1,1,2013/10/25,49.0,44.1
sell,2013/10/28,0,1,2013/10/28,65.0,84.5
sell,2013/10/29,0,2.0,2013/10/29,45.0,58.5
sell,2013/10/31,1,1,2013/10/31,55.0,71.5
sell,2013/11/1,0,2.0,2013/10/30,57.0,74.1
sell,2013/11/1,1,1,2013/11/1,69.0,62.1
sell,2013/11/5,0,1,2013/11/5,96.0,86.4
sell,2013/11/7,0,1,2013/11/7,73.0,65.7
sell,2013/11/11,0,2.0,2013/11/11,85.0,76.5
sell,2013/11/12,0,1,2013/11/12,83.0,74.7
sell,2013/11/13,0,2.0,2013/11/13,73.0,65.7
sell,2013/11/14,0,1,2013/11/14,93.0,83.7
sell,2013/11/19,0,1,2013/11/15,54.0,70.2
sell,2013/11/19,1,1,2013/11/18,61.0,79.3
sell,2013/11/20,0,1,2013/11/20,77.0,69.3
sell,2013/11/25,0,2.0,2013/11/22,63.0,81.9
sell,2013/11/25,1,1,2013/11/25,79.0,102.7
sell,2013/11/26,0,4.0,2013/11/26,46.0,59.8
sell,2013/11/27,0,3.0,2013/11/27,61.0,79.3
sell,2013/11/28,0,4.0,2013/11/28,25.5,33.15
sell,2013/11/29,0,2.0,2013/11/29,38.0,49.4
sell,2013/12/2,0,2.0,2013/12/2,97.0,87.3
sell,2013/12/4,1,1.0,2013/12/4,76.0,98.8
sell,2013/12/5,0,2.0,2013/12/3,78.0,70.2
sell,2013/12/5,1,1,2013/12/5,94.0,84.6
sell,2013/12/6,0,3.0,2013/12/6,73.0,65.7
sell,2013/12/9,0,3.0,2013/12/9,58.0,52.2
sell,2013/12/11,0,1,2013/12/10,85.0,110.5
sell,2013/12/11,1,1,2013/12/11,55.0,71.5
sell,2013/12/12,0,2.0,2013/12/12,71.0,63.9
sell,2013/12/16,0,1,2013/12/13,55.0,49.5
sell,2013/12/17,0,1,2013/12/17,57.0,51.3
sell,2013/12/20,0,1,2013/12/20,56.0,50.4
sell,2013/12/26,0,3.0,2013/12/26,40.0,36.0
sell,2013/12/27,0,1,2013/12/27,38.0,34.2
