date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2016/10/3,call,201611,9200,172.0,9219.52,173.0,9234.2,9256.58,9212.38,1.0,-172.0,0.00581395348837
2016/10/4,call,201611,9200,176.0,9228.66,198.0,9287.77,9287.77,9224.45,23.0,-175.0,0.131428571429
2016/10/5,call,201611,9300,125.0,9260.69,137.0,9272.28,9276.13,9244.41,35.0,-175.0,0.2
2016/10/6,call,201611,9300,157.0,9263.4,142.0,9284.31,9284.31,9242.83,20.0,-175.0,0.114285714286
2016/10/7,call,201611,9300,133.0,9289.66,135.0,9265.81,9289.95,9249.06,22.0,-175.0,0.125714285714
2016/10/11,call,201611,9300,153.0,9311.79,100.0,9219.82,9327.71,9167.72,-31.0,-175.0,-0.177142857143
2016/10/12,call,201611,9200,125.0,9201.55,179.0,9252.6,9258.69,9166.58,23.0,-175.0,0.131428571429
2016/10/13,call,201611,9300,130.0,9268.22,99.0,9219.17,9285.05,9187.78,-8.0,-175.0,-0.0457142857143
2016/10/14,call,201611,9200,138.0,9198.26,133.0,9165.17,9216.63,9149.87,-13.0,-175.0,-0.0742857142857
2016/10/17,call,201611,9200,131.0,9150.67,126.0,9176.22,9182.67,9074.99,-18.0,-175.0,-0.102857142857
2016/10/18,call,201611,9200,130.0,9175.07,147.0,9222.58,9222.58,9157.4,-1.0,-175.0,-0.00571428571429
2016/10/19,call,201611,9200,152.0,9227.98,167.0,9283.99,9298.87,9226.46,14.0,-175.0,0.08
2016/10/20,call,201611,9300,119.0,9288.49,120.0,9317.24,9331.89,9279.15,15.0,-175.0,0.0857142857143
2016/10/21,call,201611,9300,113.0,9322.55,108.0,9306.57,9348.09,9292.53,10.0,-175.0,0.0571428571429
2016/10/24,call,201611,9300,120.0,9333.94,126.0,9322.5,9343.57,9308.53,16.0,-175.0,0.0914285714286
2016/10/25,call,201611,9300,137.0,9338.09,158.0,9385.65,9399.97,9334.8,37.0,-175.0,0.211428571429
2016/10/26,call,201611,9400,83.0,9355.66,73.0,9362.25,9372.74,9338.84,17.0,-175.0,0.0971428571429
2016/10/27,call,201611,9400,69.0,9363.9,52.0,9299.55,9370.32,9286.86,-17.0,-175.0,-0.0971428571429
2016/10/28,call,201611,9300,95.0,9307.39,94.0,9306.92,9320.57,9276.71,-18.0,-175.0,-0.102857142857
2016/10/31,call,201611,9300,90.0,9283.2,99.0,9290.12,9314.34,9194.48,-9.0,-175.0,-0.0514285714286
2016/11/1,call,201612,9300,151.0,9272.3,165.0,9272.7,9289.12,9236.82,5.0,-175.0,0.0285714285714
2016/11/2,call,201612,9200,189.0,9230.23,171.0,9139.04,9230.23,9139.04,-13.0,-184.0,-0.070652173913
2016/11/3,call,201612,9100,216.0,9126.29,193.0,9067.27,9154.19,9067.27,-36.0,-229.0,-0.157205240175
2016/11/4,call,201612,9100,185.0,9065.11,183.0,9068.15,9098.88,9048.21,-38.0,-229.0,-0.165938864629
2016/11/7,call,201612,9100,206.0,9102.97,241.0,9189.84,9191.67,9102.97,-3.0,-244.0,-0.0122950819672
2016/11/8,call,201612,9200,195.0,9214.95,190.0,9217.43,9230.2,9165.0,-8.0,-244.0,-0.0327868852459
2016/11/9,call,201612,9300,140.0,9252.27,57.0,8943.2,9296.86,8926.6,-91.0,-244.0,-0.372950819672
2016/11/10,call,201612,9100,191.0,9070.64,197.0,9152.18,9179.18,9070.64,-85.0,-282.0,-0.301418439716
2016/11/11,call,201612,9100,141.0,9067.65,110.0,8957.76,9067.65,8949.38,-116.0,-282.0,-0.41134751773
2016/11/14,call,201612,9000,155.0,8955.27,149.0,8940.4,8991.94,8879.69,-122.0,-282.0,-0.432624113475
2016/11/15,call,201612,8900,180.0,8927.92,189.0,8931.03,8981.05,8923.36,-113.0,-302.0,-0.37417218543
2016/11/16,call,201612,9000,155.0,8955.76,137.0,8962.22,9032.31,8955.76,-131.0,-302.0,-0.433774834437
2016/11/17,call,201612,9000,134.0,8984.57,135.0,8995.26,8998.23,8936.3,-130.0,-302.0,-0.430463576159
2016/11/18,call,201612,9000,142.0,8991.5,139.0,9008.79,9025.98,8958.22,-133.0,-302.0,-0.440397350993
2016/11/21,call,201612,9000,135.0,9009.78,149.0,9041.11,9049.76,8986.4,-119.0,-302.0,-0.394039735099
2016/11/22,call,201612,9100,108.0,9058.58,151.0,9133.39,9161.19,9058.58,-76.0,-302.0,-0.251655629139
2016/11/23,call,201612,9100,156.0,9146.72,164.0,9178.23,9202.72,9146.72,-68.0,-302.0,-0.225165562914
2016/11/24,call,201612,9200,97.0,9164.84,86.0,9152.11,9183.16,9137.56,-90.0,-302.0,-0.298013245033
2016/11/25,call,201612,9100,141.0,9149.35,151.0,9159.07,9191.34,9148.63,-80.0,-302.0,-0.264900662252
2016/11/28,call,201612,9200,91.0,9167.33,121.0,9222.24,9241.54,9167.33,-20.0,-302.0,-0.0662251655629
2016/11/29,call,201612,9200,119.0,9220.95,108.0,9192.38,9249.06,9192.38,-42.0,-302.0,-0.139072847682
2016/11/30,call,201612,9200,111.0,9196.09,118.0,9240.71,9240.71,9189.62,-28.0,-302.0,-0.0927152317881
2016/12/1,call,201701,9200,161.0,9245.55,181.0,9263.53,9278.96,9241.78,-8.0,-302.0,-0.0264900662252
2016/12/2,call,201701,9200,143.0,9214.56,134.0,9189.49,9214.56,9165.9,-26.0,-302.0,-0.0860927152318
2016/12/5,call,201701,9200,121.0,9194.46,126.0,9160.66,9212.19,9138.64,-16.0,-302.0,-0.0529801324503
2016/12/6,call,201701,9200,152.0,9209.8,171.0,9250.77,9280.65,9209.8,3.0,-302.0,0.00993377483444
2016/12/7,call,201701,9300,127.0,9279.0,112.0,9263.89,9299.92,9247.5,-27.0,-302.0,-0.0894039735099
2016/12/8,call,201701,9300,179.0,9308.9,167.0,9375.86,9376.41,9308.9,-39.0,-302.0,-0.129139072848
2016/12/9,call,201701,9400,122.0,9383.07,126.0,9392.68,9399.25,9366.86,-31.0,-302.0,-0.102649006623
2016/12/12,call,201701,9400,136.0,9402.05,112.0,9349.94,9430.34,9336.45,-55.0,-302.0,-0.182119205298
2016/12/13,call,201701,9400,110.0,9361.97,121.0,9382.14,9382.14,9342.56,-33.0,-302.0,-0.109271523179
2016/12/14,call,201701,9400,131.0,9395.6,117.0,9368.52,9413.13,9353.25,-61.0,-302.0,-0.201986754967
2016/12/15,call,201701,9300,151.0,9337.21,163.0,9360.35,9370.51,9309.79,-49.0,-302.0,-0.162251655629
2016/12/16,call,201701,9400,108.0,9352.27,85.0,9326.78,9379.75,9326.78,-95.0,-302.0,-0.314569536424
2016/12/19,call,201701,9300,117.0,9316.06,92.0,9239.32,9317.03,9237.98,-120.0,-302.0,-0.397350993377
2016/12/20,call,201701,9200,150.0,9229.74,151.0,9242.41,9258.69,9199.84,-119.0,-302.0,-0.394039735099
2016/12/21,call,201701,9200,152.0,9234.94,132.0,9204.26,9263.5,9204.26,-139.0,-302.0,-0.460264900662
2016/12/22,call,201701,9200,123.0,9204.29,81.0,9118.75,9209.72,9118.75,-181.0,-302.0,-0.599337748344
2016/12/23,call,201701,9100,123.0,9112.33,110.0,9078.64,9128.83,9078.64,-194.0,-304.0,-0.638157894737
2016/12/26,call,201701,9100,116.0,9088.99,122.0,9110.54,9127.74,9083.28,-188.0,-310.0,-0.606451612903
2016/12/27,call,201701,9100,120.0,9120.88,111.0,9109.27,9132.05,9100.83,-197.0,-310.0,-0.635483870968
2016/12/28,call,201701,9100,109.0,9120.9,163.0,9201.4,9203.56,9120.9,-143.0,-310.0,-0.461290322581
2016/12/29,call,201701,9200,90.0,9172.39,86.0,9153.09,9196.02,9149.16,-147.0,-310.0,-0.474193548387
2016/12/30,call,201701,9200,100.0,9186.3,130.0,9253.5,9259.09,9186.3,-117.0,-310.0,-0.377419354839
2017/1/3,call,201702,9300,128.0,9252.56,124.0,9272.88,9273.65,9235.95,-121.0,-310.0,-0.390322580645
