交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
2017/5/2,TXO,201705,10600,買權,0.4,0.4,0.3,0.4,273,0.4,5495,0.3,0.4,25.5,0.2,
2017/5/2,TXO,201705,10600,賣權,0,0,0,0,0,670,17,650,980,980,655,
2017/5/2,TXO,201705,10800,買權,0.2,0.2,0.2,0.2,5,0.2,2541,0.1,0.3,13.5,0.2,
2017/5/2,TXO,201705,10800,賣權,0,0,0,0,0,870,13,337,1190,1110,865,
2017/5/2,TXO,201705,11000,買權,0,0,0,0,0,0.2,1013,0.1,0.2,6.2,0.1,
2017/5/2,TXO,201705,11000,賣權,1060,1060,1060,1060,1,1070,2,650,1370,1320,1060,
2017/5/2,TXO,201705,11200,買權,0,0,0,0,0,0.1,550,0,0.3,3.1,0.3,
2017/5/2,TXO,201705,11200,賣權,0,0,0,0,0,1270,1,920,1770,1330,1280,
2017/5/2,TXO,201705,11400,買權,0,0,0,0,0,0.1,482,0,0.3,3,0.1,
2017/5/2,TXO,201705,11400,賣權,0,0,0,0,0,1470,1,1120,1970,1530,1480,
2017/5/2,TXO,201705,11600,買權,0,0,0,0,0,0.1,140,0,0.3,0.6,0.2,
2017/5/2,TXO,201705,11600,賣權,0,0,0,0,0,1670,0,1320,2170,0,0,
2017/5/2,TXO,201706,7000,買權,0,0,0,0,0,2910,3,2400,3290,2950,2540,
2017/5/2,TXO,201706,7000,賣權,0.4,0.4,0.4,0.4,77,0.4,7751,0.2,0.5,57,0.4,
2017/5/2,TXO,201706,7100,買權,0,0,0,0,0,2820,0,2300,3190,2840,2680,
2017/5/2,TXO,201706,7100,賣權,0.4,0.4,0.4,0.4,56,0.4,368,0.3,0.6,3.2,0.4,
2017/5/2,TXO,201706,7200,買權,0,0,0,0,0,2720,0,2200,3090,0,0,
2017/5/2,TXO,201706,7200,賣權,0.6,0.6,0.5,0.5,130,0.5,4756,0.4,0.7,96,0.5,
2017/5/2,TXO,201706,7300,買權,0,0,0,0,0,2620,0,2100,2990,0,0,
2017/5/2,TXO,201706,7300,賣權,0.6,0.6,0.6,0.6,60,0.6,333,0,10,3.3,0.6,
2017/5/2,TXO,201706,7400,買權,0,0,0,0,0,2520,0,2000,2890,0,0,
2017/5/2,TXO,201706,7400,賣權,0.9,0.9,0.8,0.8,57,0.8,2372,0.7,1,115,0.8,
