Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12,RSV9,Open1,High1,Low1,Close1,SMA51,SMA101,SMA201,SMA601,Volume1,MA51,MA101,DIF1,ACD91,OSC1,K1,D1,RSI61,RSI121,RSV91,Open2,High2,Low2,Close2,SMA52,SMA102,SMA202,SMA602,Volume2,MA52,MA102,DIF2,ACD92,OSC2,K2,D2,RSI62,RSI122,RSV92
2010/3/19,7850,7884,7826,7867,7783.4,7771.6,7650.35,7801.97,66433,76749,74942,48.11,10.92,37.19,0.8,0.8,0.73,0.63,0.81,139.5,139.5,138,139.5,137.9,137.8,134.95,140.32,12122,20384,21331,0.41,-0.42,0.83,0.85,0.78,0.68,0.59,0.92,60,60.3,59.7,60,60.08,60.65,59.99,61.27,46018,51378,46312,0.04,-0.03,0.07,0.36,0.52,0.44,0.48,0.14
2010/3/22,7830,7840,7745,7803,7813,7776.3,7662.6,7803.82,92447,73743,76387,49.37,18.61,30.76,0.73,0.78,0.58,0.57,0.59,138.5,138.5,136.5,137,138.5,137.75,135.07,140.28,9661,19142,19306,0.39,-0.26,0.65,0.73,0.77,0.48,0.51,0.5,59.6,59.6,58.8,59,59.92,60.43,59.99,61.21,47084,52481,46581,-0.06,-0.04,-0.02,0.26,0.43,0.31,0.41,0.07
2010/3/23,7850,7863,7756,7805,7833.2,7780.4,7676,7805.55,90504,80787,79744,50.54,25,25.55,0.69,0.75,0.59,0.57,0.6,138,139,137.5,138,138.7,137.75,135.25,140.26,10600,17564,17880,0.45,-0.12,0.57,0.71,0.75,0.54,0.54,0.67,59.5,60.1,59.5,59.6,59.9,60.26,59.98,61.17,51751,56846,48609,-0.09,-0.05,-0.04,0.26,0.38,0.43,0.46,0.27
2010/3/24,7865,7876,7804,7814,7827.6,7784.9,7692.65,7806.58,83886,85273,80086,52.47,30.49,21.98,0.67,0.72,0.6,0.58,0.63,138.5,139.5,136.5,136.5,138.1,137.6,135.45,140.22,18015,14523,18125,0.42,-0.01,0.43,0.61,0.7,0.45,0.49,0.42,60.1,60.8,60.1,60.6,59.92,60.18,60.09,61.15,48661,52754,50416,-0.04,-0.05,0.01,0.4,0.38,0.58,0.54,0.67
2010/3/25,7792,7858,7716,7809,7819.6,7790,7714.7,7806.25,128715,92397,84533,51.06,34.6,16.46,0.65,0.7,0.59,0.58,0.61,135.5,136.5,134,136.5,137.5,137.5,135.88,140.16,34678,17015,19325,0.28,0.05,0.23,0.55,0.65,0.45,0.49,0.42,60.9,61.5,60.2,61.5,60.14,60.19,60.26,61.13,64155,51534,53793,0.05,-0.03,0.08,0.6,0.45,0.68,0.59,1
2010/3/26,7809,7917,7724,7883,7822.8,7803.1,7739.7,7806.53,137942,106699,91724,53.67,38.42,15.25,0.72,0.71,0.72,0.63,0.86,135.5,136.5,134,134.5,136.5,137.2,136.25,139.99,30778,20746,20565,0.08,0.05,0.03,0.39,0.56,0.33,0.44,0.08,61.3,62,60.3,62,60.54,60.31,60.41,61.1,81173,58565,54971,0.15,0.01,0.14,0.73,0.55,0.72,0.62,1
2010/3/29,7912,7966,7885,7956,7853.4,7833.2,7758.95,7806.62,80045,104218,88981,62.19,43.17,19.02,0.8,0.74,0.79,0.67,0.96,136.5,137.5,136,137.5,136.6,137.55,136.6,139.8,18897,22594,20868,0.11,0.07,0.05,0.46,0.53,0.54,0.53,0.58,62,62.3,61.7,62.2,61.18,60.55,60.55,61.08,37560,56660,54570,0.27,0.06,0.21,0.81,0.64,0.73,0.63,0.97
2010/3/30,7977,7991,7940,7959,7884.2,7858.7,7777,7806.23,62683,98654,89721,69.88,48.51,21.37,0.83,0.77,0.79,0.67,0.88,138.5,139,137.5,138.5,136.7,137.7,136.88,139.65,19461,24366,20965,0.23,0.1,0.13,0.55,0.54,0.59,0.55,0.75,62.4,62.4,61.7,62.2,61.7,60.8,60.66,61.06,30056,52321,54583,0.36,0.12,0.24,0.86,0.71,0.73,0.63,0.94
2010/3/31,7946,7970,7895,7908,7903,7865.3,7791.8,7803.93,74509,96779,91026,71.76,53.16,18.6,0.78,0.77,0.63,0.61,0.7,138.5,139,137.5,137.5,136.9,137.5,137.07,139.44,12126,23188,18855,0.28,0.14,0.15,0.58,0.55,0.52,0.52,0.64,62.2,62.2,61.5,61.5,61.88,60.9,60.73,61.02,39289,50447,51600,0.39,0.17,0.22,0.82,0.75,0.57,0.56,0.75
2010/4/1,7940,8041,7926,8024,7946,7882.8,7816.65,7803.37,95356,90107,91252,79.07,58.35,20.73,0.84,0.8,0.76,0.68,0.95,138.5,140,138,140,137.6,137.55,137.4,139.28,28972,22047,19531,0.45,0.2,0.25,0.72,0.61,0.65,0.58,1,61.5,62.5,61.5,62.1,62,61.07,60.88,61,54740,48564,50049,0.44,0.23,0.21,0.84,0.78,0.65,0.6,0.89
2010/4/2,8024,8047,8015,8037,7976.8,7899.8,7835.7,7802.47,40125,70544,88621,86.32,63.94,22.38,0.88,0.82,0.77,0.69,0.97,140,141,139,139.5,138.6,137.55,137.68,139.11,12999,18491,19619,0.6,0.28,0.32,0.74,0.65,0.61,0.57,0.79,62.5,62.5,62.1,62.4,62.08,61.31,60.98,60.98,17374,35804,47184,0.5,0.28,0.22,0.89,0.81,0.68,0.62,0.97
2010/4/6,8071,8142,8062,8095,8004.6,7929,7852.65,7800.7,86604,71855,88037,96.15,70.38,25.77,0.88,0.84,0.82,0.72,0.89,140.5,144.5,140.5,143.5,139.8,138.2,137.97,138.97,32999,21311,21953,0.96,0.42,0.55,0.8,0.7,0.75,0.65,0.9,62.8,63.5,62.8,63.4,62.32,61.75,61.09,60.96,53216,38935,47798,0.62,0.35,0.27,0.91,0.85,0.78,0.68,0.97
2010/4/7,8125,8140,8095,8124,8037.6,7960.9,7870.65,7799.98,61074,71534,85094,104.54,77.21,27.32,0.91,0.87,0.84,0.73,0.96,145,145,142.5,144.5,141,138.85,138.3,138.86,19823,21384,22875,1.33,0.6,0.73,0.85,0.75,0.78,0.67,0.95,63.5,63.5,63.1,63.5,62.58,62.14,61.2,60.94,49686,42861,47591,0.71,0.42,0.29,0.94,0.88,0.78,0.68,1
2010/4/8,8110,8170,8045,8081,8072.2,7987.6,7886.25,7798.37,127009,82034,89406,107.8,83.33,24.47,0.87,0.87,0.7,0.68,0.8,144,145,142,142.5,142,139.45,138.53,138.69,27154,24389,23789,1.51,0.78,0.73,0.82,0.77,0.63,0.6,0.77,62.8,63,62.1,62.3,62.74,62.31,61.24,60.9,48608,44725,47586,0.69,0.48,0.22,0.84,0.87,0.53,0.57,0.63
2010/4/9,8077,8105,8046,8099,8087.2,8016.6,7903.3,7794.67,71116,77186,83646,108.57,88.38,20.19,0.83,0.86,0.73,0.69,0.75,142.5,145,142,144.5,142.9,140.25,138.88,138.57,24085,23412,22729,1.72,0.97,0.75,0.86,0.8,0.7,0.64,0.94,61.9,63,61.9,62.7,62.86,62.43,61.31,60.86,31648,40106,44335,0.69,0.52,0.17,0.76,0.83,0.58,0.59,0.6
2010/4/12,8158,8168,8086,8126,8105,8040.9,7922,7792.43,79344,85029,77787,111.07,92.92,18.15,0.83,0.85,0.76,0.7,0.84,145,145.5,143,144.5,143.9,141.25,139.22,138.48,21948,25202,21846,1.89,1.15,0.74,0.87,0.83,0.7,0.64,0.88,63.3,63.4,62.8,63.1,63,62.54,61.42,60.84,36943,44020,39912,0.72,0.56,0.16,0.77,0.81,0.63,0.62,0.8
2010/4/13,8086,8119,8013,8019,8089.8,8047.2,7940.2,7788.13,118201,91349,81602,105.06,95.35,9.71,0.71,0.8,0.49,0.58,0.45,143.5,143.5,141,141,143.4,141.6,139.57,138.32,21488,22900,22106,1.78,1.28,0.5,0.72,0.79,0.47,0.53,0.44,63,63.1,62.1,62.9,62.9,62.61,61.58,60.83,42767,41930,40433,0.7,0.59,0.12,0.75,0.79,0.59,0.6,0.7
2010/4/14,8065,8114,8038,8111,8087.2,8062.4,7960.55,7784.62,79109,94956,83245,103.22,96.92,6.3,0.72,0.78,0.63,0.64,0.76,142,143,141,142,142.9,141.95,139.82,138.22,13233,21582,21483,1.71,1.36,0.34,0.66,0.75,0.53,0.56,0.53,63.1,63.8,62.9,63.8,62.96,62.77,61.78,60.81,55677,43129,42995,0.75,0.62,0.13,0.83,0.8,0.7,0.65,1
2010/4/15,8153,8196,8130,8162,8103.4,8087.8,7976.55,7782.17,82562,86066,84050,106.11,98.76,7.35,0.75,0.77,0.68,0.67,0.81,143.5,144.5,142,143.5,143.1,142.55,140.03,138.14,20065,20164,22277,1.74,1.44,0.3,0.67,0.72,0.6,0.59,0.69,64.5,64.9,64,64.4,63.38,63.06,61.98,60.83,72063,47820,46272,0.85,0.66,0.18,0.83,0.81,0.75,0.68,0.83
2010/4/16,8147,8155,8070,8102,8104,8095.6,7989.2,7780.28,97054,91254,84220,102.76,99.56,3.2,0.66,0.73,0.56,0.61,0.49,143.5,143.5,140,141,142.4,142.65,140.1,138.07,18730,19093,21252,1.58,1.47,0.12,0.51,0.65,0.46,0.52,0.18,63.6,63.7,62.9,63,63.44,63.15,62.11,60.83,49739,51438,45772,0.81,0.69,0.12,0.68,0.77,0.5,0.56,0.37
2010/4/19,8002,8033,7821,7825,8043.8,8074.4,7987.1,7772.38,129486,101282,93156,80.51,95.75,-15.24,0.45,0.64,0.28,0.41,0.01,139,140,136.5,136.5,140.8,142.35,139.95,137.85,31241,20951,23077,1.13,1.4,-0.27,0.34,0.55,0.31,0.42,0,62.5,63.2,62.4,62.6,63.34,63.17,62.24,60.82,71161,58281,51151,0.74,0.7,0.03,0.53,0.69,0.45,0.53,0.23
2010/4/20,7880,7911,7825,7877,8015.4,8052.6,7990.8,7764.22,87151,95072,93211,61.89,88.98,-27.09,0.35,0.54,0.36,0.45,0.15,138,139,137,138.5,140.3,141.85,140.03,137.62,18297,20313,21606,0.82,1.28,-0.46,0.3,0.46,0.41,0.47,0.22,62.9,63,62.4,62.8,63.32,63.11,62.43,60.81,37545,57237,49584,0.68,0.7,-0.02,0.45,0.61,0.48,0.54,0.3
2010/4/21,7950,7998,7923,7980,7989.2,8038.2,7999.55,7758.03,73925,94036,94496,54.38,82.06,-27.67,0.37,0.49,0.48,0.51,0.42,140,140.5,138.5,139,139.7,141.3,140.07,137.42,21252,21917,21749,0.66,1.16,-0.5,0.29,0.41,0.44,0.48,0.28,62.9,63.1,62.3,62.4,63.04,63,62.57,60.8,46603,55422,49275,0.6,0.68,-0.08,0.36,0.53,0.43,0.51,0.17
2010/4/22,7905,7953,7843,7923,7941.4,8022.4,8005,7752.27,116021,100727,93397,43.12,74.27,-31.15,0.34,0.44,0.43,0.48,0.27,139,143,138.5,142.5,139.5,141.3,140.38,137.31,30989,24102,22133,0.71,1.07,-0.36,0.42,0.41,0.59,0.56,0.67,61.8,61.8,60.8,61.6,62.48,62.93,62.62,60.78,92244,59458,53639,0.45,0.63,-0.18,0.3,0.45,0.33,0.45,0.2
2010/4/23,7951,7983,7937,7959,7912.8,8008.4,8012.5,7748.02,79082,97133,94194,37.72,66.96,-29.24,0.35,0.41,0.47,0.5,0.37,144,145,143,144.5,140.2,141.3,140.78,137.26,40385,28433,23763,0.95,1.05,-0.09,0.59,0.47,0.65,0.6,0.94,61.9,62.4,61.6,61.7,62.22,62.83,62.63,60.76,48952,59301,55369,0.36,0.58,-0.22,0.28,0.39,0.35,0.46,0.22
2010/4/26,8077,8162,8070,8146,7977,8010.4,8025.65,7748.22,87108,88657,94970,46.73,62.91,-16.18,0.52,0.45,0.65,0.6,0.87,146,148,146,148,142.5,141.65,141.45,137.29,46218,31428,26190,1.39,1.11,0.28,0.73,0.56,0.74,0.65,1,62.4,63.6,62.4,63.5,62.4,62.87,62.7,60.78,67548,58578,58430,0.4,0.54,-0.15,0.4,0.4,0.62,0.58,0.66
2010/4/27,8148,8152,8109,8129,8027.4,8021.4,8034.3,7752.08,60526,83332,89202,53.16,60.96,-7.8,0.62,0.5,0.62,0.59,0.82,149,150,148,149.5,144.7,142.5,142.05,137.48,46204,37010,28661,1.86,1.26,0.59,0.81,0.64,0.77,0.67,0.96,63.5,63.7,63.1,63.7,62.58,62.95,62.78,60.82,25421,56154,56695,0.44,0.52,-0.08,0.5,0.43,0.64,0.59,0.71
2010/4/28,7961,8059,7920,8036,8038.6,8013.9,8038.15,7755.15,116367,91821,92928,48.26,58.42,-10.16,0.62,0.54,0.51,0.53,0.63,146,153.5,145.5,153,147.5,143.6,142.78,137.71,62953,45350,33633,2.36,1.48,0.88,0.86,0.71,0.82,0.72,0.97,62.1,62.6,62,62.1,62.52,62.78,62.77,60.85,73212,61475,58449,0.37,0.49,-0.12,0.49,0.45,0.43,0.48,0.45
2010/4/29,8036,8065,8011,8043,8062.6,8002,8044.9,7763.23,70043,82625,91676,46.09,55.96,-9.87,0.63,0.57,0.52,0.53,0.65,153,154.5,151,152,149.4,144.45,143.5,137.97,43460,47844,35973,2.82,1.75,1.07,0.86,0.76,0.76,0.69,0.86,62.2,62.2,61.6,61.6,62.52,62.5,62.78,60.88,41236,51274,55366,0.27,0.45,-0.18,0.42,0.44,0.38,0.45,0.28
2010/4/30,8128,8152,7966,7989,8068.6,7990.7,8043.15,7770.8,131394,93088,95110,42.54,53.27,-10.73,0.58,0.58,0.45,0.5,0.49,150,153.5,148.5,148.5,150.2,145.2,143.93,138.22,48326,49432,38933,2.94,1.99,0.95,0.79,0.77,0.58,0.6,0.66,61.8,62.7,61.8,61.8,62.54,62.38,62.77,60.91,43450,50173,54737,0.21,0.4,-0.19,0.39,0.42,0.41,0.47,0.34
2010/5/3,7925,8001,7876,7932,8025.8,8001.4,8037.9,7774.72,116231,98912,93785,32.2,49.06,-16.86,0.48,0.55,0.38,0.46,0.28,149,149,146.5,147,150,146.25,144.3,138.41,19003,43989,37709,2.8,2.15,0.65,0.71,0.75,0.51,0.56,0.53,62.6,62.6,61.4,61.6,62.16,62.28,62.73,60.94,22440,41152,49865,0.14,0.35,-0.2,0.35,0.4,0.39,0.45,0.28
2010/5/4,7968,7982,7848,7881,7976.2,8001.8,8027.2,7779.72,129184,112644,97988,20.75,43.4,-22.64,0.36,0.48,0.33,0.43,0.12,148.5,149,147,148.5,149.8,147.25,144.55,138.64,18031,38355,37682,2.74,2.27,0.47,0.68,0.73,0.57,0.59,0.63,61.9,62,60.8,61,61.62,62.1,62.6,60.93,38778,43823,49988,0.04,0.29,-0.25,0.26,0.35,0.32,0.41,0.07
2010/5/5,7690,7750,7649,7655,7900,7969.3,8003.75,7782.13,139637,117298,104559,-6.06,33.51,-39.56,0.24,0.4,0.19,0.33,0.01,145.5,145.5,143,143,147.8,147.65,144.47,138.83,35108,32786,39068,2.29,2.27,0.02,0.45,0.64,0.38,0.47,0,59.9,60.2,59.8,59.8,61.16,61.84,62.42,60.93,94194,48020,54748,-0.14,0.2,-0.34,0.17,0.29,0.23,0.35,0
2010/5/6,7643,7669,7512,7578,7807,7934.8,7978.6,7785.53,128392,128968,105796,-34.41,19.92,-54.33,0.2,0.34,0.17,0.3,0.1,143,143.5,140.5,141,145.6,147.5,144.4,138.95,28365,29767,38805,1.74,2.17,-0.43,0.31,0.53,0.33,0.44,0.04,59.8,59.9,59.2,59.5,60.74,61.63,62.28,60.94,52112,50195,50734,-0.31,0.1,-0.41,0.14,0.24,0.21,0.34,0.07
2010/5/7,7352,7547,7351,7504,7710,7889.3,7948.85,7785.58,157584,134206,113647,-64.83,2.97,-67.8,0.2,0.29,0.14,0.28,0.19,137.5,140,137,139.5,143.8,147,144.15,138.97,34816,27065,38248,1.09,1.95,-0.86,0.26,0.44,0.29,0.42,0.14,58.6,60.1,58.5,59.4,60.26,61.4,62.12,60.93,61576,53820,51997,-0.46,-0.01,-0.45,0.15,0.21,0.2,0.33,0.17
2010/5/10,7564,7638,7531,7635,7650.6,7838.2,7924.3,7787.75,104383,131836,115374,-77.29,-13.08,-64.21,0.25,0.28,0.34,0.37,0.35,140.5,141.5,138.5,141.5,142.7,146.35,144,139.06,25236,28311,36150,0.71,1.7,-0.99,0.26,0.38,0.39,0.46,0.26,59.4,60,59,59.8,59.9,61.03,61.95,60.94,56311,60594,50873,-0.54,-0.12,-0.42,0.2,0.21,0.31,0.37,0.31
2010/5/11,7570,7697,7555,7570,7588.4,7782.3,7901.85,7793.88,136479,133295,122969,-87.12,-27.89,-59.23,0.26,0.27,0.3,0.35,0.27,143,143,140,140,141,145.4,143.95,139.18,26247,29954,34155,0.4,1.44,-1.04,0.23,0.33,0.35,0.43,0.17,60.4,60.6,59.9,60.1,59.72,60.67,61.81,60.99,69348,66708,55266,-0.56,-0.21,-0.35,0.26,0.23,0.38,0.4,0.38
2010/5/12,7630,7658,7541,7586,7574.6,7737.3,7875.6,7801.07,124899,130347,123823,-94.24,-41.16,-53.08,0.27,0.27,0.32,0.36,0.29,140.5,142,140,140,140.4,144.1,143.85,139.27,12428,25418,29102,0.14,1.18,-1.04,0.21,0.29,0.35,0.43,0.18,61,61,60,60.1,59.78,60.47,61.63,61.03,27731,53416,50718,-0.56,-0.28,-0.28,0.3,0.25,0.38,0.4,0.38
2010/5/13,7698,7777,7660,7763,7611.6,7709.3,7855.65,7811.08,118392,128347,128658,-86.94,-50.31,-36.62,0.39,0.31,0.54,0.47,0.63,142.5,144.5,141.5,144,141,143.3,143.88,139.43,13904,22526,26146,0.17,0.98,-0.81,0.34,0.31,0.55,0.52,0.58,60.6,61.5,60.5,61.2,60.12,60.43,61.47,61.09,39909,50975,50585,-0.49,-0.32,-0.17,0.42,0.31,0.6,0.5,0.66
2010/5/14,7712,7766,7702,7756,7662,7686,7838.35,7818.42,82260,113283,123744,-79.89,-56.23,-23.66,0.47,0.36,0.53,0.47,0.64,143,144,142.5,143.5,141.8,142.8,144,139.6,13147,18192,22629,0.18,0.82,-0.64,0.4,0.34,0.52,0.51,0.54,60.7,61.5,60.5,61.2,60.48,60.37,61.38,61.13,35601,45780,49800,-0.43,-0.34,-0.09,0.54,0.38,0.6,0.5,0.77
2010/5/17,7680,7682,7555,7602,7655.4,7653,7827.2,7821.55,128287,118063,124950,-84.2,-61.82,-22.38,0.51,0.41,0.38,0.4,0.59,142,143,139.5,141,141.7,142.2,144.22,139.71,20550,17255,22783,0.01,0.66,-0.65,0.43,0.37,0.41,0.46,0.47,60.5,60.5,59.1,59.2,60.36,60.13,61.2,61.15,73215,49161,54878,-0.5,-0.37,-0.13,0.44,0.4,0.31,0.37,0.23
2010/5/18,7610,7640,7576,7616,7664.6,7626.5,7814.15,7822.52,88798,108527,120911,-86.48,-66.76,-19.73,0.55,0.46,0.4,0.41,0.62,142,142,140.5,141,141.9,141.45,144.35,139.82,10066,14019,21987,-0.13,0.5,-0.63,0.46,0.4,0.41,0.46,0.53,59.6,60,59.4,59.5,60.24,59.98,61.04,61.16,30477,41387,54047,-0.55,-0.41,-0.14,0.4,0.4,0.37,0.39,0.33
2010/5/19,7518,7587,7468,7576,7662.6,7618.6,7793.95,7823.17,79702,99488,114918,-92.09,-71.82,-20.27,0.54,0.49,0.36,0.39,0.53,139,140,136.5,137.5,141.4,140.9,144.28,139.87,33272,18188,21803,-0.49,0.3,-0.79,0.35,0.38,0.29,0.39,0.13,59,59.6,58.6,59.3,60.08,59.93,60.88,61.15,51605,46161,49789,-0.61,-0.45,-0.16,0.36,0.39,0.34,0.38,0.27
2010/5/20,7509,7514,7356,7364,7582.8,7597.2,7766,7821.22,128720,101553,114950,-107.58,-78.97,-28.61,0.37,0.45,0.23,0.31,0.02,136.5,137,134,134,139.4,140.2,143.85,139.89,29661,21339,21933,-1.02,0.04,-1.06,0.23,0.33,0.22,0.34,0,59.5,59.7,58.9,58.9,59.62,59.87,60.75,61.15,31740,44528,47751,-0.65,-0.49,-0.17,0.27,0.35,0.3,0.36,0.1
2010/5/21,7164,7247,7112,7206,7472.8,7567.4,7728.35,7818.52,121940,109489,111386,-134.99,-90.18,-44.81,0.29,0.4,0.17,0.27,0.14,130,132.5,129.5,131,136.9,139.35,143.18,139.94,31055,24921,21557,-1.72,-0.32,-1.41,0.19,0.28,0.17,0.3,0.1,58.3,59.1,57.9,58.8,59.14,59.81,60.6,61.16,46257,46659,46219,-0.72,-0.54,-0.19,0.26,0.32,0.29,0.35,0.25
2010/5/24,7224,7319,7214,7274,7407.2,7531.3,7684.75,7816.7,100618,103956,111010,-148.73,-101.89,-46.85,0.28,0.36,0.27,0.31,0.24,132,133.5,131.5,132.5,135.2,138.45,142.4,140.03,14359,23683,20469,-2.13,-0.68,-1.45,0.19,0.25,0.26,0.34,0.2,59.6,59.6,58.7,59,59.1,59.73,60.38,61.17,19318,35879,42520,-0.73,-0.57,-0.16,0.28,0.31,0.35,0.38,0.31
2010/5/25,7188,7189,7006,7052,7294.4,7479.5,7630.9,7808.05,149065,116009,112268,-173.41,-116.19,-57.21,0.2,0.31,0.18,0.25,0.06,131,131,124,126,132.2,137.05,141.22,139.96,37823,29234,21627,-2.89,-1.12,-1.77,0.16,0.22,0.17,0.27,0.1,58.8,58.9,58.1,58.4,58.88,59.56,60.12,61.15,51282,40040,40714,-0.78,-0.62,-0.16,0.23,0.28,0.27,0.34,0.14
2010/5/26,7122,7154,7045,7123,7203.8,7433.2,7585.25,7800.13,128152,125699,112593,-187.85,-130.52,-57.33,0.19,0.27,0.27,0.3,0.15,129,130.5,127.5,129,130.5,135.95,140.03,139.89,29855,28551,23369,-3.27,-1.55,-1.72,0.19,0.21,0.31,0.34,0.25,58.9,59,58.5,58.9,58.8,59.44,59.95,61.13,42972,38314,42238,-0.78,-0.65,-0.13,0.25,0.27,0.4,0.39,0.28
2010/5/27,7103,7234,7056,7200,7171,7376.9,7543.1,7793.27,133779,126711,114132,-192.14,-142.85,-49.29,0.22,0.25,0.36,0.35,0.29,127,128.5,126,128.5,129.4,134.4,138.85,139.81,32236,29066,25202,-3.62,-1.96,-1.65,0.21,0.21,0.3,0.33,0.24,58.5,59.3,57.7,58.7,58.76,59.19,59.81,61.11,55503,43066,43797,-0.79,-0.68,-0.11,0.28,0.27,0.37,0.38,0.36
2010/5/28,7289,7328,7221,7277,7185.2,7329,7507.5,7789.1,127105,127744,118617,-185.07,-151.29,-33.78,0.29,0.26,0.44,0.39,0.43,130,130,126,127,128.6,132.75,137.78,139.7,45647,31984,28452,-3.88,-2.35,-1.53,0.19,0.2,0.27,0.32,0.17,58.9,59.4,58.3,58.7,58.74,58.94,59.66,61.1,61149,46045,46352,-0.77,-0.7,-0.08,0.33,0.29,0.37,0.38,0.43
2010/5/31,7302,7333,7255,7325,7195.4,7301.3,7477.15,7783.58,80573,123735,113845,-174.73,-155.98,-18.75,0.38,0.3,0.49,0.42,0.55,126,126.5,122.5,124.5,127,131.1,136.65,139.54,66503,42413,33048,-4.28,-2.73,-1.55,0.17,0.19,0.22,0.29,0.11,59.1,60.2,58.8,60.2,58.98,59.04,59.59,61.1,25401,47261,41570,-0.67,-0.69,0.02,0.56,0.38,0.66,0.53,1
2010/6/1,7283,7321,7220,7243,7233.6,7264,7445.25,7775.03,131307,120183,118096,-168.85,-158.55,-10.3,0.41,0.34,0.41,0.38,0.47,123,126,122.5,124.5,126.7,129.45,135.45,139.32,51531,45154,37194,-4.56,-3.1,-1.46,0.16,0.18,0.22,0.29,0.14,59.9,60,59.2,59.8,59.26,59.07,59.52,61.07,28375,42680,41360,-0.59,-0.67,0.08,0.65,0.47,0.58,0.49,0.84
2010/6/2,7193,7282,7101,7140,7237,7220.4,7419.5,7764.63,145945,123742,124720,-169.58,-160.76,-8.82,0.41,0.36,0.34,0.35,0.41,123.5,124,119,119.5,124.8,127.65,134.28,139.02,67492,52682,40616,-5.03,-3.49,-1.55,0.12,0.16,0.15,0.24,0.03,59.8,60.4,59.3,59.8,59.44,59.12,59.52,61.05,35324,41150,39732,-0.51,-0.64,0.13,0.69,0.55,0.58,0.49,0.78
2010/6/3,7253,7341,7252,7338,7264.6,7217.8,7407.5,7757.45,110168,119020,122865,-156.13,-159.83,3.7,0.6,0.44,0.54,0.46,0.99,122,125,121.5,125,124.1,126.75,133.47,138.8,51398,56514,42790,-5.06,-3.8,-1.26,0.22,0.18,0.41,0.37,0.41,60.8,61,60.5,60.8,59.86,59.31,59.59,61.04,49529,39956,41511,-0.36,-0.58,0.22,0.78,0.62,0.71,0.58,0.94
2010/6/4,7338,7348,7305,7318,7272.8,7229,7398.2,7750.12,61826,105964,116854,-143.41,-156.55,13.14,0.71,0.53,0.52,0.45,0.91,125,125,123.5,124.5,123.6,126.1,132.72,138.58,28457,53076,42530,-5,-4.04,-0.96,0.3,0.22,0.39,0.36,0.46,60.5,61,60.2,61,60.32,59.53,59.67,61.03,42722,36270,41158,-0.25,-0.52,0.27,0.85,0.7,0.73,0.59,1
2010/6/7,7100,7128,7035,7097,7227.2,7211.3,7371.3,7739.2,128391,115527,119631,-150.4,-155.32,4.92,0.54,0.53,0.35,0.37,0.2,118,119,116,117.5,122.2,124.6,131.53,138.25,90032,57782,50097,-5.44,-4.32,-1.12,0.23,0.22,0.26,0.29,0.1,59.7,59.7,58.7,59.2,60.12,59.55,59.64,61.01,70649,45320,46291,-0.28,-0.47,0.19,0.72,0.7,0.41,0.44,0.45
2010/6/8,7097,7139,7075,7128,7204.2,7218.9,7349.2,7730.42,86504,106567,113375,-151.91,-154.64,2.73,0.46,0.51,0.39,0.39,0.3,115,116,110,111.5,119.6,123.15,130.1,137.88,134173,74310,59732,-6.15,-4.69,-1.46,0.18,0.21,0.19,0.24,0.08,58.9,59.2,58.4,58.5,59.86,59.56,59.56,60.98,40431,47731,45206,-0.34,-0.44,0.1,0.56,0.66,0.34,0.4,0.24
2010/6/9,7080,7139,6990,7037,7183.6,7210.3,7321.75,7719.3,125117,102401,113072,-156.69,-155.05,-1.64,0.35,0.45,0.33,0.36,0.13,113,115.5,112.5,113.5,118.4,121.6,128.78,137.48,84475,77707,65194,-6.51,-5.05,-1.46,0.18,0.2,0.27,0.28,0.18,58.4,59,58.3,58.6,59.62,59.53,59.48,60.97,46105,49887,45519,-0.39,-0.43,0.04,0.41,0.57,0.36,0.41,0.11
2010/6/10,7068,7164,7038,7161,7148.2,7206.4,7291.65,7707.95,108419,102051,110536,-152.24,-154.49,2.24,0.39,0.43,0.46,0.42,0.48,115,118,114,117.5,116.9,120.5,127.45,137.12,42216,75871,66192,-6.48,-5.34,-1.15,0.27,0.22,0.4,0.36,0.45,59.8,59.8,58.8,59.4,59.34,59.6,59.4,60.95,28817,45745,42850,-0.37,-0.42,0.05,0.41,0.52,0.5,0.48,0.41
2010/6/11,7316,7317,7244,7292,7143,7207.9,7268.45,7698.67,84228,106532,106248,-134.64,-150.52,15.88,0.54,0.47,0.57,0.48,0.84,120.5,121,118.5,118.5,115.7,119.65,126.2,136.77,47339,79647,66362,-6.2,-5.51,-0.69,0.36,0.27,0.44,0.38,0.53,60.2,60.5,60,60.5,59.24,59.78,59.36,60.95,42325,45665,40968,-0.27,-0.39,0.12,0.54,0.53,0.63,0.55,0.81
2010/6/14,7356,7395,7336,7386,7200.8,7214,7257.65,7690.65,72546,95363,105445,-112.18,-142.85,30.67,0.69,0.54,0.63,0.52,0.98,120,121,119,120.5,116.3,119.25,125.18,136.45,30108,67662,62722,-5.81,-5.57,-0.24,0.47,0.34,0.5,0.42,0.7,60.9,61.4,60.9,61.1,59.62,59.87,59.45,60.97,44942,40524,42922,-0.12,-0.34,0.21,0.66,0.57,0.68,0.59,0.9
