date,callorput,open,high,close,buyprice,sellprice,totalprofit,roi
2010/2/22,call,7708.0,7708.0,7558.0,7708.0,7558.0,-150.0,-0.019460300986
2010/2/23,call,7534.0,7552.0,7537.0,7534.0,7537.0,-147.0,-0.0190710949663
2010/2/24,call,7468.0,7545.0,7481.0,7468.0,7481.0,-134.0,-0.0173845355475
2010/2/25,call,7505.0,7522.0,7368.0,7505.0,7368.0,-271.0,-0.0351582771147
2010/2/26,call,7378.0,7434.0,7383.0,7378.0,7383.0,-266.0,-0.0345096004152
2010/3/1,call,7413.0,7605.0,7571.0,7413.0,7571.0,-108.0,-0.0140114167099
2010/3/2,call,7595.0,7649.0,7598.0,7595.0,7598.0,-105.0,-0.0136222106902
2010/3/3,call,7596.0,7664.0,7612.0,7596.0,7612.0,-89.0,-0.0115464452517
2010/3/4,call,7622.0,7639.0,7527.0,7622.0,7527.0,-184.0,-0.0238620153028
2010/3/5,call,7603.0,7692.0,7656.0,7603.0,7656.0,-131.0,-0.0168229099782
2010/3/8,call,7729.0,7758.0,7756.0,7729.0,7756.0,-104.0,-0.0132315521628
2010/3/9,call,7771.0,7774.0,7764.0,7771.0,7764.0,-111.0,-0.0140952380952
2010/3/10,call,7771.0,7792.0,7769.0,7771.0,7769.0,-113.0,-0.0143364628267
2010/3/11,call,7800.0,7808.0,7758.0,7800.0,7758.0,-155.0,-0.0195880197144
2010/3/12,put,7785.0,7788.0,7752.0,7785.0,7818.0,-122.0,-0.0153652392947
2010/3/15,put,7756.0,7758.0,7655.0,7756.0,7857.0,-21.0,-0.00264483627204
2010/3/16,call,7651.0,7707.0,7704.0,7651.0,7704.0,32.0,0.00403022670025
2010/3/17,call,7750.0,7844.0,7842.0,7750.0,7842.0,124.0,0.0156171284635
2010/3/18,call,7837.0,7922.0,7849.0,7837.0,7849.0,136.0,0.0171284634761
2010/3/19,call,7850.0,7884.0,7867.0,7850.0,7867.0,153.0,0.0192695214106
2010/3/22,put,7830.0,7840.0,7803.0,7830.0,7857.0,180.0,0.0226700251889
2010/3/23,call,7850.0,7863.0,7805.0,7850.0,7805.0,135.0,0.0170025188917
2010/3/24,put,7865.0,7876.0,7814.0,7865.0,7916.0,186.0,0.0234256926952
2010/3/25,put,7792.0,7858.0,7809.0,7792.0,7775.0,169.0,0.0212846347607
2010/3/26,put,7809.0,7917.0,7883.0,7809.0,7735.0,95.0,0.0119647355164
2010/3/29,put,7912.0,7966.0,7956.0,7912.0,7868.0,51.0,0.00642317380353
2010/3/30,put,7977.0,7991.0,7959.0,7977.0,7995.0,69.0,0.00869017632242
2010/3/31,call,7946.0,7970.0,7908.0,7946.0,7908.0,31.0,0.00390428211587
2010/4/2,put,8024.0,8047.0,8037.0,8024.0,8011.0,18.0,0.00225197047416
2010/9/1,call,7569.0,7638.0,7628.0,7569.0,7628.0,77.0,0.00963342925059
2010/9/2,call,7695.0,7744.0,7693.0,7695.0,7693.0,75.0,0.00938321030902
2010/9/3,call,7714.0,7786.0,7779.0,7714.0,7779.0,140.0,0.0175153259102
2010/9/6,call,7838.0,7878.0,7864.0,7838.0,7864.0,166.0,0.0207681721506
2010/9/7,call,7860.0,7874.0,7853.0,7860.0,7853.0,159.0,0.0198924058551
2010/9/24,call,8185.0,8197.0,8147.0,8185.0,8147.0,121.0,0.0150760029903
2010/9/28,call,8162.0,8199.0,8180.0,8162.0,8180.0,139.0,0.0172864071633
2010/10/1,call,8246.0,8256.0,8235.0,8246.0,8235.0,128.0,0.0157888244727
2010/10/4,call,8238.0,8285.0,8216.0,8238.0,8216.0,106.0,0.0130702836005
2010/10/5,call,8207.0,8214.0,8190.0,8207.0,8190.0,89.0,0.0109741060419
2010/10/6,call,8268.0,8293.0,8272.0,8268.0,8272.0,93.0,0.0113705832009
2010/10/7,put,8271.0,8282.0,8272.0,8271.0,8270.0,92.0,0.0112483188654
2010/10/8,call,8266.0,8300.0,8215.0,8266.0,8215.0,41.0,0.00501283775523
2010/10/11,call,8241.0,8246.0,8136.0,8241.0,8136.0,-64.0,-0.00780487804878
2010/10/12,call,8150.0,8153.0,8058.0,8150.0,8058.0,-156.0,-0.0189919649379
2010/10/14,call,8177.0,8251.0,8227.0,8177.0,8227.0,-106.0,-0.0127205088204
2010/10/20,call,7950.0,8121.0,8119.0,7950.0,8119.0,63.0,0.0075603024121
2012/3/19,call,8113.0,8116.0,8050.0,8113.0,8050.0,0.0,0.0
2012/3/23,call,8101.0,8101.0,8080.0,8101.0,8080.0,-21.0,-0.00252010080403
2012/3/27,call,8000.0,8022.0,8012.0,8000.0,8012.0,-9.0,-0.00108004320173
2012/3/28,call,8015.0,8079.0,8028.0,8015.0,8028.0,4.0,0.000480019200768
2012/3/29,call,7998.0,8006.0,7849.0,7998.0,7849.0,-145.0,-0.0174006960278
2012/4/3,put,7889.0,7919.0,7778.0,7889.0,8000.0,-34.0,-0.00408016320653
2012/4/5,put,7651.0,7663.0,7619.0,7651.0,7683.0,-2.0,-0.000240009600384
2012/4/6,put,7640.0,7688.0,7672.0,7640.0,7608.0,-34.0,-0.00408016320653
2012/4/9,put,7572.0,7633.0,7577.0,7572.0,7567.0,-39.0,-0.00468018720749
2012/4/10,put,7633.0,7683.0,7610.0,7633.0,7656.0,-16.0,-0.00192007680307
2012/4/11,call,7511.0,7650.0,7638.0,7511.0,7638.0,111.0,0.0133205328213
2012/4/12,put,7610.0,7648.0,7634.0,7610.0,7586.0,87.0,0.0104404176167
2012/4/13,put,7701.0,7766.0,7755.0,7701.0,7647.0,33.0,0.00396015840634
2012/4/16,put,7700.0,7734.0,7712.0,7700.0,7688.0,21.0,0.00252010080403
2012/4/17,put,7708.0,7739.0,7597.0,7708.0,7819.0,132.0,0.0158406336253
2012/4/18,put,7690.0,7692.0,7620.0,7690.0,7760.0,202.0,0.0242409696388
2012/4/19,call,7591.0,7626.0,7613.0,7591.0,7613.0,224.0,0.026881075243
2012/4/20,put,7581.0,7599.0,7515.0,7581.0,7647.0,290.0,0.0348013920557
2012/4/23,put,7499.0,7510.0,7478.0,7499.0,7520.0,311.0,0.0373214928597
2012/5/17,call,7266.0,7333.0,7314.0,7266.0,7314.0,359.0,0.0430817232689
2012/5/18,call,7164.0,7230.0,7135.0,7164.0,7135.0,330.0,0.0396015840634
2012/5/21,call,7179.0,7209.0,7184.0,7179.0,7184.0,335.0,0.0402016080643
2012/5/22,call,7250.0,7260.0,7236.0,7250.0,7236.0,321.0,0.0385215408616
2012/5/23,put,7151.0,7170.0,7135.0,7151.0,7167.0,337.0,0.0404416176647
2012/5/24,put,7156.0,7178.0,7129.0,7156.0,7183.0,364.0,0.0436817472699
2012/5/28,call,7072.0,7133.0,7114.0,7072.0,7114.0,406.0,0.048721948878
2012/5/30,call,7270.0,7273.0,7234.0,7270.0,7234.0,370.0,0.044401776071
2012/6/1,put,7200.0,7210.0,7096.0,7200.0,7304.0,474.0,0.056882275291
2012/10/1,call,7690.0,7706.0,7684.0,7690.0,7684.0,468.0,0.0561622464899
2012/10/2,call,7716.0,7748.0,7729.0,7716.0,7729.0,481.0,0.0577223088924
2012/10/4,call,7707.0,7715.0,7706.0,7707.0,7706.0,480.0,0.0576023040922
2012/10/8,call,7677.0,7692.0,7625.0,7677.0,7625.0,428.0,0.0513620544822
2012/10/11,put,7483.0,7506.0,7444.0,7483.0,7522.0,467.0,0.0560422416897
2012/11/19,call,7147.0,7168.0,7121.0,7147.0,7121.0,441.0,0.0529221168847
2012/11/20,call,7174.0,7181.0,7159.0,7174.0,7159.0,426.0,0.0511220448818
2012/11/21,call,7176.0,7178.0,7084.0,7176.0,7084.0,334.0,0.0400816032641
2012/11/22,call,7096.0,7115.0,7089.0,7096.0,7089.0,327.0,0.0392415696628
2012/11/23,call,7123.0,7327.0,7319.0,7123.0,7319.0,523.0,0.0627625105004
2012/11/26,call,7362.0,7409.0,7388.0,7362.0,7388.0,549.0,0.0658826353054
2012/11/27,call,7410.0,7435.0,7421.0,7410.0,7421.0,560.0,0.0672026881075
2012/11/28,call,7407.0,7439.0,7429.0,7407.0,7429.0,582.0,0.0698427937117
2012/11/29,call,7470.0,7539.0,7525.0,7470.0,7525.0,637.0,0.0764430577223
2012/11/30,call,7535.0,7605.0,7594.0,7535.0,7594.0,696.0,0.0835233409336
2012/12/3,put,7596.0,7647.0,7599.0,7596.0,7593.0,693.0,0.0831633265331
2012/12/4,put,7560.0,7603.0,7593.0,7560.0,7527.0,660.0,0.0792031681267
2012/12/5,call,7593.0,7678.0,7651.0,7593.0,7651.0,718.0,0.0861634465379
2012/12/6,call,7654.0,7673.0,7639.0,7654.0,7639.0,703.0,0.084363374535
2012/12/7,put,7658.0,7691.0,7659.0,7658.0,7657.0,702.0,0.0842433697348
2012/12/10,put,7680.0,7686.0,7623.0,7680.0,7737.0,759.0,0.0910836433457
2012/12/11,put,7639.0,7645.0,7638.0,7639.0,7640.0,760.0,0.0912036481459
2012/12/12,put,7657.0,7725.0,7695.0,7657.0,7619.0,722.0,0.0866434657386
2012/12/14,put,7738.0,7747.0,7704.0,7738.0,7772.0,756.0,0.0907236289452
2013/3/7,call,7933.0,7982.0,7939.0,7933.0,7939.0,762.0,0.0914436577463
2013/3/8,call,7968.0,8032.0,8008.0,7968.0,8008.0,802.0,0.096243849754
2013/3/11,call,8010.0,8068.0,8042.0,8010.0,8042.0,834.0,0.10008400336
2013/3/12,call,8040.0,8058.0,7998.0,8040.0,7998.0,792.0,0.0950438017521
2013/3/13,call,8000.0,8035.0,7989.0,8000.0,7989.0,781.0,0.09372374895
2013/3/14,call,7997.0,7997.0,7950.0,7997.0,7950.0,734.0,0.0880835233409
2013/3/15,call,7969.0,7986.0,7909.0,7969.0,7909.0,674.0,0.0808832353294
2013/3/18,call,7857.0,7868.0,7792.0,7857.0,7792.0,609.0,0.0730829233169
2013/3/19,call,7838.0,7852.0,7831.0,7838.0,7831.0,602.0,0.0722428897156
2013/3/20,call,7780.0,7842.0,7795.0,7780.0,7795.0,617.0,0.0740429617185
2013/3/21,put,7803.0,7816.0,7796.0,7803.0,7810.0,624.0,0.0748829953198
2013/3/22,put,7780.0,7814.0,7774.0,7780.0,7786.0,630.0,0.075603024121
2013/3/25,put,7842.0,7865.0,7850.0,7842.0,7834.0,622.0,0.0746429857194
2013/3/26,put,7845.0,7848.0,7835.0,7845.0,7855.0,632.0,0.0758430337213
2013/3/27,put,7841.0,7876.0,7862.0,7841.0,7820.0,611.0,0.0733229329173
2013/3/28,put,7859.0,7875.0,7843.0,7859.0,7875.0,627.0,0.0752430097204
2013/3/29,put,7884.0,7935.0,7923.0,7884.0,7845.0,588.0,0.0705628225129
2013/4/1,put,7938.0,7942.0,7918.0,7938.0,7958.0,608.0,0.0729629185167
2013/4/2,put,7907.0,7927.0,7903.0,7907.0,7911.0,612.0,0.0734429377175
2013/4/3,call,7944.0,7953.0,7936.0,7944.0,7936.0,604.0,0.072482899316
2013/4/8,put,7859.0,7870.0,7737.0,7859.0,7981.0,726.0,0.0871234849394
2013/4/9,put,7717.0,7750.0,7708.0,7717.0,7726.0,735.0,0.0882035281411
2013/4/10,put,7737.0,7745.0,7726.0,7737.0,7748.0,746.0,0.0895235809432
2013/4/11,put,7776.0,7825.0,7816.0,7776.0,7736.0,706.0,0.0847233889356
2013/4/12,call,7822.0,7832.0,7784.0,7822.0,7784.0,668.0,0.0801632065283
2013/4/15,call,7763.0,7816.0,7761.0,7763.0,7761.0,666.0,0.0799231969279
2013/4/16,call,7710.0,7786.0,7775.0,7710.0,7775.0,731.0,0.0877235089404
2013/4/17,call,7783.0,7809.0,7808.0,7783.0,7808.0,756.0,0.0907236289452
2013/4/18,put,7715.0,7775.0,7750.0,7715.0,7680.0,721.0,0.0865234609384
2013/4/19,put,7784.0,7945.0,7942.0,7784.0,7626.0,563.0,0.0675627025081
2013/4/22,put,7952.0,7976.0,7955.0,7952.0,7949.0,560.0,0.0672026881075
2013/4/23,put,7942.0,7951.0,7926.0,7942.0,7958.0,576.0,0.0691227649106
2013/4/24,put,7967.0,8015.0,7992.0,7967.0,7942.0,551.0,0.0661226449058
2013/4/25,put,7976.0,8009.0,8005.0,7976.0,7947.0,522.0,0.0626425057002
2013/7/2,call,7905.0,7920.0,7906.0,7905.0,7906.0,523.0,0.0627625105004
2013/7/5,put,7885.0,7979.0,7964.0,7885.0,7806.0,444.0,0.0532821312853
2013/7/8,call,7955.0,7964.0,7830.0,7955.0,7830.0,319.0,0.0382815312613
2013/10/14,call,8345.0,8348.0,8294.0,8345.0,8294.0,268.0,0.0321612864515
2013/10/15,call,8359.0,8385.0,8355.0,8359.0,8355.0,264.0,0.0316812672507
2013/10/16,call,8372.0,8377.0,8345.0,8372.0,8345.0,237.0,0.0284411376455
2013/10/17,call,8380.0,8422.0,8364.0,8380.0,8364.0,221.0,0.0265210608424
2013/10/18,call,8382.0,8429.0,8417.0,8382.0,8417.0,256.0,0.0307212288492
2013/10/21,call,8441.0,8445.0,8400.0,8441.0,8400.0,215.0,0.0258010320413
2013/10/22,call,8377.0,8423.0,8416.0,8377.0,8416.0,254.0,0.0304812192488
2013/10/23,call,8436.0,8440.0,8359.0,8436.0,8359.0,177.0,0.021240849634
2013/10/24,call,8348.0,8400.0,8393.0,8348.0,8393.0,222.0,0.0266410656426
2013/10/25,call,8353.0,8366.0,8320.0,8353.0,8320.0,189.0,0.0226809072363
2013/10/28,call,8320.0,8410.0,8389.0,8320.0,8389.0,258.0,0.0309612384495
2013/10/29,call,8362.0,8435.0,8408.0,8362.0,8408.0,304.0,0.0364814592584
2014/7/9,call,9450.0,9477.0,9463.0,9450.0,9463.0,317.0,0.0346599606385
2014/7/11,call,9540.0,9566.0,9486.0,9540.0,9486.0,263.0,0.0285156673534
2014/7/16,put,9547.0,9564.0,9483.0,9547.0,9611.0,327.0,0.0352218871176
2014/7/17,call,9392.0,9402.0,9357.0,9392.0,9357.0,292.0,0.0314519603619
2014/10/13,call,8798.0,8818.0,8712.0,8798.0,8712.0,206.0,0.0221887117622
2014/10/14,call,8730.0,8759.0,8743.0,8730.0,8743.0,219.0,0.0235889702714
2015/8/21,call,7858.0,7887.0,7744.0,7858.0,7744.0,105.0,0.0113097802671
2015/8/26,call,7525.0,7678.0,7607.0,7525.0,7607.0,187.0,0.0201421800948
2015/8/27,call,7656.0,7729.0,7679.0,7656.0,7679.0,210.0,0.0226195605343
2015/8/28,call,7812.0,7902.0,7871.0,7812.0,7871.0,269.0,0.0289745799224
2015/8/31,call,7831.0,8034.0,7973.0,7831.0,7973.0,411.0,0.0442697113313
2015/9/1,call,7901.0,7964.0,7829.0,7901.0,7829.0,339.0,0.0365144334339
2015/9/2,call,7768.0,7997.0,7938.0,7768.0,7938.0,509.0,0.0548255062473
2015/9/3,call,7961.0,8003.0,7975.0,7961.0,7975.0,523.0,0.0563334769496
2015/9/4,call,7931.0,8039.0,7894.0,7931.0,7894.0,486.0,0.0523481258078
2015/9/7,call,7850.0,8008.0,7930.0,7850.0,7930.0,566.0,0.0609651012495
2015/9/8,call,7930.0,7979.0,7972.0,7930.0,7972.0,608.0,0.0654890133563
