date,callorput,dateline,strike_price,buyprice,big_open,sellprice,big_close,big_hight,big_low,total_profit,outputmoney,roi
2010/1/11,put,201002,8300,232.0,8291.52,202.0,8323.82,8357.9,8281.72,-30.0,-232.0,-0.129310344828
2010/1/12,put,201002,8300,199.0,8343.73,197.0,8309.37,8356.97,8262.58,-32.0,-232.0,-0.137931034483
2010/1/13,put,201002,8200,171.0,8229.25,194.0,8196.56,8257.83,8194.81,-9.0,-232.0,-0.0387931034483
2010/1/14,put,201002,8200,172.0,8245.86,148.0,8289.98,8313.94,8237.67,-33.0,-232.0,-0.14224137931
2010/1/15,put,201002,8300,215.0,8340.6,161.0,8356.89,8380.23,8325.82,-87.0,-248.0,-0.350806451613
2010/1/18,put,201002,8300,200.0,8290.38,150.0,8337.82,8367.65,8290.38,-137.0,-287.0,-0.477351916376
2010/1/19,put,201002,8400,197.0,8387.66,247.0,8249.0,8395.39,8227.3,-87.0,-334.0,-0.260479041916
2010/1/20,put,201002,8300,165.0,8309.19,193.0,8220.93,8309.19,8191.44,-59.0,-334.0,-0.176646706587
2010/1/21,put,201002,8200,165.0,8189.5,177.0,8127.87,8208.21,8107.55,-47.0,-334.0,-0.140718562874
2010/1/22,put,201002,8000,130.0,7986.43,200.0,7927.31,8015.95,7912.85,93.0,-334.0,0.278443113772
2010/1/25,put,201002,7800,131.0,7845.3,120.0,7872.99,7938.14,7828.34,60.0,-334.0,0.179640718563
2010/1/26,put,201002,7900,172.0,7903.03,371.0,7598.81,7922.07,7572.58,458.0,-334.0,1.37125748503
2010/1/27,put,201002,7600,164.0,7639.72,177.0,7560.03,7656.95,7530.41,510.0,-334.0,1.52694610778
2010/1/28,put,201002,7600,168.0,7630.16,88.0,7694.58,7756.77,7607.56,110.0,-334.0,0.329341317365
2010/1/29,put,201002,7600,143.0,7593.38,144.0,7640.44,7649.73,7481.9,113.0,-334.0,0.338323353293
2010/2/1,put,201003,7700,280.0,7653.89,346.0,7524.67,7661.7,7493.81,179.0,-334.0,0.535928143713
2010/2/2,put,201003,7600,244.0,7633.74,374.0,7429.61,7635.73,7398.8,439.0,-334.0,1.31437125749
2010/2/3,put,201003,7500,241.0,7523.79,230.0,7547.98,7550.82,7441.92,406.0,-334.0,1.21556886228
2010/2/4,put,201003,7600,283.0,7563.19,277.0,7542.04,7578.18,7504.96,394.0,-334.0,1.17964071856
2010/2/5,put,201003,7300,232.0,7323.16,311.0,7217.83,7352.98,7196.39,631.0,-334.0,1.88922155689
2010/2/6,put,201003,7200,258.0,7244.71,262.0,7212.87,7249.19,7080.9,643.0,-334.0,1.9251497006
2010/2/8,put,201003,7200,257.0,7236.63,276.0,7215.88,7253.24,7173.18,700.0,-334.0,2.09580838323
2010/2/9,put,201003,7200,225.0,7225.71,189.0,7361.04,7381.82,7197.13,556.0,-334.0,1.66467065868
2010/2/10,put,201003,7400,244.0,7438.12,234.0,7441.84,7496.34,7404.97,526.0,-334.0,1.5748502994
2010/2/22,put,201003,7600,195.0,7619.87,201.0,7560.04,7619.87,7553.29,550.0,-334.0,1.64670658683
2010/2/23,put,201003,7600,200.0,7575.62,182.0,7597.44,7597.44,7502.45,478.0,-334.0,1.43113772455
2010/2/24,put,201003,7500,165.0,7516.47,164.0,7529.67,7585.19,7515.38,474.0,-334.0,1.41916167665
2010/2/25,put,201003,7600,192.0,7568.42,293.0,7426.96,7568.42,7400.42,878.0,-334.0,2.62874251497
2010/2/26,put,201003,7500,213.0,7451.17,214.0,7436.1,7479.28,7383.68,883.0,-334.0,2.64371257485
2010/3/1,put,201004,7500,297.0,7492.84,207.0,7577.75,7620.56,7451.09,523.0,-334.0,1.56586826347
2010/3/2,put,201004,7600,242.0,7649.62,239.0,7597.62,7664.49,7592.66,514.0,-334.0,1.53892215569
2010/3/3,put,201004,7600,220.0,7628.78,221.0,7629.52,7670.25,7604.86,517.0,-334.0,1.54790419162
2010/3/4,put,201004,7700,276.0,7664.0,331.0,7569.8,7664.0,7524.19,682.0,-334.0,2.04191616766
2010/3/5,put,201004,7700,262.0,7659.76,244.0,7666.26,7694.89,7618.0,628.0,-334.0,1.88023952096
2010/3/8,put,201004,7700,207.0,7741.8,187.0,7762.27,7763.76,7716.28,548.0,-334.0,1.64071856287
2010/3/9,put,201004,7800,234.0,7762.4,236.0,7770.59,7770.59,7737.65,554.0,-334.0,1.65868263473
2010/3/10,put,201004,7800,229.0,7797.7,227.0,7779.08,7803.27,7736.7,548.0,-334.0,1.64071856287
2010/3/11,put,201004,7800,219.0,7817.59,227.0,7749.66,7818.84,7749.4,580.0,-334.0,1.73652694611
2010/3/12,put,201004,7800,220.0,7773.52,231.0,7748.33,7773.52,7726.09,624.0,-334.0,1.86826347305
2010/3/15,put,201004,7800,220.0,7750.87,287.0,7634.92,7766.36,7634.92,892.0,-334.0,2.67065868263
