buy_or_sell,day,strike_price,number,id,PutorCall,buyprice,output_money,money_canbuy
buy,2014/6/18,9400,1,0,call,9.3,50000,44325.75
buy,2014/6/20,9400,1,0,call,16.5,50000,43846.0
buy,2014/6/24,9400,1,0,call,7.0,50000,44147.25
buy,2014/6/27,9400,1,0,call,9.0,50000,43944.75
buy,2014/6/30,9400,1,0,call,7.4,50000,43907.25
buy,2014/7/2,9600,1,0,call,25.0,50000,43717.25
buy,2014/7/9,9700,1,0,call,16.0,50000,43929.75
buy,2014/7/10,9700,1,0,call,20.0,50000,44404.75
buy,2014/7/18,9100,1,0,put,51.0,50000,42654.75
buy,2014/7/21,9600,1,0,call,27.5,50000,43397.25
buy,2014/7/22,9600,1,0,call,25.0,50000,43266.0
buy,2014/7/24,9700,1,0,call,15.0,50000,43528.5
buy,2014/7/25,9700,1,0,call,16.5,50000,43291.0
buy,2014/7/28,9600,1,0,call,16.0,50000,43142.25
buy,2014/7/29,9600,1,0,call,21.0,50000,42722.25
buy,2014/7/30,9600,1,0,call,11.5,50000,42989.75
buy,2014/8/4,9500,1,0,call,52.0,50000,40828.5
buy,2014/8/5,9400,1,0,call,75.0,50000,39238.5
buy,2014/8/7,9300,1,0,call,60.0,50000,39376.0
buy,2014/8/12,9000,1,0,put,87.0,50000,37526.0
buy,2014/8/15,9000,1,0,put,54.0,50000,38473.5
buy,2014/8/18,9000,1,0,put,53.0,50000,39473.5
buy,2014/8/19,9400,1,0,call,32.0,50000,40076.0
buy,2014/8/20,9100,1,0,put,61.0,50000,39476.0
buy,2014/8/21,9500,1,0,call,25.5,50000,40743.5
buy,2014/8/22,9000,1,0,put,31.5,50000,40202.25
buy,2014/8/26,9600,1,0,call,28.0,50000,40091.0
buy,2014/8/27,9200,1,0,put,33.0,50000,39581.0
buy,2014/8/29,9300,1,0,put,35.5,50000,39158.5
buy,2014/9/1,9700,1,0,call,52.0,50000,38017.25
buy,2014/9/2,9300,1,0,put,54.0,50000,37477.25
buy,2014/9/5,9600,1,0,call,70.0,50000,37827.25
buy,2014/9/9,9600,1,0,call,63.0,50000,37602.25
buy,2014/9/11,9600,1,0,call,51.0,50000,37679.75
buy,2014/9/12,9100,1,0,put,49.5,50000,37322.25
buy,2014/9/16,9000,1,0,put,49.0,50000,38622.25
buy,2014/9/18,9400,1,0,call,63.0,50000,37504.75
buy,2014/9/22,9000,1,0,put,38.0,50000,38232.25
buy,2014/9/23,8900,1,0,put,40.0,50000,39232.25
buy,2014/9/24,9300,1,0,call,33.5,50000,39207.25
buy,2014/9/26,8800,1,0,put,45.5,50000,38306.0
buy,2014/9/29,9200,1,0,call,25.5,50000,38914.75
buy,2014/9/30,9200,1,0,call,20.0,50000,38948.5
buy,2014/10/8,8800,1,0,put,91.0,50000,35198.5
buy,2014/10/9,9200,1,0,call,68.0,50000,35616.0
buy,2014/10/15,8900,1,0,call,86.0,50000,34156.0
buy,2014/10/20,8800,1,0,call,79.0,50000,33811.0
buy,2014/10/28,8500,1,0,put,56.0,50000,34318.5
buy,2014/10/30,8700,1,0,put,40.5,50000,34623.5
buy,2014/11/4,8800,1,0,put,105.0,50000,31044.75
buy,2014/11/5,8800,1,0,put,101.0,50000,30407.25
buy,2014/11/7,9100,1,0,call,91.0,50000,32007.25
buy,2014/11/14,9200,1,0,call,53.0,50000,33174.75
buy,2014/11/17,9200,1,0,call,53.0,50000,32727.25
buy,2014/11/19,9100,1,0,call,69.0,50000,31479.75
buy,2014/11/20,8800,1,0,put,64.0,50000,34879.75
buy,2014/11/21,9300,1,0,call,56.0,50000,34749.75
buy,2014/11/24,8900,1,0,put,48.0,50000,35199.75
buy,2014/11/26,8900,1,0,put,51.0,50000,35299.75
buy,2014/11/27,8900,1,0,put,49.5,50000,34942.25
buy,2014/11/28,9400,1,0,call,39.0,50000,35046.0
buy,2014/12/1,8800,1,0,put,119.0,50000,30703.5
buy,2014/12/5,9000,1,0,put,78.0,50000,31811.0
buy,2014/12/8,9500,1,0,call,58.0,50000,33161.0
buy,2014/12/9,9300,1,0,call,95.0,50000,30826.0
buy,2014/12/10,9300,1,0,call,73.0,50000,31163.5
buy,2014/12/11,8800,1,0,put,92.0,50000,29616.0
buy,2014/12/15,9200,1,0,call,61.0,50000,30426.0
buy,2014/12/16,9200,1,0,call,70.0,50000,30576.0
buy,2014/12/17,9200,1,0,call,70.0,50000,30001.0
buy,2014/12/18,9100,1,0,call,85.0,50000,28676.0
buy,2014/12/19,9200,1,0,call,52.0,50000,29638.5
buy,2014/12/22,8800,1,0,put,54.0,50000,29098.5
buy,2014/12/23,8900,1,0,put,41.5,50000,29268.5
buy,2014/12/24,8900,1,0,put,42.0,50000,28882.25
buy,2014/12/26,9000,1,0,put,40.5,50000,28592.25
buy,2014/12/27,9000,1,0,put,33.5,50000,28588.5
buy,2014/12/29,9000,1,0,put,26.0,50000,28662.25
buy,2014/12/31,9100,1,0,put,49.0,50000,27267.25
