buy_or_sell,day,strike_price,number,id,PutorCall,buyprice,output_money,money_canbuy
buy,2014/1/8,8800,1,0,call,29.0,50000,48525.0
buy,2014/1/9,8800,1,0,call,31.0,50000,48157.5
buy,2014/1/10,8300,1,0,put,41.0,50000,47375.0
buy,2014/1/14,8700,1,0,call,46.0,50000,46767.5
buy,2014/1/15,8800,1,0,call,26.0,50000,47372.5
buy,2014/1/17,8800,1,0,call,30.0,50000,47472.5
buy,2014/1/20,8400,1,0,put,29.5,50000,47222.5
buy,2014/1/22,8800,1,0,call,25.0,50000,47176.25
buy,2014/1/23,8400,1,0,put,19.0,50000,47238.75
buy,2014/2/6,8500,1,0,call,57.0,50000,45463.75
buy,2014/2/11,8600,1,0,call,29.0,50000,46763.75
buy,2014/2/13,8700,1,0,call,28.0,50000,48013.75
buy,2014/2/14,8300,1,0,put,55.0,50000,46403.75
buy,2014/2/17,8300,1,0,put,40.0,50000,46691.25
buy,2014/2/20,8300,1,0,put,37.0,50000,46491.25
buy,2014/2/21,8400,1,0,put,51.0,50000,45463.75
buy,2014/2/24,8400,1,0,put,34.0,50000,45881.25
buy,2014/2/25,8800,1,0,call,17.0,50000,46426.25
buy,2014/2/26,8400,1,0,put,38.0,50000,45198.75
buy,2014/3/3,8800,1,0,call,30.0,50000,45263.75
buy,2014/3/5,8800,1,0,call,42.0,50000,44738.75
buy,2014/3/6,8800,1,0,call,42.0,50000,45788.75
buy,2014/3/7,8900,1,0,call,32.5,50000,47513.75
buy,2014/3/10,8500,1,0,put,61.0,50000,45795.0
buy,2014/3/11,8900,1,0,call,26.0,50000,47037.5
buy,2014/3/12,8900,1,0,call,30.0,50000,46762.5
buy,2014/3/17,8900,1,0,call,33.5,50000,46312.5
buy,2014/3/19,8900,1,0,call,37.0,50000,45836.25
buy,2014/3/20,8800,1,0,call,40.0,50000,45358.75
buy,2014/3/21,8400,1,0,put,40.0,50000,45008.75
buy,2014/3/24,8800,1,0,call,17.0,50000,45883.75
buy,2014/3/25,8400,1,0,put,36.0,50000,45483.75
buy,2014/3/28,8600,1,0,put,36.5,50000,45138.75
buy,2014/4/2,9100,1,0,call,28.0,50000,45240.0
buy,2014/4/3,8700,1,0,put,82.0,50000,42640.0
buy,2014/4/7,8600,1,0,put,60.0,50000,43340.0
buy,2014/4/9,9100,1,0,call,32.5,50000,44215.0
buy,2014/4/10,9100,1,0,call,36.0,50000,43746.25
buy,2014/4/15,9100,1,0,call,25.0,50000,43976.25
buy,2014/4/16,9100,1,0,call,29.5,50000,43801.25
buy,2014/4/17,9100,1,0,call,30.0,50000,43505.0
buy,2014/4/18,8800,1,0,put,61.0,50000,41680.0
buy,2014/4/24,8700,1,0,put,34.0,50000,42522.5
buy,2014/4/25,8700,1,0,put,33.0,50000,42267.5
buy,2014/5/2,9000,1,0,call,41.0,50000,45117.5
buy,2014/5/5,9100,1,0,call,30.0,50000,46167.5
buy,2014/5/6,9000,1,0,call,52.0,50000,44792.5
buy,2014/5/9,8700,1,0,put,73.0,50000,43642.5
buy,2014/5/12,9000,1,0,call,47.0,50000,45592.5
buy,2014/5/13,8700,1,0,put,70.0,50000,44040.0
buy,2014/5/14,9100,1,0,call,18.0,50000,46065.0
buy,2014/5/15,8700,1,0,put,63.0,50000,43965.0
buy,2014/5/16,8600,1,0,put,39.5,50000,44617.5
buy,2014/5/20,8700,1,0,put,49.0,50000,43796.25
buy,2014/5/22,8700,1,0,put,39.0,50000,43878.75
buy,2014/5/28,9300,1,0,call,6.2,50000,45176.25
buy,2014/5/29,9300,1,0,call,14.0,50000,44926.25
buy,2014/6/3,9300,1,0,call,16.0,50000,44671.25
buy,2014/6/4,8900,1,0,put,62.0,50000,42201.25
buy,2014/6/5,9300,1,0,call,15.0,50000,44401.25
buy,2014/6/6,9300,1,0,call,15.5,50000,44213.75
buy,2014/6/9,9300,1,0,call,17.0,50000,44063.75
buy,2014/6/10,9400,1,0,call,6.0,50000,44436.25
buy,2014/6/12,9400,1,0,call,9.4,50000,44396.25
buy,2014/6/13,9400,1,0,call,5.9,50000,44450.75
